score_qstamp,qstamp,measure,beat,246971_tstamp,831987_tstamp,728901_tstamp,728902_tstamp,728914_tstamp,728915_tstamp,728892_tstamp,728896_tstamp,728897_tstamp,729160_tstamp,728921_tstamp,728922_tstamp,736746_tstamp,736747_tstamp,728930_tstamp,728938_tstamp,728939_tstamp,728934_tstamp,728926_tstamp,728906_tstamp,728910_tstamp,728943_tstamp,728957_tstamp,728951_tstamp
415.625,415.625,209,2.125,767.2775,767.2775,397.3892,366.5175,371.3984,348.4175,845.0775,326.1799,367.5975,696.4175,845.1375,414.1175,645.8363,168.0132,741.5175,727.5175,161.7975,782.2775,799.2325,736.4975,823.2775,768.3775,796.5175,739.3175
415.75,415.75,209,2.25,767.465,767.465,397.3908,366.705,371.3986,348.605,845.265,326.225,367.785,696.605,845.335,414.315,645.8364,168.0143,741.705,727.725,161.985,782.465,799.425,736.685,823.465,768.565,796.705,739.505
415.875,415.875,209,2.375,767.6525,767.6525,397.3923,366.8925,371.3989,348.8325,845.4725,326.4125,367.9725,696.7925,845.6725,414.5525,645.8364,168.0153,741.8925,727.9925,162.1725,782.6925,799.6125,737.0125,823.6925,768.7525,796.9125,739.6925
416.0,416.0,209,2.5,767.84,767.84,397.3938,367.08,371.3991,349.02,845.66,326.6,368.16,696.98,845.86,414.74,645.8365,168.0163,742.08,728.2,162.36,782.88,799.94,737.2,823.88,768.94,797.1,739.88
416.125,416.125,209,2.625,768.0275,768.0275,397.3953,367.3675,371.3994,349.2625,845.8475,326.7875,368.4275,697.1675,846.145,415.11,645.8365,168.0173,742.2675,728.615,162.5475,783.09,800.1425,737.425,824.3875,769.1675,797.2875,740.0675
416.25,416.25,209,2.75,768.315,768.315,397.3969,367.555,371.3996,349.475,846.035,326.975,368.615,697.355,846.395,415.355,645.8366,168.0183,742.455,728.815,162.735,783.315,800.355,737.715,824.575,769.355,797.515,740.275
416.3333,416.3333,209,2.8333,768.44,768.44,397.3979,367.72,371.3998,349.8,846.16,327.1,368.74,697.48,846.58,415.56,645.8366,168.019,742.58,728.94,162.86,783.44,800.64,737.84,824.76,769.54,797.74,740.4
416.375,416.375,209,2.875,768.5775,768.5775,397.3984,367.7825,371.3999,349.8625,846.2625,327.1625,368.81,697.5425,846.6425,415.6225,645.8366,168.0194,742.6425,729.0025,162.9225,783.5025,800.7025,737.9025,824.8225,769.63,797.815,740.4625
416.4167,416.4167,209,2.9167,768.755,768.755,397.3989,367.845,371.4,349.925,846.61,327.225,368.925,697.605,846.705,415.685,645.8366,168.0197,742.705,729.065,162.985,783.565,800.765,737.965,824.885,769.745,797.965,740.525
416.5,416.5,210,1.0,768.96,768.96,397.3999,367.99,371.49,350.07,846.75,327.35,369.05,697.73,846.83,415.81,645.8367,168.0809,742.83,729.19,163.11,783.73,801.0,738.09,825.01,769.93,798.18,740.71
417.0,417.0,210,1.5,769.82,769.82,398.14,369.08,371.74,351.0,848.0,328.1,370.18,698.52,848.22,417.1,645.8369,168.1129,743.94,730.12,163.6292,785.0,802.0,739.58,826.22,770.9,799.34,741.68
417.5,417.5,210,2.0,770.55,770.55,398.89,370.01,372.4201,351.83,848.81,329.01,370.93,699.27,848.97,417.89,645.837,168.57,744.83,730.93,164.11,785.75,802.79,740.37,827.03,771.73,800.27,742.52
418.0,418.0,210,2.5,771.56,771.56,398.9696,370.96,372.4301,352.64,849.76,329.76,371.68,700.04,849.98,418.96,645.8372,169.88,745.88,731.72,164.74,786.56,803.76,741.34,827.88,772.64,801.1,743.3
418.5,418.5,211,1.0,772.51,772.51,398.9801,372.17,372.4401,353.55,850.77,330.15,371.83,700.9,850.99,419.96,645.8374,170.39,747.05,732.6,165.11,787.55,804.79,742.43,829.05,773.62,802.24,744.05
419.0,419.0,211,1.5,773.38,773.38,398.9901,373.06,372.4451,354.3,851.72,330.44,372.04,701.66,851.9,420.86,645.8376,171.16,748.0,733.36,165.62,788.38,805.7,743.32,829.96,774.4,803.12,744.8
419.5,419.5,211,2.0,774.33,774.33,399.0001,374.27,372.4501,355.37,852.8,330.63,372.81,702.41,852.87,421.84,645.8378,171.37,749.19,734.17,166.11,789.32,806.72,744.4,831.04,775.38,804.08,745.55
420.0,420.0,211,2.5,775.26,775.26,399.0047,375.08,372.4551,356.14,853.72,331.38,372.84,703.16,853.76,422.68,645.838,171.4,750.0,734.92,166.6,790.12,807.76,745.24,831.94,776.36,805.04,746.3
420.5,420.5,212,1.0,776.03,776.03,399.0094,376.22,372.46,357.11,854.54,331.6196,372.91,703.91,854.69,423.65,645.8382,171.63,751.09,735.78,167.07,790.88,808.69,746.27,832.91,777.13,805.79,747.05
421.0,421.0,212,1.5,776.78,776.78,399.014,377.12,372.4625,357.86,855.36,331.66,372.94,704.66,855.72,424.68,645.8384,171.9,751.88,736.54,167.5,791.64,809.56,747.12,833.66,777.9,806.54,747.8
421.5,421.5,212,2.0,778.19,778.19,399.0187,378.25,372.4649,359.15,856.55,331.91,372.9826,705.6,856.72,425.68,645.8386,172.65,753.17,737.31,167.8416,792.59,810.67,748.4,835.12,779.42,808.18,748.56
422.0,422.0,212,2.5,779.18,779.18,399.066,379.14,372.4673,359.94,857.52,332.6203,372.9853,706.54,857.58,426.54,645.8387,173.18,754.26,738.08,167.8444,793.82,811.72,749.5,836.14,780.52,809.82,749.32
422.5,422.5,213,1.0,780.13,780.13,399.0751,380.47,372.4697,360.84,858.71,332.6259,372.9879,707.34,858.71,427.65,645.8389,173.31,755.22,738.96,167.8473,794.57,812.7,750.41,837.05,781.45,810.65,750.23
423.0,423.0,213,1.5,781.08,781.08,399.1023,381.34,372.4722,361.7,859.72,332.6314,372.9906,708.14,859.54,428.48,645.8391,173.46,756.12,739.84,167.8502,795.54,813.74,751.28,838.26,782.38,811.48,751.14
423.5,423.5,213,2.0,782.1,782.1,399.1077,382.52,372.4746,362.66,860.77,332.637,372.9933,708.99,860.66,429.57,645.8393,173.59,757.19,740.73,167.8531,796.55,814.83,752.41,839.57,783.4,812.69,751.92
424.0,424.0,213,2.5,783.02,783.02,399.1131,383.46,372.477,363.58,861.82,332.98,372.996,709.84,861.52,430.48,645.8395,174.12,758.42,741.48,167.8559,797.6,816.06,753.3,841.14,784.42,813.9,752.7
424.5,424.5,214,1.0,784.2,784.2,399.1185,384.69,372.4794,364.66,863.18,333.133,372.9987,710.78,862.86,431.78,645.8397,174.51,759.5,742.65,167.8588,798.65,816.89,754.51,842.19,785.68,815.57,753.45
424.75,424.75,214,1.25,784.965,784.965,399.1925,385.645,372.685,365.225,864.15,333.185,373.02,711.345,863.485,432.425,645.8398,174.885,760.345,743.105,167.925,799.245,818.405,755.185,843.145,786.325,816.765,753.825
425.0,425.0,214,1.5,785.34,785.34,399.2028,386.02,372.9607,365.6,864.62,333.2227,373.0205,711.72,863.86,432.8,645.8399,175.0418,760.72,743.48,167.9826,799.62,818.78,755.56,843.52,786.8,817.14,754.2
425.25,425.25,214,1.75,785.775,785.775,399.2057,386.495,372.9635,366.015,865.035,333.2256,373.0211,712.115,864.275,433.195,645.84,175.0448,761.215,743.875,167.9856,799.995,819.155,756.135,843.935,787.41,817.56,754.595
425.5,425.5,214,2.0,786.15,786.15,399.2085,386.87,372.9662,366.39,865.41,333.2285,373.0216,712.51,864.85,433.63,646.07,175.0479,761.61,744.25,167.9886,800.47,819.53,756.51,844.33,788.02,817.95,754.97
425.75,425.75,214,2.25,786.525,786.525,399.2114,387.245,372.969,367.145,865.785,333.2314,373.0222,712.905,865.305,434.005,646.445,175.0509,761.985,744.625,167.9917,800.845,819.945,756.885,844.705,788.445,818.325,755.345
426.0,426.0,214,2.5,786.9,786.9,399.2143,387.62,372.9718,367.52,866.16,333.2344,373.0227,713.28,865.8,434.38,646.82,175.054,762.36,745.0,167.9947,801.22,820.32,757.26,845.12,788.82,818.7,755.72
426.25,426.25,214,2.75,787.29,787.29,399.2172,387.995,372.9745,368.075,866.535,333.2373,373.0232,713.655,866.495,434.77,647.195,175.057,762.735,745.375,167.9977,801.635,820.695,757.635,845.69,789.195,819.075,756.11
426.5,426.5,215,1.0,787.71,787.71,399.23,388.59,372.9773,368.45,867.18,333.27,373.0238,714.03,866.89,435.49,647.57,175.07,763.19,745.83,168.09,802.13,821.11,758.07,846.27,789.71,819.45,756.51
426.75,426.75,215,1.25,788.325,788.325,399.465,388.965,372.985,368.885,867.865,333.3221,373.0243,714.405,867.325,436.225,647.945,175.345,764.065,746.345,168.1406,802.505,822.245,758.565,846.925,790.225,820.325,757.265
427.0,427.0,215,1.5,788.78,788.78,399.52,389.84,373.0075,369.32,868.36,333.3246,373.0249,714.82,867.78,436.7,648.32,175.3828,764.64,746.92,168.1414,803.08,822.9,759.2,847.66,790.98,821.08,757.64
427.25,427.25,215,1.75,789.175,789.175,399.895,390.295,373.0153,369.695,868.735,333.3271,373.0254,715.195,868.335,437.215,648.695,175.3858,765.015,747.295,168.1421,803.615,823.275,759.575,848.035,791.375,821.68,758.015
427.5,427.5,215,2.0,789.67,789.67,400.27,390.83,373.17,370.07,869.51,333.3295,373.0259,715.75,868.89,437.85,649.07,175.3889,765.41,747.69,168.1429,803.99,824.41,760.31,848.95,792.03,822.13,758.39
427.75,427.75,215,2.25,790.445,790.445,400.645,391.205,373.545,370.645,869.885,333.332,373.0265,716.125,869.265,438.225,649.445,175.3919,765.825,748.125,168.1436,804.585,824.785,760.705,849.325,792.405,822.505,758.805
428.0,428.0,215,2.5,790.82,790.82,401.02,391.58,373.92,371.08,870.26,333.3345,373.027,716.5,869.64,438.6,649.5205,175.395,766.2,748.56,168.1444,804.96,825.16,761.08,849.7,792.78,822.88,759.18
428.25,428.25,215,2.75,791.395,791.395,401.395,391.955,374.295,371.475,870.635,333.3369,373.0276,716.875,870.035,438.995,649.5212,175.398,766.575,748.935,168.1451,805.335,825.535,761.455,850.075,793.155,823.255,759.555
428.5,428.5,216,1.0,791.79,791.79,401.77,392.33,374.67,371.85,871.04,333.3394,373.0281,717.27,870.43,439.37,649.5218,175.53,766.95,749.35,168.1459,805.72,826.13,761.99,850.45,793.55,823.63,759.93
428.75,428.75,216,1.25,792.305,792.305,401.8411,393.105,375.045,372.485,872.185,333.625,373.0286,717.805,871.365,440.265,649.5225,176.005,768.145,749.905,168.1466,806.145,826.765,762.625,851.565,794.665,825.025,760.545
429.0,429.0,216,1.5,793.02,793.02,401.8425,393.48,375.1224,372.88,872.56,334.0,373.0292,718.18,871.74,440.64,649.5231,176.38,768.52,750.28,168.1474,806.6,827.14,763.0,851.94,795.04,825.4,760.92
429.25,429.25,216,1.75,793.395,793.395,401.8438,393.855,375.1254,373.255,873.155,334.375,373.0297,718.555,872.155,441.215,649.5238,176.955,768.895,750.655,168.1481,806.975,827.675,763.415,852.515,795.73,825.855,761.315
429.5,429.5,216,2.0,793.95,793.95,401.8452,394.27,375.1284,373.67,873.69,334.5626,373.0302,718.93,872.63,441.61,649.5244,177.35,769.49,751.07,168.1489,807.37,828.21,763.96,853.53,796.47,826.31,761.71
429.75,429.75,216,2.25,794.325,794.325,401.8466,394.7,375.1314,374.145,874.23,334.5676,373.0308,719.305,873.37,442.275,649.5251,177.765,769.985,751.625,168.1496,807.745,828.665,764.405,853.92,796.845,826.685,762.085
430.0,430.0,216,2.5,794.72,794.72,401.8479,395.36,375.1344,374.56,874.94,334.5727,373.0313,719.7,873.98,442.86,649.5257,178.18,770.62,752.0,168.1504,808.14,829.22,764.82,854.44,797.4,827.18,762.46
430.25,430.25,216,2.75,795.095,795.095,401.8493,396.035,375.1374,375.055,875.455,334.5778,373.0319,720.075,874.455,443.335,649.5264,178.915,771.215,752.375,168.1511,808.695,829.835,765.395,854.815,797.775,828.055,762.835
430.5,430.5,217,1.0,795.47,795.47,401.8507,396.41,375.1604,375.47,875.83,334.79,373.0324,720.46,874.87,443.75,649.527,179.29,771.59,752.75,168.1519,809.11,830.21,765.79,855.19,798.19,828.43,763.21
430.75,430.75,217,1.25,795.905,795.905,401.852,396.79,375.1654,375.9,876.4,334.885,373.0329,720.865,875.265,444.145,649.5277,179.705,772.005,753.305,168.1526,809.485,830.605,766.165,855.6,798.565,828.825,763.585
431.0,431.0,217,1.5,796.3,796.3,401.8534,397.18,375.1704,376.32,876.82,334.9232,373.0335,721.26,875.64,444.56,649.5283,180.08,772.46,753.68,168.1534,809.86,831.0,766.54,856.2,799.0,829.4,763.98
431.25,431.25,217,1.75,796.675,796.675,401.8547,397.595,375.1754,376.855,877.21,334.9267,373.034,721.655,876.135,445.015,649.529,180.535,772.895,754.055,168.1541,810.295,831.635,766.935,856.575,799.475,829.875,764.415
431.5,431.5,217,2.0,797.05,797.05,401.8561,398.01,375.21,377.53,877.69,334.9302,373.0346,722.03,876.51,445.39,649.5297,180.95,773.27,754.45,168.1549,811.03,832.09,767.37,857.17,799.89,830.31,764.79
431.75,431.75,217,2.25,797.545,797.545,401.8575,398.625,375.2265,377.925,878.285,334.9337,373.0351,722.485,877.235,446.11,649.5303,181.545,773.845,754.865,168.1556,811.405,832.825,767.765,857.845,800.605,831.185,765.165
432.0,432.0,217,2.5,797.96,797.96,401.8588,399.04,375.2332,378.36,879.18,334.9372,373.0356,722.9,877.78,446.62,649.531,181.94,774.42,755.24,168.1564,811.9,833.48,768.22,858.38,801.36,831.56,765.62
432.25,432.25,217,2.75,798.455,798.455,401.915,399.555,375.2399,378.735,879.555,335.015,373.0362,723.275,878.235,447.135,649.5316,182.335,774.875,755.735,168.1571,812.355,833.855,768.955,858.795,801.755,831.955,766.015
432.5,432.5,218,1.0,798.92,798.92,402.29,399.95,375.61,379.11,880.08,335.39,373.0367,723.67,878.61,447.51,649.5323,182.85,775.29,756.11,168.1579,812.73,834.25,769.39,859.17,802.2,832.55,766.39
432.75,432.75,218,1.25,799.425,799.425,402.665,400.425,375.985,379.685,880.525,335.765,373.0372,724.105,879.265,448.105,649.5329,183.585,775.965,756.605,168.1586,813.225,834.945,769.845,859.945,802.785,833.125,766.765
433.0,433.0,218,1.5,799.8,799.8,403.04,400.86,376.1434,380.08,880.9,335.9613,373.0378,724.48,879.64,448.48,649.5336,183.96,776.34,756.98,168.1594,813.6,835.32,770.22,860.32,803.16,833.56,767.12
433.25,433.25,218,1.75,800.235,800.235,403.339,401.475,376.1493,380.455,881.355,335.964,373.0383,724.815,880.115,448.975,649.5342,184.335,776.715,757.355,168.201,813.975,835.775,770.695,860.855,803.665,834.035,767.495
433.5,433.5,218,2.0,800.71,800.71,403.71,401.86,376.1552,380.83,881.84,335.9666,373.0389,725.19,880.51,449.39,649.5349,184.71,777.09,757.75,168.31,814.35,836.4,771.17,861.23,804.16,834.45,767.87
433.75,433.75,218,2.25,801.225,801.225,403.8178,402.425,376.225,381.445,882.665,335.9693,373.0394,725.785,881.305,450.185,649.5355,185.43,777.865,758.225,168.425,814.905,836.965,771.565,861.945,804.685,835.225,768.325
434.0,434.0,218,2.5,801.54,801.54,404.16,402.8,376.6,381.84,883.04,335.972,373.0399,726.16,881.66,450.52,649.5362,185.82,778.24,758.6,168.52,815.28,837.34,771.94,862.32,805.06,835.62,768.68
434.25,434.25,218,2.75,801.955,801.955,404.535,403.355,376.6797,382.215,883.525,335.9747,373.375,726.555,882.275,451.115,649.5368,186.395,778.685,759.135,168.775,815.655,837.845,772.475,862.955,805.635,836.155,769.095
434.5,434.5,219,1.0,802.33,802.33,404.91,403.73,376.77,382.59,884.05,335.9774,373.6611,726.93,882.65,451.49,649.5375,186.93,779.07,759.51,168.7922,816.03,838.23,772.85,863.33,806.01,836.57,769.47
434.75,434.75,219,1.25,802.965,802.965,405.0482,404.305,377.145,383.21,884.705,335.98,373.6657,727.345,883.35,452.225,649.5381,187.365,779.705,759.965,168.8201,816.625,838.91,773.325,863.965,806.785,837.265,769.865
435.0,435.0,219,1.5,803.34,803.34,405.08,404.68,377.42,383.66,885.14,335.9823,373.6704,727.72,883.74,452.6,649.5388,187.82,780.1,760.34,168.8303,817.0,839.36,773.7,864.34,807.16,837.64,770.24
435.25,435.25,219,1.75,803.835,803.835,405.455,405.175,377.795,384.075,885.555,335.9845,373.675,728.115,884.415,453.255,649.5394,188.395,780.475,760.835,168.8401,817.375,839.9,774.195,865.01,807.595,838.275,770.655
435.5,435.5,219,2.0,804.21,804.21,405.83,405.55,378.0204,384.45,885.93,335.9867,373.6796,728.49,884.79,453.63,649.59,188.79,780.85,761.21,168.8435,817.75,840.29,774.57,865.39,807.97,838.65,771.03
435.75,435.75,219,2.25,804.745,804.745,406.1621,406.165,378.0343,385.065,886.705,335.989,373.6837,728.885,885.465,454.305,649.9226,189.425,781.505,761.705,168.8468,818.325,840.785,775.01,865.985,808.765,839.185,771.405
436.0,436.0,219,2.5,805.12,805.12,406.18,406.56,378.26,385.44,887.1,335.9912,373.6877,729.26,885.84,454.68,650.02,189.8,782.06,762.08,168.8502,818.7,841.28,775.4,866.38,809.14,839.6,771.7
436.25,436.25,219,2.75,805.575,805.575,406.2006,407.165,378.635,385.855,887.615,335.9934,373.6918,729.775,886.415,455.255,650.3041,190.415,782.63,762.515,168.8535,819.195,841.955,776.055,867.215,809.715,840.195,772.155
436.5,436.5,220,1.0,805.95,805.95,406.2013,407.55,379.01,386.23,888.21,335.9957,373.6958,730.15,886.79,455.63,650.33,190.79,783.03,762.89,168.8569,819.57,842.37,776.43,867.59,810.09,840.59,772.53
436.75,436.75,220,1.25,806.545,806.545,406.202,408.085,379.385,386.825,888.945,335.9979,373.6998,730.565,887.625,456.505,650.605,191.465,783.665,763.425,168.885,820.125,842.965,776.945,868.025,810.845,841.205,772.965
437.0,437.0,220,1.5,806.92,806.92,406.2026,408.48,379.76,387.22,889.34,336.02,373.7109,730.94,887.96,456.88,650.9419,191.84,784.04,763.8,169.26,820.5,843.34,777.32,868.5,811.22,841.58,773.34
437.25,437.25,220,1.75,807.295,807.295,406.2033,408.955,379.935,387.635,889.965,336.0468,373.795,731.345,888.535,457.345,650.9598,192.39,784.535,764.235,169.5834,821.035,843.775,777.795,869.03,811.895,842.25,773.755
437.5,437.5,220,2.0,807.76,807.76,406.204,409.35,380.3,388.16,890.39,336.054,373.8021,731.78,889.2,457.98,651.0209,192.85,785.1,764.69,169.71,821.43,844.39,778.25,869.67,812.35,842.87,774.17
437.75,437.75,220,2.25,808.285,808.285,406.2046,409.925,380.3003,388.625,891.045,336.125,373.8042,732.245,889.585,458.445,651.0219,193.485,785.625,765.185,169.845,821.925,844.905,778.625,870.265,812.745,843.385,774.585
438.0,438.0,220,2.5,808.66,808.66,406.2053,410.32,380.3005,389.0,891.68,336.5,373.8063,732.62,889.96,458.82,651.023,193.86,786.0,765.56,170.21,822.36,845.32,779.0,870.64,813.22,843.76,775.02
438.25,438.25,220,2.75,809.075,809.075,406.206,410.755,380.3008,389.375,892.13,336.755,373.8084,732.995,890.675,459.515,651.0241,194.37,786.39,765.935,170.575,822.735,845.77,779.535,871.045,813.97,844.135,775.395
438.5,438.5,221,1.0,809.53,809.53,406.2066,411.26,380.3011,389.83,892.73,336.7716,373.8104,733.37,891.09,459.92,651.0251,194.85,786.86,766.32,170.95,823.11,846.21,779.93,871.48,814.47,844.51,775.77
438.75,438.75,221,1.25,810.085,810.085,406.2073,411.825,380.3013,390.325,893.105,336.885,373.8125,733.785,891.625,460.485,651.0262,195.345,787.445,766.785,171.325,823.485,846.585,780.485,871.965,814.965,845.0,776.145
439.0,439.0,221,1.5,810.46,810.46,406.208,412.24,380.3016,390.74,893.68,337.26,373.8146,734.16,892.0,460.86,651.0273,195.72,787.82,767.18,171.7,823.86,847.44,780.86,872.38,815.36,845.54,776.68
439.25,439.25,221,1.75,810.835,810.835,406.2086,412.715,380.3018,391.195,894.16,337.561,373.8167,734.535,892.575,461.51,651.0283,196.315,788.375,767.695,172.075,824.395,847.975,781.33,873.115,815.78,846.175,777.215
439.5,439.5,221,2.0,811.21,811.21,406.2093,413.15,380.3021,391.57,894.58,337.5663,373.8188,734.91,892.95,461.95,651.0294,196.69,788.77,768.07,172.45,824.77,848.39,781.71,873.49,816.27,846.55,777.59
439.75,439.75,221,2.25,811.585,811.585,406.21,413.605,380.3024,392.185,895.105,337.5715,373.822,735.325,893.425,462.51,651.0304,197.075,789.345,768.605,172.825,825.425,848.925,782.225,873.865,816.985,847.185,778.025
440.0,440.0,221,2.5,811.96,811.96,406.2106,413.98,380.3026,392.56,895.48,337.5767,373.8267,735.7,894.1,463.02,651.0315,197.48,789.72,768.98,173.038,825.8,849.36,782.6,874.24,817.36,847.56,778.4
440.25,440.25,221,2.75,812.635,812.635,406.2113,414.575,380.3029,393.195,896.54,337.715,373.8313,736.175,894.955,463.775,651.0326,198.33,790.405,769.435,173.2634,826.26,850.145,783.155,875.395,817.935,848.42,778.975
440.5,440.5,222,1.0,813.01,813.01,406.212,414.97,380.3032,393.61,896.93,338.09,373.8359,736.55,895.35,464.19,651.0336,198.75,790.83,769.82,173.2728,826.71,850.53,783.53,875.79,818.31,848.83,779.35
440.75,440.75,222,1.25,813.405,813.405,406.2126,415.565,380.3034,394.085,897.525,338.465,373.8725,737.025,896.145,464.945,651.0347,199.285,791.23,770.305,173.365,827.105,851.065,784.065,876.305,818.89,849.205,779.845
441.0,441.0,222,1.5,813.92,813.92,406.2133,416.0,380.3037,394.46,897.9,338.84,373.8929,737.4,896.62,465.44,651.0358,199.88,791.88,770.82,173.4,827.48,851.56,784.44,876.9,819.5,849.7,780.22
441.25,441.25,222,1.75,814.295,814.295,406.214,416.435,380.3039,394.835,898.275,339.1475,373.935,737.775,896.995,465.815,651.0368,200.235,792.255,771.195,173.735,827.855,851.995,784.835,877.335,819.875,850.075,780.595
441.5,441.5,222,2.0,814.69,814.71,406.2146,416.81,380.3042,395.25,898.65,339.1836,373.9837,738.17,897.45,466.27,651.0379,200.61,792.71,771.58,173.865,828.25,852.43,785.23,877.73,820.3,850.68,780.97
441.75,441.75,222,2.25,815.245,815.225,406.2153,417.305,380.3045,395.685,899.625,339.1877,373.9878,738.685,898.285,467.105,651.0389,201.17,793.165,772.165,173.8923,828.725,853.185,785.785,878.405,820.845,851.325,781.4
442.0,442.0,222,2.5,815.62,815.6,406.216,417.7,380.3047,396.12,900.0,339.1919,373.992,739.0,898.66,467.48,651.04,201.62,793.64,772.54,174.06,829.1,853.56,786.16,878.78,821.38,851.7,781.9
442.25,442.25,222,2.75,815.995,815.99,406.2166,418.23,380.305,396.605,900.49,339.196,373.9962,739.375,899.125,467.94,651.415,202.17,794.165,773.03,174.095,829.56,854.085,786.675,879.295,821.755,852.075,782.275
442.5,442.5,223,1.0,816.37,816.37,406.2173,418.62,380.3053,397.07,901.09,339.21,374.03,739.81,899.73,468.55,651.79,202.68,794.59,773.53,174.2592,830.1,854.59,787.07,879.79,822.31,852.57,782.65
442.75,442.75,223,1.25,816.925,816.925,406.218,419.045,380.3055,397.445,901.465,339.2204,374.0425,740.205,900.105,468.925,652.165,203.285,795.145,773.985,174.325,830.565,854.965,787.605,880.305,822.685,853.125,783.025
443.0,443.0,223,1.5,817.3,817.3,406.2186,419.42,380.3058,397.82,901.84,339.2209,374.045,740.58,900.48,469.3,652.4825,203.7,795.52,774.36,174.46,830.94,855.34,787.98,880.68,823.06,853.5,783.4
443.25,443.25,223,1.75,817.675,817.675,406.2193,420.015,380.3061,398.6,902.215,339.2213,374.0475,741.075,900.855,469.675,652.4981,204.075,795.895,775.035,174.555,831.395,857.225,788.375,881.055,823.83,853.875,783.775
443.5,443.5,223,2.0,818.17,818.17,406.22,420.46,380.3063,399.07,903.23,339.2218,374.0501,741.45,902.23,471.04,652.83,204.67,796.55,775.45,174.67,831.83,858.04,788.86,881.74,824.32,854.64,784.45
443.75,443.75,223,2.25,818.685,818.685,406.585,421.065,380.3066,399.565,903.805,339.2223,374.0526,741.825,902.705,471.525,653.205,205.405,797.205,776.085,174.7403,832.365,858.465,789.505,882.625,825.165,855.245,785.125
444.0,444.0,223,2.5,819.06,819.06,406.94,421.44,380.3068,399.94,904.18,339.2227,374.0551,742.2,903.08,471.9,653.2589,205.78,797.58,776.46,174.76,832.8,858.84,789.88,883.0,825.54,855.98,785.5
444.25,444.25,223,2.75,819.435,819.435,406.9905,422.235,380.3071,400.64,905.02,339.2232,374.0577,742.855,903.875,472.695,653.3093,206.415,797.955,777.33,174.7901,833.455,859.255,790.56,883.57,826.315,856.615,786.255
444.5,444.5,224,1.0,819.99,819.99,407.07,422.73,380.3074,401.51,905.63,339.2236,374.09,743.38,904.58,473.44,653.33,207.37,798.5,777.88,174.83,834.18,859.64,791.18,884.11,826.85,857.0,786.86
445.5,445.5,224,2.0,821.71,821.71,407.36,424.35,380.3084,403.92,907.91,339.2254,374.64,745.13,906.87,475.71,653.95,209.51,800.41,779.47,175.03,836.53,862.17,793.99,886.17,828.97,858.71,788.39
446.0,446.0,224,2.5,822.86,822.86,407.3625,426.08,380.3089,404.92,909.48,339.2263,374.6411,746.02,907.94,476.72,654.7,210.56,801.62,781.3,175.72,837.64,863.24,795.18,887.58,830.12,860.22,790.06
446.5,446.5,225,1.0,823.65,823.65,407.365,427.13,380.3095,405.77,910.58,339.2273,374.6422,746.85,909.3,477.74,655.27,212.03,802.69,782.32,176.45,838.54,864.26,796.37,888.65,830.97,861.35,791.33
447.5,447.5,225,2.0,825.49,825.49,407.37,428.99,380.3105,408.13,912.68,339.2291,374.6444,748.61,911.53,480.29,655.77,213.75,804.42,784.46,177.95,840.63,866.44,798.53,890.73,832.97,863.06,792.99
448.0,448.0,225,2.5,826.4,826.4,407.3725,430.12,380.311,409.08,913.94,339.23,374.6455,749.48,912.48,481.2,656.52,214.86,805.72,785.64,178.7,841.62,867.98,799.66,891.76,834.1,863.96,794.1
448.5,448.5,226,1.0,827.54,827.54,407.375,431.37,380.3116,410.19,914.91,339.2309,374.6466,750.33,913.52,482.28,656.65,216.09,806.57,786.98,179.37,842.59,868.97,800.99,892.71,835.25,864.95,795.03
449.0,449.0,226,1.5,828.52,828.52,407.3775,432.22,380.3121,411.44,916.12,339.2318,374.6477,751.34,914.38,483.14,657.4,217.16,807.52,787.86,179.6385,843.92,870.26,802.34,894.14,836.46,866.08,796.18
449.5,449.5,226,2.0,829.29,829.29,407.38,432.97,380.3126,412.53,917.17,339.2327,374.6488,752.11,915.15,483.94,657.85,217.91,808.27,788.87,180.35,844.67,871.42,803.22,894.89,837.23,866.83,796.95
450.0,450.0,226,2.5,830.2,830.2,407.381,433.92,380.3131,413.3,917.96,339.2336,374.6499,753.14,916.66,485.38,658.56,218.94,809.28,789.78,181.66,845.6,872.86,804.14,895.64,838.06,867.64,798.02
450.5,450.5,227,1.0,831.15,831.15,407.3819,434.91,380.3137,414.57,919.13,339.2345,374.6509,754.09,917.78,486.59,659.1787,220.11,810.29,791.33,182.77,846.99,874.11,805.27,896.55,839.45,868.91,798.93
451.5,451.5,227,2.0,832.97,832.97,407.3838,436.79,380.3147,416.63,921.08,339.2363,374.6531,755.71,920.01,488.73,659.51,221.89,812.15,793.36,184.93,848.49,876.1,807.13,898.57,841.17,870.53,800.73
452.0,452.0,227,2.5,833.9,833.9,407.3848,437.78,380.3152,417.82,922.2,339.2372,374.6542,756.62,921.26,489.98,660.26,222.94,813.14,794.56,185.6024,849.6,877.18,808.18,899.46,842.16,871.4,801.72
452.5,452.5,228,1.0,835.01,835.01,407.3857,438.83,380.3158,418.85,923.11,339.2381,374.6553,757.55,922.41,491.15,660.95,224.07,814.15,795.75,185.79,850.57,878.39,809.25,900.47,843.23,872.49,802.81
453.0,453.0,228,1.5,835.82,835.82,407.3867,439.66,380.3163,420.16,924.18,339.2391,374.6564,758.42,923.62,492.24,661.6,225.1,815.12,797.0,186.54,851.58,879.54,810.24,901.44,844.18,873.56,803.74
