qstamp,tstamp,measure,beat,Tromba 1,Tromba 2,Tromba 3,Timpani,Oboe 1,Oboe 2,Oboe 3,Violin 1,Violin 2,Viola,Soprano 1,Soprano 2,Alto 1,Alto 2,Tenor,Bass,Continuo
155.6667,141.5152,39,4.6667,F#5,r,r,r,A5,F#5,D5,F#5,D5,A4,F#5,D5,A4,F#4,D4,C#3,C#3
155.75,141.5909,39,4.75,F#5,r,r,r,F#5,D5,A4,F#5,D5,A4,F#5,D5,A4,F#4,D4,C#3,C#3
156.0,141.8182,40,1.0,D5,r,r,r,B5,F#5,D5,D5,B4,F#4,F#5,D5,B4,F#4,D4,B3,B3
156.3333,142.1212,40,1.3333,E5,r,r,r,B5,F#5,D5,E5,C#5,C#5,F#5,D5,B4,F#4,D4,B3,B3
156.6667,142.4243,40,1.6667,F#5,r,r,r,B5,F#5,D5,F#5,D5,B4,F#5,D5,B4,F#4,D4,B3,B3
156.75,142.5,40,1.75,F#5,r,r,r,F#5,D5,B4,F#5,D5,B4,F#5,D5,B4,F#4,D4,B3,B3
157.0,142.7273,40,2.0,D5,r,r,r,B5,F#5,D5,D5,B4,F#4,F#5,D5,B4,F#4,D4,B2,B2
157.3333,143.0303,40,2.3333,E5,r,r,r,B5,F#5,D5,E5,C#5,C#5,F#5,D5,B4,F#4,D4,B2,B2
157.6667,143.3334,40,2.6667,F#5,r,r,r,B5,F#5,D5,F#5,D5,B4,F#5,D5,B4,F#4,D4,B2,B2
157.75,143.4091,40,2.75,F#5,r,r,r,F#5,D5,B4,F#5,D5,B4,F#5,D5,B4,F#4,D4,B2,B2
158.0,143.6364,40,3.0,F#5,r,r,r,C#6,F#5,C#5,F#5,C#5,F#4,F#5,C#5,F#4,C#4,F#4,B-3,B-3
158.3333,143.9394,40,3.3333,F#5,r,r,r,G5,E5,B4,F#5,C#5,F#4,F#5,C#5,F#4,C#4,F#4,B-3,B-3
158.6667,144.2425,40,3.6667,F#5,r,r,r,F#5,D5,B-4,F#5,C#5,F#4,F#5,C#5,F#4,C#4,F#4,B-3,B-3
158.75,144.3182,40,3.75,F#5,r,r,r,F#5,D5,B-4,F#5,C#5,F#4,F#5,C#5,F#4,C#4,F#4,B-3,B-3
159.0,144.5455,40,4.0,r,r,r,r,E5,C#5,G4,r,r,r,F#5,C#5,F#4,C#4,F#4,B-3,B-2
159.3333,144.8485,40,4.3333,r,r,r,r,D5,B4,F#4,r,r,r,F#5,C#5,F#4,C#4,F#4,B-3,B-2
159.6667,145.1515,40,4.6667,r,r,r,r,C#5,C#5,E4,r,r,r,F#5,C#5,F#4,C#4,F#4,B-3,B-2
160.0,145.4545,41,1.0,r,r,r,r,D5,B4,F#4,r,r,r,B4,F#4,D4,B4,F#4,D4,B3
160.3333,145.7575,41,1.3333,r,r,r,r,D5,B4,F#4,r,r,r,B-4,E4,C#4,B4,F#4,D4,B3
160.6667,146.0606,41,1.6667,r,r,r,r,D5,B4,F#4,r,r,r,B4,F#4,D4,B4,F#4,D4,B3
161.0,146.3636,41,2.0,r,r,r,r,D5,B4,F#4,r,r,r,D5,B4,F#4,F#4,D4,B3,B2
161.3333,146.6666,41,2.3333,r,r,r,r,D5,B4,F#4,r,r,r,C#5,B-4,E4,F#4,D4,B3,B2
161.6667,146.9697,41,2.6667,r,r,r,r,D5,B4,F#4,r,r,r,D5,B4,F#4,F#4,D4,B3,B2
162.0,147.2727,41,3.0,r,r,r,r,D5,B4,F#4,r,r,r,F#5,D5,B4,D5,F#4,B3,r
162.3333,147.5757,41,3.3333,r,r,r,r,D5,B4,F#4,r,r,r,F#5,D5,B4,E5,G4,B-3,r
162.6667,147.8788,41,3.6667,r,r,r,r,D5,B4,F#4,r,r,r,F#5,D5,B4,D5,F#4,B3,r
163.0,148.1818,41,4.0,r,r,r,r,D5,B4,F#4,r,r,r,B4,F#4,D4,B4,F#4,D4,r
163.3333,148.4848,41,4.3333,r,r,r,r,D5,B4,F#4,r,r,r,B4,F#4,D4,C#5,G4,E4,r
163.6667,148.7879,41,4.6667,r,r,r,r,D5,B4,F#4,r,r,r,B4,F#4,D4,B4,F#4,D4,r
164.0,149.0909,42,1.0,r,r,r,r,D5,B4,E4,G#5,E5,B4,B4,G#4,E4,G#4,E4,B3,E3
164.3333,149.3939,42,1.3333,r,r,r,r,D5,B4,E4,G#5,E5,B4,B4,G#4,E4,F#4,D4,A3,E3
164.6667,149.697,42,1.6667,r,r,r,r,D5,B4,E4,G#5,E5,B4,B4,G#4,E4,G#4,E4,B3,E3
165.0,150.0,42,2.0,r,r,r,r,D5,B4,E4,G#5,E5,B4,G#4,E4,B3,B4,G#4,D4,E2
165.3333,150.303,42,2.3333,r,r,r,r,D5,B4,E4,G#5,E5,B4,G#4,E4,B3,A4,F#4,C#4,E2
165.6667,150.6061,42,2.6667,r,r,r,r,D5,B4,E4,G#5,E5,B4,G#4,E4,B3,B4,G#4,D4,E2
166.0,150.9091,42,3.0,r,r,r,r,D5,B4,E4,G#5,E5,B4,G#5,D5,B4,E5,G#4,B3,r
166.3333,151.2121,42,3.3333,r,r,r,r,D5,B4,E4,G#5,E5,B4,A5,E5,C#5,E5,G#4,B3,r
166.6667,151.5152,42,3.6667,r,r,r,r,D5,B4,E4,G#5,E5,B4,G#5,D5,B4,E5,G#4,B3,r
167.0,151.8182,42,4.0,r,r,r,r,D5,B4,E4,G#5,E5,B4,E5,B4,G#4,G#4,B3,E3,r
167.3333,152.1212,42,4.3333,r,r,r,r,D5,B4,E4,G#5,E5,B4,F#5,C#5,A4,G#4,B3,E3,r
167.6667,152.4243,42,4.6667,r,r,r,r,D5,B4,E4,G#5,E5,B4,E5,B4,G#4,G#4,B3,E3,r
168.0,152.7273,43,1.0,r,r,r,r,C#5,A4,E4,G5,E5,C#5,C#5,A4,E4,A4,C#4,E3,A3
168.3333,153.0303,43,1.3333,r,r,r,r,C#5,A4,E4,G5,E5,C#5,B4,G#4,D4,A4,C#4,E3,A3
168.6667,153.3334,43,1.6667,r,r,r,r,C#5,A4,E4,G5,E5,C#5,C#5,A4,E4,A4,C#4,E3,A3
169.0,153.6364,43,2.0,r,r,r,r,C#5,A4,E4,G5,E5,C#5,E5,C#5,G4,E4,A3,C#3,A2
169.3333,153.9394,43,2.3333,r,r,r,r,C#5,A4,E4,G5,E5,C#5,D5,B4,F#4,E4,A3,C#3,A2
169.6667,154.2425,43,2.6667,r,r,r,r,C#5,A4,E4,G5,E5,C#5,E5,C#5,G4,E4,A3,C#3,A2
170.0,154.5455,43,3.0,r,r,r,r,C#5,A4,E4,G5,E5,C#5,A5,E5,C#5,C#5,E4,A3,r
170.3333,154.8485,43,3.3333,r,r,r,r,C#5,A4,E4,G5,E5,C#5,A5,E5,C#5,D5,F#4,G3,r
170.6667,155.1515,43,3.6667,r,r,r,r,C#5,A4,E4,G5,E5,C#5,A5,E5,C#5,C#5,E4,A3,r
171.0,155.4545,43,4.0,r,r,r,r,C#5,A4,E4,G5,E5,C#5,C#5,A4,E4,A4,E4,C#4,r
171.3333,155.7575,43,4.3333,r,r,r,r,C#5,A4,E4,G5,E5,C#5,C#5,A4,E4,B4,F#4,D4,r
171.6667,156.0606,43,4.6667,r,r,r,r,C#5,A4,E4,G5,E5,C#5,C#5,A4,E4,A4,E4,C#4,r
172.0,156.3636,44,1.0,r,r,r,r,C#5,A4,F#4,F#5,D5,A4,F#5,A4,F#4,F#4,D4,D4,D3
172.3333,156.6666,44,1.3333,r,r,r,r,C#5,A4,F#4,E5,E5,A4,F#5,A4,F#4,F#4,D4,C#4,C#3
172.6667,156.9697,44,1.6667,r,r,r,r,C#5,A4,F#4,F#5,D5,A4,F#5,A4,F#4,F#4,D4,D4,D3
173.0,157.2727,44,2.0,r,r,r,r,B4,G#4,G#4,D6,D5,B4,F#5,B4,G#4,D4,B3,G#3,G#2
173.3333,157.5757,44,2.3333,r,r,r,r,B4,G#4,G#4,D6,C#5,B4,F#5,B4,G#4,D4,B3,A3,A2
173.6667,157.8788,44,2.6667,r,r,r,r,B4,G#4,G#4,D6,D5,B4,F#5,B4,G#4,D4,B3,B3,B2
173.75,157.9545,44,2.75,r,r,r,r,B4,G#4,G#4,F#5,D5,B4,F#5,B4,G#4,D4,B3,B3,B2
174.0,158.1818,44,3.0,r,r,r,r,B4,G#4,G#4,F5,C#5,G#4,F5,B4,G#4,C#4,G#3,C#3,C#3
174.3333,158.4848,44,3.3333,r,r,r,r,B4,G#4,G#4,F#5,C#5,G#4,F#5,B4,G#4,C#4,G#3,E-3,E-3
174.6667,158.7879,44,3.6667,r,r,r,r,B4,G#4,G#4,G#5,C#5,G#4,G#5,B4,G#4,C#4,G#3,F3,F3
174.75,158.8636,44,3.75,r,r,r,r,B4,G#4,G#4,G#5,C#5,G#4,G#5,B4,G#4,C#4,G#3,F3,F3
175.0,159.0909,44,4.0,r,r,r,r,A4,F#4,A4,C#5,C#5,A4,C#5,A4,F#4,C#4,A3,F#3,F#3
175.3333,159.3939,44,4.3333,r,r,r,r,A4,F#4,B4,C#5,D5,A4,C#5,A4,F#4,C#4,A3,G#3,F3
175.6667,159.697,44,4.6667,r,r,r,r,A4,F#4,C#5,C#5,C#5,A4,C#5,A4,F#4,C#4,A3,A3,F#3
175.75,159.7727,44,4.75,r,r,r,r,A4,F#4,C#5,F#5,C#5,A4,C#5,A4,F#4,C#4,A3,A3,F#3
176.0,160.0,45,1.0,r,r,r,r,A4,F#4,D5,D5,B4,F#4,D5,A4,F#4,B4,B3,B3,B2
176.3333,160.303,45,1.3333,r,r,r,r,A4,F#4,D5,C#5,C#5,F#4,D5,A4,F#4,B4,B3,A3,A2
176.6667,160.6061,45,1.6667,r,r,r,r,A4,F#4,D5,D5,B4,F#4,D5,A4,F#4,B4,B3,B3,B2
176.75,160.6818,45,1.75,r,r,r,r,A4,F#4,D4,D5,B4,F#4,D5,A4,F#4,B4,B3,B3,B2
177.0,160.9091,45,2.0,r,r,r,r,G#4,E4,E4,B5,B4,G#4,D5,G#4,E4,B4,B3,E3,E2
177.3333,161.2121,45,2.3333,r,r,r,r,G#4,E4,E4,B5,A4,G#4,D5,G#4,E4,B4,B3,F#3,F#2
177.6667,161.5152,45,2.6667,r,r,r,r,G#4,E4,E4,B5,B4,G#4,D5,G#4,E4,B4,B3,G#3,G#2
177.75,161.5909,45,2.75,r,r,r,r,G#4,E4,E4,D5,B4,G#4,D5,G#4,E4,B4,B3,G#3,G#2
178.0,161.8182,45,3.0,r,r,r,r,G#4,E4,E4,C#5,A4,E4,C#5,G#4,E4,A4,C#4,A2,A2
178.3333,162.1212,45,3.3333,r,r,r,r,G#4,E4,E4,D5,A4,E4,D5,G#4,E4,A4,C#4,B2,B2
178.6667,162.4243,45,3.6667,r,r,r,r,G#4,E4,E4,E5,A4,E4,E5,G#4,E4,A4,C#4,C#3,C#3
178.75,162.5,45,3.75,r,r,r,r,G#4,E4,E4,E5,A4,E4,E5,G#4,E4,A4,C#4,C#3,C#3
179.0,162.7273,45,4.0,r,r,r,r,F#4,D4,F#4,A4,A4,F#4,A4,F#4,D4,A4,C#4,D3,D3
179.3333,163.0303,45,4.3333,r,r,r,r,F#4,D4,G#4,A4,B4,F#4,A4,F#4,D4,A4,C#4,E3,C#3
179.6667,163.3334,45,4.6667,r,r,r,r,F#4,D4,A4,A4,A4,F#4,A4,F#4,D4,A4,C#4,F#3,D3
179.75,163.4091,45,4.75,r,r,r,r,F#4,D4,A4,D5,A4,F#4,A4,F#4,D4,A4,C#4,F#3,D3
180.0,163.6364,46,1.0,r,r,r,r,F#4,D4,B4,B4,G#4,D4,B4,F#4,D4,G#4,B3,G#3,G#2
180.3333,163.9394,46,1.3333,r,r,r,r,F#4,D4,B4,A4,A4,D4,B4,F#4,D4,G#4,B3,F#3,F#2
180.6667,164.2425,46,1.6667,r,r,r,r,F#4,D4,B4,B4,G#4,D4,B4,F#4,D4,G#4,B3,G#3,G#2
180.75,164.3182,46,1.75,r,r,r,r,F#4,D5,B4,B4,G#4,B3,B4,F#4,D4,G#4,B3,G#3,G#2
181.0,164.5455,46,2.0,r,r,r,r,F4,C#5,B4,G#5,G#4,F4,B4,F4,C#4,G#4,C#4,C#3,C#2
181.3333,164.8485,46,2.3333,r,r,r,r,F#4,C#5,B4,G#5,G#4,F4,B4,F#4,C#4,G#4,C#4,E-3,E-2
181.6667,165.1515,46,2.6667,r,r,r,r,G#4,C#5,B4,G#5,G#4,F4,B4,G#4,C#4,G#4,C#4,F3,F2
181.75,165.2273,46,2.75,r,r,r,r,G#4,C#5,B4,B4,C#4,C#5,B4,G#4,C#4,G#4,C#4,F3,F2
182.0,165.4545,46,3.0,r,r,r,r,A4,C#5,A4,A4,F#4,C#5,A4,A4,C#4,F#4,C#4,F#3,F#2
182.3333,165.7575,46,3.3333,r,r,r,r,B4,C#5,A4,A4,F#4,C#5,B4,A4,C#4,F#4,C#4,G#3,G#2
182.6667,166.0606,46,3.6667,r,r,r,r,C#5,C#5,A4,A4,F#4,C#5,C#5,A4,C#4,F#4,C#4,A3,A2
182.75,166.1364,46,3.75,r,r,r,r,C#5,C#5,A4,F#5,F#4,F#4,C#5,A4,F#4,F#4,C#4,A3,A2
183.0,166.3636,46,4.0,r,r,r,r,D5,B4,G#4,F5,D5,B4,D5,G#4,F4,D4,B3,B3,B2
183.3333,166.6666,46,4.3333,r,r,r,r,C#5,B4,A4,F#5,D5,A4,C#5,A4,F#4,D4,B3,C#4,C#3
183.6667,166.9697,46,4.6667,r,r,r,r,B4,B4,B4,G#5,D5,G#4,B4,B4,G#4,D4,B3,D4,D3
184.0,167.2727,47,1.0,r,r,r,r,G#5,B4,C#5,G#5,C#5,G#4,G#5,C#5,G#4,C#4,B3,F3,F2
184.3333,167.5757,47,1.3333,r,r,r,r,G#5,A4,C#5,A5,C#5,F#4,G#5,C#5,A4,C#4,A3,F3,F2
184.6667,167.8788,47,1.6667,r,r,r,r,G#5,G#4,C#5,B5,C#5,F4,G#5,C#5,B4,C#4,G#3,F3,F2
184.75,167.9545,47,1.75,r,r,r,r,C#5,G#4,C#5,B5,C#5,F4,C#5,C#5,B4,C#4,G#3,F3,F2
185.0,168.1818,47,2.0,r,r,r,r,F#5,F#4,C#5,A5,C#5,C#5,F#5,C#5,A4,C#4,F#3,F#3,F#2
185.3333,168.4848,47,2.3333,r,r,r,r,F#5,F4,C#5,B5,D5,C#5,F#5,C#5,B4,D4,F3,F#3,F#2
185.6667,168.7879,47,2.6667,r,r,r,r,F#5,F#4,C#5,G#5,B4,C#5,F#5,C#5,G#4,B3,F#3,F#3,F#2
185.75,168.8636,47,2.75,r,r,r,r,F#5,F#4,C#5,G#5,B4,C#4,F#5,C#5,G#4,B3,F#3,F#3,F#2
186.0,169.0909,47,3.0,r,r,r,r,F#5,G#4,C#5,G#5,C#5,C#4,F#5,C#5,G#4,C#4,G#3,C#4,C#3
186.3333,169.3939,47,3.3333,r,r,r,r,F#5,B4,C#5,G#5,C#5,C#4,F#5,C#5,G#4,C#4,B3,C#4,C#3
186.6667,169.697,47,3.6667,r,r,r,r,F#5,A4,C#5,G#5,C#5,C#4,F#5,C#5,G#4,C#4,A3,C#4,C#3
186.75,169.7727,47,3.75,r,r,r,r,F#5,A4,C#5,G#5,C#5,F#4,F#5,C#5,G#4,C#4,A3,C#4,C#3
187.0,170.0,47,4.0,r,r,r,r,F5,B4,C#5,G#5,C#5,G#4,F5,C#5,G#4,C#4,B3,C#3,C#2
187.3333,170.303,47,4.3333,r,r,r,r,F5,B4,C#5,G#5,C#5,F#4,F5,C#5,G#4,C#4,B3,C#3,C#2
187.5,170.4545,47,4.5,r,r,r,r,F5,B4,C#5,F#5,C#5,F#4,F5,C#5,F#4,C#4,B3,C#3,C#2
187.6667,170.6061,47,4.6667,r,r,r,r,F5,B4,C#5,F#5,C#5,G#4,F5,C#5,F#4,C#4,B3,C#3,C#2
187.75,170.6818,47,4.75,r,r,r,r,F5,B4,C#5,F#5,C#5,G#4,F#5,C#5,F#4,C#4,B3,C#3,C#2
188.0,170.9091,48,1.0,r,r,r,r,F#5,A4,C#5,F#5,C#5,A4,F#5,C#5,F#4,C#4,A3,F#3,F#2
188.5,171.2121,48,1.3333,r,r,r,r,r,r,r,r,r,r,r,r,r,r,A3,r,F#2
189.0,171.5152,48,1.6667,r,r,r,r,r,r,r,r,r,r,r,r,r,r,A3,r,r
189.5,171.8182,49,1.0,r,r,r,r,r,r,r,r,r,r,r,r,r,r,F#4,r,r
190.0,172.1212,49,1.3333,r,r,r,r,r,r,r,r,r,r,r,r,r,r,F#4,r,D3
190.25,172.2727,49,1.5,r,r,r,r,r,r,r,r,r,r,r,r,r,r,F#4,r,E3
190.5,172.4242,49,1.6667,r,r,r,r,r,r,r,r,r,r,r,r,r,r,F#4,r,F#3
190.75,172.5758,49,1.8333,r,r,r,r,r,r,r,r,r,r,r,r,r,r,F#4,r,D3
191.0,172.7273,50,1.0,r,r,r,r,r,r,r,r,r,r,r,r,r,r,B3,r,G3
191.5,173.0303,50,1.3333,r,r,r,r,r,r,r,r,r,r,r,r,r,r,B3,r,G2
192.0,173.3333,50,1.6667,r,r,r,r,r,r,r,r,r,r,r,r,r,r,C#4,r,r
192.25,173.4848,50,1.8333,r,r,r,r,r,r,r,r,r,r,r,r,r,r,D4,r,r
192.5,173.6364,51,1.0,r,r,r,r,r,r,r,r,r,r,r,r,r,r,E4,r,r
192.75,173.7879,51,1.1667,r,r,r,r,r,r,r,r,r,r,r,r,r,r,F#4,r,r
193.0,173.9394,51,1.3333,r,r,r,r,r,r,r,r,r,r,r,r,r,r,G4,r,E3
193.25,174.0909,51,1.5,r,r,r,r,r,r,r,r,r,r,r,r,r,r,F#4,r,F#3
193.5,174.2424,51,1.6667,r,r,r,r,r,r,r,r,r,r,r,r,r,r,E4,r,G3
193.75,174.3939,51,1.8333,r,r,r,r,r,r,r,r,r,r,r,r,r,r,D4,r,E3
194.0,174.5455,52,1.0,r,r,r,r,r,r,r,r,r,r,r,r,r,r,C#4,r,A3
194.5,174.8485,52,1.3333,r,r,r,r,r,r,r,r,r,r,r,r,r,r,B3,r,F#3
194.75,175.0,52,1.5,r,r,r,r,r,r,r,r,r,r,r,r,r,r,A3,r,F#3
195.0,175.1515,52,1.6667,r,r,r,r,r,r,r,r,r,r,r,r,r,r,D4,r,B3
195.5,175.4545,53,1.0,r,r,r,r,r,r,r,r,r,r,r,r,r,r,D4,r,G3
195.75,175.6061,53,1.1667,r,r,r,r,r,r,r,r,r,r,r,r,r,r,E4,r,G3
196.0,175.7576,53,1.3333,r,r,r,r,r,r,r,r,r,r,r,r,r,r,C#4,r,A3
196.5,176.0606,53,1.6667,r,r,r,r,r,r,r,r,r,r,r,r,r,r,C#4,r,A2
196.75,176.2121,53,1.8333,r,r,r,r,r,r,r,r,r,r,r,r,r,r,D4,r,A2
197.0,176.3636,54,1.0,r,r,r,r,r,r,r,r,r,r,r,r,r,D4,D4,r,D3
197.5,176.6667,54,1.3333,r,r,r,r,r,r,r,r,r,r,r,r,r,D4,F#4,r,D3
197.75,176.8182,54,1.5,r,r,r,r,r,r,r,r,r,r,r,r,r,D4,G4,r,D3
198.0,176.9697,54,1.6667,r,r,r,r,r,r,r,r,r,r,r,r,r,D4,F#4,r,r
198.25,177.1212,54,1.8333,r,r,r,r,r,r,r,r,r,r,r,r,r,D4,E4,r,r
198.5,177.2727,55,1.0,r,r,r,r,r,r,r,r,r,r,r,r,r,B4,D4,r,r
198.75,177.4242,55,1.1667,r,r,r,r,r,r,r,r,r,r,r,r,r,B4,C#4,r,r
199.0,177.5758,55,1.3333,r,r,r,r,r,r,r,r,r,r,r,r,r,B4,B3,r,G3
199.25,177.7273,55,1.5,r,r,r,r,r,r,r,r,r,r,r,r,r,B4,C#4,r,A3
199.5,177.8788,55,1.6667,r,r,r,r,r,r,r,r,r,r,r,r,r,B4,D4,r,B3
199.75,178.0303,55,1.8333,r,r,r,r,r,r,r,r,r,r,r,r,r,B4,B3,r,G3
200.0,178.1818,56,1.0,r,r,r,r,r,r,r,r,r,r,r,r,r,E4,C#4,r,A3
200.25,178.3333,56,1.1667,r,r,r,r,r,r,r,r,r,r,r,r,r,E4,D4,r,A3
200.5,178.4848,56,1.3333,r,r,r,r,r,r,r,r,r,r,r,r,r,E4,E4,r,C#4
200.75,178.6364,56,1.5,r,r,r,r,r,r,r,r,r,r,r,r,r,E4,F#4,r,C#4
201.0,178.7879,56,1.6667,r,r,r,r,r,r,r,r,r,r,r,r,r,F#4,E4,r,A3
201.25,178.9394,56,1.8333,r,r,r,r,r,r,r,r,r,r,r,r,r,G4,D4,r,A3
201.5,179.0909,57,1.0,r,r,r,r,r,r,r,r,r,r,r,r,r,A4,C#4,r,F#3
201.75,179.2424,57,1.1667,r,r,r,r,r,r,r,r,r,r,r,r,r,B4,B3,r,F#3
202.0,179.3939,57,1.3333,r,r,r,r,r,r,r,r,r,r,r,r,r,C#5,A3,r,G3
202.25,179.5455,57,1.5,r,r,r,r,r,r,r,r,r,r,r,r,r,B4,B3,r,G3
202.5,179.697,57,1.6667,r,r,r,r,r,r,r,r,r,r,r,r,r,A4,C#4,r,A3
202.75,179.8485,57,1.8333,r,r,r,r,r,r,r,r,r,r,r,r,r,G4,A3,r,A3
203.0,180.0,58,1.0,r,r,r,r,r,r,r,r,r,r,r,r,r,F#4,D4,r,D3
203.25,180.1515,58,1.1667,r,r,r,r,r,r,r,r,r,r,r,r,r,F#4,C#4,r,D3
203.5,180.303,58,1.3333,r,r,r,r,r,r,r,r,r,r,r,r,r,E4,D4,r,D4
203.75,180.4545,58,1.5,r,r,r,r,r,r,r,r,r,r,r,r,r,D4,E4,r,D4
204.0,180.6061,58,1.6667,r,r,r,r,r,r,r,r,r,r,r,r,r,A4,F#4,r,C#4
204.25,180.7576,58,1.8333,r,r,r,r,r,r,r,r,r,r,r,r,r,A4,E4,r,C#4
204.5,180.9091,59,1.0,r,r,r,r,r,r,r,r,r,r,r,r,r,A4,D4,r,B3
204.75,181.0606,59,1.1667,r,r,r,r,r,r,r,r,r,r,r,r,r,B4,C#4,r,B3
205.0,181.2121,59,1.3333,r,r,r,r,r,r,r,r,r,r,r,r,r,G#4,B3,r,E4
205.25,181.3636,59,1.5,r,r,r,r,r,r,r,r,r,r,r,r,r,G#4,E4,r,E4
205.5,181.5152,59,1.6667,r,r,r,r,r,r,r,r,r,r,r,r,r,G#4,D4,r,E3
205.75,181.6667,59,1.8333,r,r,r,r,r,r,r,r,r,r,r,r,r,A4,E4,r,E3
206.0,181.8182,60,1.0,r,r,r,r,r,r,r,r,r,r,A4,r,r,A4,C#4,r,A3
206.25,181.9697,60,1.1667,r,r,r,r,r,r,r,r,r,r,A4,r,r,A4,D4,r,A3
206.5,182.1212,60,1.3333,r,r,r,r,r,r,r,r,r,r,A4,r,r,C#5,E4,r,A2
206.75,182.2727,60,1.5,r,r,r,r,r,r,r,r,r,r,A4,r,r,D5,E4,r,B2
207.0,182.4242,60,1.6667,r,r,r,r,r,r,r,r,r,r,A4,r,r,C#5,A3,r,C#3
207.25,182.5758,60,1.8333,r,r,r,r,r,r,r,r,r,r,A4,r,r,B4,A3,r,A2
207.5,182.7273,61,1.0,r,r,r,r,r,r,r,r,r,r,F#5,r,r,A4,r,r,D3
207.75,182.8788,61,1.1667,r,r,r,r,r,r,r,r,r,r,F#5,r,r,G4,r,r,D3
208.0,183.0303,61,1.3333,r,r,r,r,r,r,r,r,r,r,F#5,r,r,F#4,D4,r,D4
208.25,183.1818,61,1.5,r,r,r,r,r,r,r,r,r,r,F#5,r,r,G4,E4,r,D4
208.5,183.3333,61,1.6667,r,r,r,r,r,r,r,r,r,r,F#5,r,r,A4,F#4,r,r
208.75,183.4848,61,1.8333,r,r,r,r,r,r,r,r,r,r,F#5,r,r,F#4,D4,r,r
209.0,183.6364,62,1.0,r,r,r,r,r,r,r,r,r,r,B4,r,r,G4,G4,r,r
209.25,183.7879,62,1.1667,r,r,r,r,r,r,r,r,r,r,B4,r,r,A4,G4,r,r
209.5,183.9394,62,1.3333,r,r,r,r,r,r,r,r,r,r,B4,r,r,B4,G4,r,E3
209.75,184.0909,62,1.5,r,r,r,r,r,r,r,r,r,r,B4,r,r,C5,G4,r,E-3
210.0,184.2424,62,1.6667,r,r,r,r,r,r,r,r,r,r,C#5,r,r,B4,G4,r,E3
210.25,184.3939,62,1.8333,r,r,r,r,r,r,r,r,r,r,D5,r,r,A4,G4,r,F#3
210.5,184.5455,63,1.0,r,r,r,r,r,r,r,r,r,r,E5,r,r,G4,G4,r,G3
210.75,184.697,63,1.1667,r,r,r,r,r,r,r,r,r,r,F#5,r,r,F#4,G4,r,G3
211.0,184.8485,63,1.3333,r,r,r,r,r,r,r,r,r,r,G5,r,r,E4,G4,r,A3
211.25,185.0,63,1.5,r,r,r,r,r,r,r,r,r,r,F#5,r,r,F#4,G4,r,A3
211.5,185.1515,63,1.6667,r,r,r,r,r,r,r,r,r,r,E5,r,r,G4,G4,r,B3
211.75,185.303,63,1.8333,r,r,r,r,r,r,r,r,r,r,D5,r,r,E4,G4,r,B3
212.0,185.4545,64,1.0,r,r,r,r,r,r,r,r,r,r,C#5,r,r,A4,G4,r,A3
212.25,185.6061,64,1.1667,r,r,r,r,r,r,r,r,r,r,C#5,r,r,F#4,G4,r,A3
212.5,185.7576,64,1.3333,r,r,r,r,r,r,r,r,r,r,B4,r,r,G4,E4,r,C#4
212.75,185.9091,64,1.5,r,r,r,r,r,r,r,r,r,r,A4,r,r,A4,E4,r,C#4
213.0,186.0606,64,1.6667,r,r,r,r,r,r,r,r,r,r,D5,r,r,B4,F#4,r,D4
213.25,186.2121,64,1.8333,r,r,r,r,r,r,r,r,r,r,D5,r,r,A4,F#4,r,D4
213.5,186.3636,65,1.0,r,r,r,r,r,r,r,r,r,r,D5,r,r,G4,B3,r,G3
213.75,186.5152,65,1.1667,r,r,r,r,r,r,r,r,r,r,E5,r,r,F#4,G3,r,G3
214.0,186.6667,65,1.3333,r,r,r,r,r,r,r,r,r,r,C#5,r,r,E4,A3,r,A3
214.25,186.8182,65,1.5,r,r,r,r,r,r,r,r,r,r,C#5,r,r,A4,A3,r,A3
214.5,186.9697,65,1.6667,r,r,r,r,r,r,r,r,r,r,C#5,r,r,G4,A3,r,A2
214.75,187.1212,65,1.8333,r,r,r,r,r,r,r,r,r,r,D5,r,r,A4,A3,r,A2
215.0,187.2727,66,1.0,r,r,r,r,r,r,r,r,r,r,D5,F#4,D4,F#4,D3,r,D3
215.5,187.5758,66,1.3333,r,r,r,r,r,r,r,r,r,r,F#5,F#4,D4,D4,A3,r,D2
215.75,187.7273,66,1.5,r,r,r,r,r,r,r,r,r,r,G5,F#4,D4,D4,B3,r,D2
216.0,187.8788,66,1.6667,r,r,r,r,r,r,r,r,r,r,F#5,F#4,D4,A4,C#4,r,D3
216.25,188.0303,66,1.8333,r,r,r,r,r,r,r,r,r,r,E5,F#4,D4,G4,A3,r,D3
216.5,188.1818,67,1.0,r,r,r,r,r,r,r,r,r,r,D5,D5,B4,F#4,D4,r,D3
216.75,188.3333,67,1.1667,r,r,r,r,r,r,r,r,r,r,C#5,D5,B4,E4,E4,r,D3
217.0,188.4848,67,1.3333,r,r,r,r,r,r,r,r,r,r,B4,D5,B4,D4,F#4,r,F#3
217.25,188.6364,67,1.5,r,r,r,r,r,r,r,r,r,r,C#5,D5,B4,E4,E4,r,F#3
217.5,188.7879,67,1.6667,r,r,r,r,r,r,r,r,r,r,D5,D5,B4,F#4,D4,r,B3
217.75,188.9394,67,1.8333,r,r,r,r,r,r,r,r,r,r,B4,D5,B4,D4,F#4,r,B3
218.0,189.0909,68,1.0,r,r,r,r,r,r,r,r,r,r,C#5,G4,E4,E4,G4,r,B3
