qstamp,tstamp,measure,beat,Flute 1,Flute 2,Oboe 1,Oboe 2,Bb Clarinet 1,Bb Clarinet 2,Bassoon 1,Bassoon 2,D Horn 1,D Horn 2,Bb (basso) Horn 3,Bb (basso) Horn 4,D Trumpet 1,D Trumpet 2,"D, A Timpani",Violin 1,Violin 2,Viola,Violoncello,Contrabass
616.0,378.9091,309,1.0,D6,D6,A5,D5,A4,D4,F#2,F#2,A4,D4,D4,D3,D5,D4,D3,D6,D6,D4,F#2,F#1
616.875,379.3466,309,1.875,D6,D6,A5,D5,A4,D4,F#2,F#2,A4,D4,D4,D3,D5,D4,D3,A5,A4,A3,F#2,F#1
617.0,379.4091,309,2.0,D6,D6,A5,D5,A4,D4,F#2,F#2,A4,D4,D4,D3,D5,D4,D3,D5,D4,D3,F#3,F#2
617.875,379.8466,309,2.875,D6,D6,A5,D5,A4,D4,F#2,F#2,A4,D4,D4,D3,D5,D4,D3,A4,A3,A3,F#3,F#2
618.0,379.9091,310,1.0,D6,D6,A5,D5,A4,D4,F#2,F#2,A4,D4,D4,D3,D5,D4,D3,D4,D4,D4,F#4,F#3
618.125,379.9716,310,1.125,D6,D6,A5,D5,A4,D4,F#2,F#2,A4,D4,D4,D3,D5,D4,D3,D4,D4,D4,F#4,F#3
618.25,380.0341,310,1.25,D6,D6,A5,D5,A4,D4,F#2,F#2,A4,D4,D4,D3,D5,D4,D3,D4,D4,D4,F#4,F#3
618.375,380.0966,310,1.375,D6,D6,A5,D5,A4,D4,F#2,F#2,A4,D4,D4,D3,D5,D4,D3,D4,D4,D4,F#4,F#3
618.5,380.1591,310,1.5,D6,D6,A5,D5,A4,D4,F#2,F#2,A4,D4,D4,D3,D5,D4,D3,r,r,r,F#4,F#3
618.625,380.2216,310,1.625,D6,D6,A5,D5,A4,D4,F#2,F#2,A4,D4,D4,D3,D5,D4,D3,r,r,r,F#4,F#3
618.75,380.2841,310,1.75,D6,D6,A5,D5,A4,D4,F#2,F#2,A4,D4,D4,D3,D5,D4,D3,r,r,r,F#4,F#3
618.875,380.3466,310,1.875,D6,D6,A5,D5,A4,D4,F#2,F#2,A4,D4,D4,D3,D5,D4,D3,r,r,r,F#4,F#3
619.0,380.4091,310,2.0,D6,D6,A5,D5,A4,D4,F#2,F#2,A4,D4,D4,D3,D5,D4,D3,r,r,r,F#3,F#2
619.125,380.4716,310,2.125,D6,D6,A5,D5,A4,D4,F#2,F#2,A4,D4,D4,D3,D5,D4,D3,r,r,r,F#3,F#2
619.25,380.5341,310,2.25,D6,D6,A5,D5,A4,D4,F#2,F#2,A4,D4,D4,D3,D5,D4,D3,r,r,r,F#3,F#2
619.375,380.5966,310,2.375,D6,D6,A5,D5,A4,D4,F#2,F#2,A4,D4,D4,D3,D5,D4,D3,r,r,r,F#3,F#2
619.5,380.6591,310,2.5,D6,D6,A5,D5,A4,D4,F#2,F#2,A4,D4,D4,D3,D5,D4,D3,r,r,r,F#3,F#2
619.625,380.7216,310,2.625,D6,D6,A5,D5,A4,D4,F#2,F#2,A4,D4,D4,D3,D5,D4,D3,r,r,r,F#3,F#2
619.75,380.7841,310,2.75,D6,D6,A5,D5,A4,D4,F#2,F#2,A4,D4,D4,D3,D5,D4,D3,r,r,r,F#3,F#2
619.875,380.8466,310,2.875,A6,A6,A5,D5,A4,D4,F#2,F#2,A4,D4,D4,D3,A4,A3,A2,r,r,r,F#3,F#2
620.0,380.9091,311,1.0,D6,D6,A5,D5,A4,D4,F#2,F#2,A4,D4,D4,D3,D5,D4,D3,D6,D6,D4,F#2,F#1
620.25,381.0341,311,1.25,D6,D6,A5,D5,A4,D4,F#2,F#2,A4,D4,D4,D3,D5,D4,D3,A5,A4,A3,F#2,F#1
620.5,381.1591,311,1.5,D6,D6,A5,D5,A4,D4,F#2,F#2,A4,D4,D4,D3,D5,D4,D3,A5,A4,A3,F#2,F#1
620.75,381.2841,311,1.75,D6,D6,A5,D5,A4,D4,F#2,F#2,A4,D4,D4,D3,D5,D4,D3,D5,D4,D3,F#2,F#1
621.0,381.4091,311,2.0,D6,D6,A5,D5,A4,D4,F#2,F#2,A4,D4,D4,D3,D5,D4,D3,r,r,r,F#3,F#2
621.25,381.5341,311,2.25,D6,D6,A5,D5,A4,D4,F#2,F#2,A4,D4,D4,D3,D5,D4,D3,D5,D4,D3,F#3,F#2
621.5,381.6591,311,2.5,D6,D6,A5,D5,A4,D4,F#2,F#2,A4,D4,D4,D3,D5,D4,D3,D5,D4,D3,F#3,F#2
621.75,381.7841,311,2.75,D6,D6,A5,D5,A4,D4,F#2,F#2,A4,D4,D4,D3,D5,D4,D3,A4,A3,A3,F#3,F#2
622.0,381.9091,312,1.0,D6,D6,A5,D5,A4,D4,F#2,F#2,A4,D4,D4,D3,D5,D4,D3,r,r,r,F#4,F#3
622.25,382.0341,312,1.25,D6,D6,A5,D5,A4,D4,F#2,F#2,A4,D4,D4,D3,D5,D4,D3,A4,A3,A3,F#4,F#3
622.5,382.1591,312,1.5,D6,D6,A5,D5,A4,D4,F#2,F#2,A4,D4,D4,D3,D5,D4,D3,A4,A3,A3,F#4,F#3
622.75,382.2841,312,1.75,D6,D6,A5,D5,A4,D4,F#2,F#2,D4,D4,D4,D3,D5,D4,D3,D4,D4,D3,F#4,F#3
623.0,382.4091,312,2.0,D6,D6,B-5,D5,B-4,D4,F#2,F#2,D4,D4,B-3,B-2,D5,D4,D3,r,r,r,F#3,F#2
623.125,382.4716,312,2.125,D6,D6,B-5,D5,B-4,D4,F#2,F#2,D4,D4,B-3,B-2,D5,D4,D3,r,r,r,F#3,F#2
623.25,382.5341,312,2.25,D6,D6,B-5,D5,B-4,D4,F#2,F#2,D4,D4,B-3,B-2,D5,D5,D3,r,r,r,F#3,F#2
623.375,382.5966,312,2.375,D6,D6,B-5,D5,B-4,D4,F#2,F#2,D4,D4,B-3,B-2,D5,D5,D3,r,r,r,F#3,F#2
623.5,382.6591,312,2.5,G#6,G#6,D6,G#5,D5,G#4,F2,F2,D4,D4,B-3,B-2,D5,D5,D3,r,r,r,F3,F2
623.625,382.7216,312,2.625,G#6,G#6,D6,G#5,D5,G#4,F2,F2,D4,D4,B-3,B-2,D5,D5,D3,r,r,r,F3,F2
623.75,382.7841,312,2.75,G#6,G#6,D6,G#5,D5,G#4,F2,F2,D3,D3,B-3,B-2,D4,D4,D3,r,r,r,F3,F2
623.875,382.8466,312,2.875,G#6,G#6,D6,G#5,D5,G#4,F2,F2,D3,D3,B-3,B-2,D4,D4,D3,r,r,r,F3,F2
624.0,382.9091,313,1.0,G#6,G#6,D6,G#5,D5,G#4,B-1,B-1,F4,F4,B-3,B-2,D5,D4,D3,D6,D6,D5,B-2,B-1
624.25,383.0341,313,1.25,G#6,G#6,D6,G#5,D5,G#4,B-1,B-1,F4,F4,B-3,B-2,D5,D4,D3,D6,D5,D4,B-2,B-1
624.5,383.1591,313,1.5,G#6,G#6,D6,G#5,D5,G#4,B-1,B-1,F4,F4,B-3,B-2,D5,D4,D3,D6,D5,D4,B-2,B-1
624.75,383.2841,313,1.75,G#6,G#6,D6,G#5,D5,G#4,B-1,B-1,F4,F4,B-3,B-2,D5,D4,D3,D5,D4,D3,B-2,B-1
625.0,383.4091,313,2.0,G#6,G#6,D6,G#5,D5,G#4,B-1,B-1,F4,F4,B-3,B-2,D5,D4,D3,D5,D5,D4,B-2,B-1
625.25,383.5341,313,2.25,G#6,G#6,D6,G#5,D5,G#4,B-1,B-1,F4,F4,B-3,B-2,D5,D4,D3,D4,D4,D3,B-2,B-1
625.5,383.6591,313,2.5,G#6,G#6,D6,G#5,D5,G#4,B-1,B-1,F4,F4,B-3,B-2,D5,D4,D3,D4,D4,D3,B-2,B-1
625.75,383.7841,313,2.75,G#6,G#6,D6,G#5,D5,G#4,B-1,B-1,F4,F4,B-3,B-2,D5,D4,D3,D5,D5,D4,B-2,B-1
626.0,383.9091,314,1.0,G#6,G#6,D6,G#5,D5,G#4,B-1,B-1,F4,F4,B-3,B-2,D5,D4,D3,D5,D4,D3,B-2,B-1
626.25,384.0341,314,1.25,G#6,G#6,D6,G#5,D5,G#4,B-1,B-1,F4,F4,B-3,B-2,D5,D4,D3,D6,D5,D4,B-2,B-1
626.5,384.1591,314,1.5,G#6,G#6,D6,G#5,D5,G#4,B-1,B-1,F4,F4,B-3,B-2,D5,D4,D3,D6,D5,D4,B-2,B-1
626.75,384.2841,314,1.75,G#6,G#6,D6,G#5,D5,G#4,B-1,B-1,F4,F4,B-3,B-2,D5,D4,D3,D5,D4,D3,B-2,B-1
627.0,384.4091,314,2.0,G#6,G#6,D6,G#5,D5,G#4,B-1,B-1,F4,F4,B-3,B-2,D5,D4,D3,D5,D5,D4,B-2,B-1
627.125,384.4716,314,2.125,G#6,G#6,D6,G#5,D5,G#4,B-1,B-1,F4,F4,B-3,B-2,D5,D4,D3,D5,D5,D4,B-2,B-1
627.25,384.5341,314,2.25,G#6,G#6,D6,G#5,D5,G#4,B-1,B-1,F4,F4,B-3,B-2,D5,D4,D3,D4,D4,D3,B-2,B-1
627.375,384.5966,314,2.375,G#6,G#6,D6,G#5,D5,G#4,B-1,B-1,F4,F4,B-3,B-2,D5,D4,D3,D4,D4,D3,B-2,B-1
627.5,384.6591,314,2.5,G#6,G#6,D6,G#5,D5,G#4,B-1,B-1,F4,F4,B-3,B-2,D5,D4,D3,D4,D4,D3,B-2,B-1
627.625,384.7216,314,2.625,G#6,G#6,D6,G#5,D5,G#4,B-1,B-1,F4,F4,B-3,B-2,D5,D4,D3,D4,D4,D3,B-2,B-1
627.75,384.7841,314,2.75,G#6,G#6,D6,G#5,D5,G#4,B-1,B-1,F4,F4,B-3,B-2,D5,D4,D3,r,r,r,B-2,B-1
627.875,384.8466,314,2.875,G#6,G#6,D6,G#5,D5,G#4,B-1,B-1,F4,F4,B-3,B-2,D5,D4,D3,D6,D5,D4,F2,F1
628.0,384.9091,315,1.0,A6,A6,D6,A5,D5,A4,F2,F2,A4,F4,F4,F3,A4,A3,D3,A5,A4,A3,F2,F1
628.875,385.3466,315,1.875,A6,A6,D6,A5,D5,A4,F2,F2,A4,F4,F4,F3,A4,A3,D3,A5,A4,A3,F2,F1
629.0,385.4091,315,2.0,A6,A6,D6,A5,D5,A4,A2,A2,A4,F4,F4,F3,A4,A3,D3,A5,A4,A3,A2,A1
629.875,385.8466,315,2.875,A6,A6,D6,A5,D5,A4,A2,A2,A4,F4,F4,F3,A4,A3,D3,F5,F4,F3,A2,A1
630.0,385.9091,316,1.0,A6,A6,D6,A5,D5,A4,A2,A2,A4,F4,F4,F3,A4,A3,D3,D5,D4,D3,A2,A1
630.875,386.3466,316,1.875,A6,A6,D6,A5,D5,A4,A2,A2,A4,F4,F4,F3,A4,A3,D3,A4,A3,A3,A2,A1
631.0,386.4091,316,2.0,A6,A6,D6,A5,D5,A4,D3,D3,A4,F4,F4,F3,A4,A3,D3,F4,F4,F3,D3,D2
631.75,386.7841,316,2.75,A6,A6,D6,A5,D5,A4,D3,D3,A4,F4,F4,F3,D5,D4,D3,A4,A4,A3,D3,D2
631.875,386.8466,316,2.875,D6,D6,D6,D5,D5,D5,D4,D3,D5,D4,F4,D4,D5,D4,D3,F4,F4,F3,D3,D2
632.0,386.9091,317,1.0,A6,A6,A5,A4,A5,A4,A3,A2,A4,A3,F4,D4,A4,A3,D3,D4,D4,F3,D3,D2
632.125,386.9716,317,1.125,A6,A6,A5,A4,A5,A4,A3,A2,A4,A3,F4,D4,A4,A3,D3,D5,D4,F3,D3,D2
632.25,387.0341,317,1.25,A6,A6,A5,A4,A5,A4,A3,A2,A4,A3,F4,D4,A4,A3,D3,D5,D4,F3,D3,D2
632.375,387.0966,317,1.375,A6,A6,A5,A4,A5,A4,A3,A2,A4,A3,F4,D4,A4,A3,D3,D5,D4,F3,D3,D2
632.5,387.1591,317,1.5,A6,A6,A5,A4,A5,A4,A3,A2,A4,A3,F4,D4,A4,A3,D3,D5,D4,F3,D3,D2
632.625,387.2216,317,1.625,A6,A6,A5,A4,A5,A4,A3,A2,A4,A3,F4,D4,A4,A3,D3,D5,D4,F3,D3,D2
632.75,387.2841,317,1.75,A6,A6,A5,A4,A5,A4,A3,A2,A4,A3,F4,D4,A4,A3,D3,D5,D4,F3,D3,D2
632.875,387.3466,317,1.875,A6,A6,A5,A4,A5,A4,A3,A2,A4,A3,F4,D4,A4,A3,D3,D5,D4,F3,D3,D2
633.0,387.4091,317,2.0,A6,A6,A5,A4,A5,A4,A3,A2,A4,A3,F4,D4,A4,A3,D3,D5,D4,F3,F3,F2
633.875,387.8466,317,2.875,F6,F6,F5,F4,F5,F4,F4,F3,F4,F3,F4,D4,A4,A3,D3,D5,D4,F3,F3,F2
634.0,387.9091,318,1.0,D6,D6,D5,D4,D5,D4,D4,D3,D4,D3,F4,D4,A4,A3,D3,D5,D4,F3,F3,F2
634.5,388.1591,318,1.5,D6,D6,D5,D4,D5,D4,D4,D3,D4,D3,F4,D4,A4,A3,D3,D5,D4,F3,A3,A2
634.875,388.3466,318,1.875,A5,A5,A4,A4,A4,A3,A3,A2,A3,A2,F4,D4,A4,A3,D3,D5,D4,F3,A3,A2
635.0,388.4091,318,2.0,F5,F5,F4,F4,F4,F3,F3,F2,F3,F3,F4,D4,A4,A3,D3,D5,D4,F3,D4,D3
635.5,388.6591,318,2.5,F5,F5,F4,F4,F4,F3,F3,F2,F3,F3,F4,D4,A4,A3,D3,D5,D4,F3,C4,C3
635.75,388.7841,318,2.75,A6,A6,A5,A5,A4,A4,A3,A2,A4,A3,F4,D4,D5,D4,D3,D5,D4,F3,C4,C3
635.875,388.8466,318,2.875,F6,F6,F5,F5,F4,F4,F3,F2,F4,F3,F4,D4,D5,D4,D3,D5,D4,F3,C4,C3
636.0,388.9091,319,1.0,D6,D6,D5,D5,D5,D4,D3,D2,D4,D3,F4,D4,D5,D4,D3,D5,D5,D4,C4,C3
636.5,389.1591,319,1.5,D6,D6,D5,D5,D5,D4,D3,D2,D4,D3,F4,D4,D5,D4,D3,D5,D5,D4,B-3,B-2
637.0,389.4091,319,2.0,D6,D6,D5,D5,D5,D4,D3,D2,D4,D3,F4,D4,D5,D4,D3,D5,D5,D4,A3,A2
637.25,389.5341,319,2.25,D6,D6,D5,D5,D5,D4,D3,D2,D4,D3,F4,D4,D5,D4,D3,F5,F4,F3,A3,A2
637.5,389.6591,319,2.5,D6,D6,D5,D5,D5,D4,D3,D2,D4,D3,F4,D4,D5,D4,D3,E5,E4,E3,G3,G2
637.75,389.7841,319,2.75,D6,D6,D5,D5,D5,D4,D3,D2,D4,D3,F4,D4,D5,D4,D3,D5,D4,D3,G3,G2
638.0,389.9091,320,1.0,D6,D6,D5,D5,D5,D4,D3,D2,D4,D3,F4,D4,A4,A3,D3,A5,A4,A3,F3,F2
638.5,390.1591,320,1.5,D6,D6,D5,D5,D5,D4,D3,D2,D4,D3,r,r,A4,A3,D3,G5,G4,G3,G3,G2
639.0,390.4091,320,2.0,D6,D6,D5,D5,D5,D4,D3,D2,D4,D3,r,r,A4,A3,D3,E5,E4,E3,A3,A2
639.5,390.6591,320,2.5,D6,D6,D5,D5,D5,D4,D3,D2,D4,D3,r,r,A4,A3,D3,A5,A4,A3,B3,B2
639.75,390.7841,320,2.75,D6,D6,D5,D5,D5,D4,D3,D2,D4,D3,r,r,A4,A3,D3,A5,A4,A3,C4,C3
640.0,390.9091,321,1.0,D6,D6,D5,D5,D5,D4,D3,D3,D4,D3,D4,D3,D5,D4,D3,D5,D5,D4,C4,C3
640.5,391.1591,321,1.5,D6,D6,D5,D5,D5,D4,D3,D3,D4,D3,D4,D3,D5,D4,D3,D5,D5,D4,B-3,B-2
641.0,391.4091,321,2.0,D6,D6,D5,D5,D5,D4,D3,D3,D4,D3,D4,D3,D5,D4,D3,D5,D5,D4,A3,A2
641.25,391.5341,321,2.25,F6,F6,F5,F5,F5,F4,F3,F3,F4,F4,D4,D3,D5,D4,D3,D5,D5,D4,A3,A2
641.5,391.6591,321,2.5,E6,E6,E5,E5,E5,E4,E3,E3,E4,E4,D4,D3,D5,D4,D3,D5,D5,D4,G3,G2
641.75,391.7841,321,2.75,D6,D6,D5,D5,D5,D4,D3,D3,D4,D4,D4,D3,D5,D4,D3,D5,D5,D4,G3,G2
642.0,391.9091,322,1.0,A6,A6,A5,A5,A5,A4,A3,A3,A4,A4,D4,D3,A4,A3,D3,D5,D5,D4,F#3,F#2
642.5,392.1591,322,1.5,G6,G6,G5,G5,G5,G4,G3,G3,G4,G4,D4,D3,A4,A3,D3,D5,D5,D4,G3,G2
643.0,392.4091,322,2.0,E6,E6,E5,E5,E5,E4,E3,E3,E4,E4,D4,D3,A4,A3,D3,D5,D5,D4,A3,A2
643.5,392.6591,322,2.5,A6,A6,A5,A5,A5,A4,A3,A3,A4,A4,D4,D3,A4,A3,D3,D5,D5,D4,A3,A2
643.6667,392.7424,322,2.6667,A6,A6,A5,A5,A5,A4,A3,A3,A4,A4,D4,D3,A4,A3,D3,D5,D5,D4,B3,B2
643.8333,392.8257,322,2.8333,A6,A6,A5,A5,A5,A4,A3,A3,A4,A4,D4,D3,A4,A3,D3,D5,D5,D4,B3,B2
644.0,392.9091,323,1.0,F#6,F#6,F#5,F#4,F#5,F#4,F#3,F#3,C4,C4,D4,D3,D5,D4,D3,D5,D4,D3,C4,C3
645.0,393.4091,323,2.0,F#6,F#6,F#5,F#4,F#5,F#4,F#3,F#3,C4,C4,D4,D3,C5,C5,D3,E-5,E-4,E-3,C4,C3
646.0,393.9091,324,1.0,E-6,E-6,E-5,E-4,E-5,E-4,E-3,E-3,C4,C4,D4,D3,C5,C5,D3,F#5,F#4,F#3,C4,C3
647.0,394.4091,324,2.0,F#6,F#6,F#5,F#4,F#5,F#4,F#3,F#3,C4,C4,D4,D3,D5,D4,D3,F#5,F#4,F#3,A3,A2
648.0,394.9091,325,1.0,G6,G6,G5,G4,G5,G4,G3,G3,G4,G4,D4,D3,D5,D4,D3,G5,B-4,B-3,G3,G2
649.0,395.4091,325,2.0,G6,G6,G5,G4,G5,G4,G3,G3,G4,G4,C4,C4,A4,A4,D3,A5,E-5,C4,G3,G2
650.0,395.9091,326,1.0,G6,G6,G5,G4,G5,G4,G3,G3,G4,G4,B-3,B-2,G5,G5,D3,B-5,D5,B-3,G2,G1
650.125,395.9716,326,1.125,G6,G6,G5,G4,G5,G4,G3,G3,G4,G4,B-3,B-2,G5,G5,D3,B-5,D5,B-3,G2,G1
650.25,396.0341,326,1.25,G6,G6,G5,G4,G5,G4,G3,G3,G4,G4,B-3,B-2,G5,G5,D3,B-5,D5,B-3,G2,G1
650.375,396.0966,326,1.375,G6,G6,G5,G4,G5,G4,G3,G3,G4,G4,B-3,B-2,G5,G5,D3,B-5,D5,B-3,G2,G1
650.5,396.1591,326,1.5,G6,G6,G5,G4,G5,G4,G3,G3,G4,G4,B-3,B-2,G5,G5,D3,B-5,G5,G3,E-3,E-2
651.0,396.4091,326,2.0,G6,G6,G5,G4,G5,G4,G3,G3,G4,G4,B-3,B-2,G5,G5,D3,B-5,G5,G3,E-3,E-2
651.5,396.6591,326,2.5,G6,G6,G5,G4,G5,G4,G3,G3,G4,G4,B-3,B-2,G5,G5,D3,B-5,G5,G3,E-4,E-3
652.0,396.9091,327,1.0,G6,G6,G5,G4,G5,G4,G3,G3,G4,G4,B-3,B-2,G5,G5,D3,B-5,B-4,C#3,C#3,C#2
652.125,396.9716,327,1.125,G6,G6,G5,G4,G5,G4,G3,G3,G4,G4,B-3,B-2,G5,G5,D3,B-5,B-4,C#3,C#3,C#2
652.25,397.0341,327,1.25,G6,G6,G5,G4,G5,G4,G3,G3,G4,G4,B-3,B-2,G5,G5,D3,B-5,B-4,C#3,C#3,C#2
652.375,397.0966,327,1.375,G6,G6,G5,G4,G5,G4,G3,G3,G4,G4,B-3,B-2,G5,G5,D3,B-5,B-4,C#3,C#3,C#2
652.5,397.1591,327,1.5,G6,G6,G5,G4,G5,G4,G3,G3,G4,G4,B-3,B-2,G5,G5,D3,B-5,B-4,B-3,D3,D2
653.0,397.4091,327,2.0,G6,G6,G5,G4,G5,G4,G3,G3,G4,G4,B-3,B-2,G5,G5,D3,B-5,B-4,B-3,D3,D2
653.5,397.6591,327,2.5,G6,G6,G5,G4,G5,G4,G3,G3,G4,G4,D4,D3,G5,G5,D3,A5,A4,A3,D3,D2
654.0,397.9091,328,1.0,G6,G6,G5,G4,G5,G4,G3,G3,G4,G4,D4,D3,G5,G5,D3,G5,G4,G3,D3,D2
654.5,398.1591,328,1.5,G6,G6,G5,G4,G5,G4,G3,G3,G4,G4,D4,D3,G5,G5,D3,F5,F4,F3,D3,D2
655.0,398.4091,328,2.0,G6,G6,G5,G4,G5,G4,G3,G3,G4,G4,D4,D3,G5,G5,D3,E-5,E-4,E-3,D3,D2
655.5,398.6591,328,2.5,G6,G6,G5,G4,G5,G4,G3,G3,G4,G4,D4,D3,G5,G5,D3,D5,D4,D3,D3,D2
656.0,398.9091,329,1.0,A6,A6,A5,A4,A5,A4,A3,A3,D4,D3,D4,D3,E5,E5,D3,C#5,C#4,C#3,D3,D2
656.5,399.1591,329,1.5,A6,A6,A5,A4,A5,A4,A3,A3,D4,D3,r,r,r,r,D3,C#5,C#4,C#3,C#4,D2
657.0,399.4091,329,2.0,A6,A6,A5,A4,A5,A4,A3,A3,D4,D3,r,r,F#5,F#5,D3,C5,C4,C3,D4,D2
657.5,399.6591,329,2.5,G6,G6,G5,G4,G5,G4,G3,G3,D4,D3,r,r,r,r,D3,C5,C4,C3,E4,D2
658.0,399.9091,330,1.0,F#6,F#6,F#5,F#4,F#5,F#4,F#3,F#3,D4,D3,r,r,r,r,D3,r,r,r,F#4,D2
658.5,400.1591,330,1.5,E-6,E-6,E-5,E-4,E-5,E-4,E-3,E-3,D4,D3,r,r,r,r,D3,r,r,r,G4,D2
659.0,400.4091,330,2.0,D6,D6,D5,D4,D5,D4,D3,D3,D4,D3,r,r,r,r,D3,r,r,r,A4,D2
659.5,400.6591,330,2.5,C6,C6,C5,C4,C5,C4,C3,C3,D4,D3,r,r,r,r,D3,D5,D4,D3,A4,D2
659.6667,400.7424,330,2.6667,C6,C6,C5,C4,C5,C4,C3,C3,D4,D3,r,r,r,r,D3,E5,E4,E3,A4,D2
659.8333,400.8257,330,2.8333,C6,C6,C5,C4,C5,C4,C3,C3,D4,D3,r,r,r,r,D3,E5,E4,E3,A4,D2
660.0,400.9091,331,1.0,B5,B5,B4,B4,B4,B3,B2,B2,D4,D3,D4,D3,G5,G5,D3,G5,G4,G3,D3,D2
660.5,401.1591,331,1.5,B5,B5,B4,B4,B4,B3,B2,B2,r,r,D4,D3,G5,G5,D3,G5,G4,G3,B3,D2
661.0,401.4091,331,2.0,B-5,B-5,B-4,B-4,B-4,B-3,B-2,B-2,r,r,D4,D3,G5,G5,D3,G5,G4,G3,C#4,D2
661.5,401.6591,331,2.5,B-5,B-5,B-4,B-4,B-4,B-3,B-2,B-2,r,r,D4,D3,G5,G5,D3,F5,F4,F3,D4,D2
662.0,401.9091,332,1.0,r,r,r,r,r,r,r,r,r,r,D4,D3,G5,G5,D3,E5,E4,E3,E4,D2
662.5,402.1591,332,1.5,r,r,r,r,r,r,r,r,r,r,D4,D3,G5,G5,D3,D5,D4,D3,F4,D2
663.0,402.4091,332,2.0,r,r,r,r,r,r,r,r,r,r,D4,D3,G5,G5,D3,C#5,C#4,C#3,G4,D2
663.5,402.6591,332,2.5,C#6,C#6,C#5,C#5,C#5,C#4,C#3,C#3,r,r,D4,D3,G5,G5,D3,B-4,B-3,B-3,G4,D2
663.6667,402.7424,332,2.6667,D6,D6,D5,D5,D5,D4,D3,D3,r,r,D4,D3,G5,G5,D3,B-4,B-3,B-3,G4,D2
663.8333,402.8257,332,2.8333,D6,D6,D5,D5,D5,D4,D3,D3,r,r,D4,D3,G5,G5,D3,B-4,B-3,B-3,G4,D2
664.0,402.9091,333,1.0,F6,F6,F5,F5,F5,F4,F3,F3,D4,D3,D4,D3,D5,D4,D3,A4,A3,A3,D3,D2
664.5,403.1591,333,1.5,F6,F6,F5,F5,F5,F4,F3,F3,D4,D3,r,r,D5,D4,D3,A4,A3,A3,A3,D2
665.0,403.4091,333,2.0,F6,F6,F5,F5,F5,F4,F3,F3,D4,D3,r,r,D5,D4,D3,G#4,G#3,G#3,B3,D2
665.5,403.6591,333,2.5,E6,E6,E5,E5,E5,E4,E3,E3,D4,D3,r,r,D5,D4,D3,G#4,G#3,G#3,C#4,D2
666.0,403.9091,334,1.0,D6,D6,D5,D5,D5,D4,D3,D3,D4,D3,r,r,D5,D4,D3,r,r,r,D4,D2
666.5,404.1591,334,1.5,C6,C6,C5,C5,C5,C4,C3,C3,D4,D3,r,r,D5,D4,D3,r,r,r,E4,D2
667.0,404.4091,334,2.0,B-5,B-5,B-4,B-4,B-4,B-3,B-2,B-2,D4,D3,r,r,D5,D4,D3,r,r,r,F4,D2
667.5,404.6591,334,2.5,A5,A5,A4,A4,A4,A3,A2,A2,D4,D3,r,r,D5,D4,D3,B4,B3,B3,F4,D2
667.6667,404.7424,334,2.6667,A5,A5,A4,A4,A4,A3,A2,A2,D4,D3,r,r,D5,D4,D3,C#5,C#4,C#4,F4,D2
667.8333,404.8257,334,2.8333,A5,A5,A4,A4,A4,A3,A2,A2,D4,D3,r,r,D5,D4,D3,C#5,C#4,C#4,F4,D2
668.0,404.9091,335,1.0,G#5,G#5,G#4,G#4,G#4,G#3,G#2,G#2,D4,D3,D4,D3,D5,D4,D3,E5,E4,E4,B2,D2
668.5,405.1591,335,1.5,G#5,G#5,G#4,G#4,G#4,G#3,G#2,G#2,r,r,D4,D3,D5,D4,D3,E5,E4,E4,G#3,D2
669.0,405.4091,335,2.0,G5,G5,G4,G4,G4,G3,G2,G2,r,r,D4,D3,D5,D4,D3,E5,E4,E4,A3,D2
669.5,405.6591,335,2.5,G5,G5,G4,G4,G4,G3,G2,G2,r,r,D4,D3,D5,D4,D3,D5,D4,D4,B3,D2
670.0,405.9091,336,1.0,r,r,r,r,r,r,r,r,r,r,D4,D3,D5,D4,D3,C#5,C#4,C#4,C#4,D2
670.5,406.1591,336,1.5,r,r,r,r,r,r,r,r,r,r,D4,D3,D5,D4,D3,B-4,B-3,B-3,D4,D2
671.0,406.4091,336,2.0,r,r,r,r,r,r,r,r,r,r,D4,D3,D5,D4,D3,A4,A3,A3,E4,D2
671.5,406.6591,336,2.5,C#6,C#6,C#5,C#4,C#5,C#4,C#3,C#3,r,r,D4,D3,D5,D4,D3,G4,G3,G3,E4,D2
671.6667,406.7424,336,2.6667,D6,D6,D5,D4,D5,D4,D3,D3,r,r,D4,D3,D5,D4,D3,G4,G3,G3,E4,D2
671.8333,406.8257,336,2.8333,D6,D6,D5,D4,D5,D4,D3,D3,r,r,D4,D3,D5,D4,D3,G4,G3,G3,E4,D2
672.0,406.9091,337,1.0,E6,E6,E5,E4,E5,E4,E3,E3,D4,D3,D4,D3,D5,D4,D3,G4,E4,G3,G2,D2
672.5,407.1591,337,1.5,E6,E6,E5,E4,E5,E4,E3,E3,D4,D3,r,r,D5,D4,D3,G4,E4,G3,G3,D2
673.0,407.4091,337,2.0,E6,E6,E5,r,E5,E4,E3,r,D4,D3,r,r,D5,D4,D3,G4,E4,G3,A3,D2
673.5,407.6591,337,2.5,D6,D6,D5,r,D5,D4,D3,r,D4,D3,r,r,D5,D4,D3,G4,E4,G3,B3,D2
674.0,407.9091,338,1.0,C#6,C#6,C#5,r,C#5,C#4,C#3,r,D4,D3,r,r,D5,D4,D3,G4,E4,G3,C#4,D2
674.5,408.1591,338,1.5,B5,B5,B4,r,B4,B3,B2,r,D4,D3,r,r,D5,D4,D3,G4,E4,G3,D4,D2
