qstamp,tstamp,measure,beat,Tromba 1,Tromba 2,Tromba 3,Timpani,Traverso 1,Traverso 2,Oboe 1,Oboe 2,Violin 1,Violin 2,Viola,Soprano 1,Alto 1,Tenor 1,Bass 1,Soprano 2,Alto 2,Tenor 2,Bass 2,Continuo
148.5,90.0,100,1.6667,r,r,r,r,G5,G5,G5,C#5,G5,C#5,E4,C#5,G4,G3,E3,E5,r,r,r,E2
148.75,90.1515,100,1.8333,r,r,r,r,G5,G5,G5,A4,G5,A4,E4,C#5,G4,G3,E3,E5,r,r,r,E2
149.0,90.303,101,1.0,r,r,r,r,F#5,F#5,F#5,D5,F#5,D5,A3,D5,A4,D4,D3,F#5,r,r,r,D2
149.25,90.4545,101,1.1667,r,r,r,r,E5,E5,E5,D5,E5,D5,A3,D5,A4,D4,D3,E5,r,r,r,D2
149.5,90.6061,101,1.3333,r,r,r,r,D5,D5,D5,A4,D5,A4,D4,A4,A4,D4,F#3,D5,r,r,r,F#3
149.75,90.7576,101,1.5,r,r,r,r,D5,D5,D5,G4,D5,G4,D4,A4,A4,D4,F#3,D5,r,r,r,F#3
150.0,90.9091,101,1.6667,F#5,D5,A4,D3,C5,C5,C5,A4,C5,A4,F#4,D5,A4,F#4,D3,r,r,r,r,D3
150.25,91.0606,101,1.8333,F#5,D5,A4,D3,C5,C5,C5,F#4,C5,F#4,F#4,D5,A4,F#4,D3,r,r,r,r,D3
150.5,91.2121,102,1.0,F#5,D5,D4,D3,C5,C5,C5,D4,C5,D4,G4,D5,G4,D4,G3,r,r,r,r,G2
150.75,91.3636,102,1.1667,F#5,D5,D4,D3,B4,B4,B4,D4,B4,D4,G4,D5,G4,D4,G3,r,r,r,r,G2
151.0,91.5152,102,1.3333,E5,r,r,r,E5,E5,E5,B4,E5,B4,G4,B4,G4,D4,G2,r,r,r,r,G3
151.25,91.6667,102,1.5,E5,r,r,r,C#5,C#5,C#5,B4,C#5,B4,G4,B4,G4,D4,G2,r,r,r,r,G3
151.5,91.8182,102,1.6667,G5,E5,r,r,D5,D5,D5,G4,D5,G4,B4,r,r,r,r,E5,B4,G4,E3,E3
151.75,91.9697,102,1.8333,G5,E5,r,r,B4,B4,B4,G4,B4,G4,B4,r,r,r,r,E5,B4,G4,E3,E3
152.0,92.1212,103,1.0,G5,E5,r,r,C#5,C#5,C#5,E4,C#5,E4,A4,r,r,r,r,E5,A4,E4,A3,A2
152.25,92.2727,103,1.1667,G5,E5,r,r,A4,A4,A4,E4,A4,E4,A4,r,r,r,r,E5,A4,E4,A3,A2
152.5,92.4242,103,1.3333,F#5,r,r,r,F#5,F#5,F#5,C#5,F#5,C#5,A4,r,r,r,r,C#5,A4,E4,A2,A3
152.75,92.5758,103,1.5,F#5,r,r,r,D5,D5,D5,C#5,D5,C#5,A4,r,r,r,r,C#5,A4,E4,A2,A3
153.0,92.7273,103,1.6667,A5,F#5,F#4,A2,E5,E5,E5,A4,E5,A4,C#5,F#5,C#5,F#4,F#3,A4,C#4,F#4,F#3,F#3
153.25,92.8788,103,1.8333,A5,F#5,F#4,A2,C#5,C#5,C#5,A4,C#5,A4,C#5,F#5,C#5,F#4,F#3,A4,C#4,F#4,F#3,F#3
153.5,93.0303,104,1.0,F#5,D5,F#4,D3,D5,D5,D5,F#4,D5,F#4,B4,D5,B4,F#4,B3,F#5,D4,F#4,B3,B2
154.0,93.3333,104,1.3333,G5,E5,D5,D3,E5,E5,E5,B4,E5,B4,E4,E5,B4,E4,G3,G5,G4,B3,G3,G2
154.25,93.4848,104,1.5,F#5,F#5,D5,D3,E5,E5,E5,B4,E5,B4,E4,E5,B4,E4,G3,G5,G4,B3,G3,G2
154.5,93.6364,104,1.6667,E5,G5,A4,A2,C#5,C#5,C#5,E4,C#5,E4,A4,C#5,A4,E4,A3,E5,G4,C#4,A3,A2
154.75,93.7879,104,1.8333,F#5,A5,A4,A2,C#5,C#5,C#5,E4,C#5,E4,A4,C#5,A4,E4,A3,E5,G4,C#4,A3,A2
155.0,93.9394,105,1.0,D5,F#5,A4,D3,D5,D5,D5,F#4,D5,F#4,A4,D5,A4,F#4,D4,D5,F#4,A3,F#3,D2
155.25,94.0909,105,1.1667,D5,F#5,A4,D3,D5,D5,D5,F#4,D5,F#4,A4,D5,A4,F#4,D4,E5,G4,A3,F#3,D2
155.5,94.2424,105,1.3333,D5,F#5,A4,D3,D5,D5,D5,F#4,D5,F#4,A4,A4,F#4,D4,D3,F#5,A4,D4,D4,D3
155.75,94.3939,105,1.5,D5,F#5,A4,D3,D5,D5,D5,F#4,D5,F#4,A4,A4,F#4,D4,D3,F#5,A4,D4,D4,E3
156.0,94.5455,105,1.6667,r,r,r,r,r,r,r,r,r,r,r,D5,F#4,D3,r,r,r,r,r,F#3
156.25,94.697,105,1.8333,r,r,r,r,r,r,r,r,r,r,r,D5,F#4,D3,r,r,r,r,r,D3
156.5,94.8485,106,1.0,r,r,r,r,r,r,r,r,r,r,r,D5,F#4,A3,r,r,r,r,r,A3
156.75,95.0,106,1.1667,r,r,r,r,r,r,r,r,r,r,r,D5,F#4,G3,r,r,r,r,r,A3
157.0,95.1515,106,1.3333,r,r,r,r,r,r,r,r,r,r,r,C#5,E4,A3,r,r,r,r,r,r
157.25,95.303,106,1.5,r,r,r,r,r,r,r,r,r,r,r,C#5,E4,B3,r,r,r,r,r,r
157.5,95.4545,106,1.6667,r,r,r,r,r,r,r,r,r,r,r,r,r,C#4,r,E5,G4,r,r,A2
157.75,95.6061,106,1.8333,r,r,r,r,r,r,r,r,r,r,r,r,r,A3,r,E5,G4,r,r,A2
158.0,95.7576,107,1.0,r,r,r,r,r,r,r,r,r,r,r,r,r,D4,r,E5,G4,r,r,B2
158.25,95.9091,107,1.1667,r,r,r,r,r,r,r,r,r,r,r,r,r,C#4,r,E5,G4,r,r,B2
158.5,96.0606,107,1.3333,r,r,r,r,r,r,r,r,r,r,r,D5,F#4,D4,r,D5,F#4,r,r,r
158.75,96.2121,107,1.5,r,r,r,r,r,r,r,r,r,r,r,D5,F#4,E4,r,D5,F#4,r,r,r
159.0,96.3636,107,1.6667,r,r,r,r,r,r,r,r,r,r,r,F#5,A4,D4,r,r,r,D3,r,B3
159.25,96.5152,107,1.8333,r,r,r,r,r,r,r,r,r,r,r,F#5,A4,C#4,r,r,r,D3,r,B3
159.5,96.6667,108,1.0,r,r,r,r,r,r,r,r,r,r,r,F#5,A4,B3,r,r,r,G3,r,G3
159.75,96.8182,108,1.1667,r,r,r,r,r,r,r,r,r,r,r,F#5,A4,C4,r,r,r,F#3,r,G3
160.0,96.9697,108,1.3333,r,r,r,r,r,r,r,r,r,r,r,E5,G4,B3,r,E5,B4,G3,r,r
160.25,97.1212,108,1.5,r,r,r,r,r,r,r,r,r,r,r,E5,G4,A3,r,E5,B4,A3,r,r
160.5,97.2727,108,1.6667,r,r,r,r,r,r,r,r,r,r,r,r,r,G3,r,G5,B4,B3,r,E3
160.75,97.4242,108,1.8333,r,r,r,r,r,r,r,r,r,r,r,r,r,F#3,r,G5,B4,G3,r,E3
161.0,97.5758,109,1.0,r,r,r,r,r,r,r,r,r,r,r,r,r,E3,r,G5,B4,C#4,r,C#3
161.25,97.7273,109,1.1667,r,r,r,r,r,r,r,r,r,r,r,r,r,E3,r,G5,B4,D4,r,C#3
161.5,97.8788,109,1.3333,r,r,r,r,r,r,r,r,r,r,r,r,r,E4,r,F#5,A4,C#4,r,A2
161.75,98.0303,109,1.5,r,r,r,r,r,r,r,r,r,r,r,r,r,E4,r,E5,G4,B3,r,A2
162.0,98.1818,109,1.6667,A5,F#5,A4,D3,D5,D5,D5,A4,D5,A4,D4,D5,A4,F#4,D3,F#5,A4,A3,D3,D3
162.25,98.3333,109,1.8333,A5,F#5,A4,D3,D5,D5,D5,A4,D5,A4,D4,D5,A4,F#4,D3,D5,A4,B3,D3,D3
162.5,98.4848,110,1.0,A5,E5,A4,A2,E5,E5,C#5,A4,C#5,A4,E4,C#5,A4,E4,A3,E5,A4,C#4,A3,A3
162.75,98.6364,110,1.1667,A5,D5,A4,A2,D5,D5,C#5,A4,C#5,A4,E4,C#5,A4,E4,A3,D5,A4,C#4,A3,A3
163.0,98.7879,110,1.3333,A5,E5,E5,A2,C#5,C#5,E5,G4,E5,A4,E4,E5,A4,G4,A3,C#5,E4,A3,A3,A3
163.25,98.9394,110,1.5,A5,F#5,E5,A2,B4,B4,D5,F#4,D5,A4,E4,D5,A4,F#4,A3,B4,E4,A3,A3,A3
163.5,99.0909,110,1.6667,A5,E5,A4,A2,C#5,C#5,E5,G4,E5,A4,C#4,E5,A4,G4,A3,C#5,A4,E4,A3,A3
163.75,99.2424,110,1.8333,A5,G5,A4,A2,A4,A4,C#5,E4,C#5,A4,C#4,C#5,A4,E4,A3,A4,A4,E4,A3,A3
164.0,99.3939,111,1.0,A5,F#5,A4,D3,F#5,F#5,D5,F#4,D5,A4,A3,D5,A4,F#4,D4,F#5,A4,D4,D4,D4
164.25,99.5455,111,1.1667,A5,D5,A4,D3,G5,G5,D5,F#4,D5,A4,A3,D5,A4,F#4,D4,G5,B4,D4,D4,D4
164.5,99.697,111,1.3333,A5,E5,A4,A2,A5,A5,C#5,E5,C#5,A4,A3,C#5,A4,E4,A3,A5,C#5,E4,A3,A3
164.75,99.8485,111,1.5,A5,F#5,A4,A2,A5,A5,D5,E5,D5,A4,A3,D5,A4,E4,A3,A5,C#5,E4,A3,F#3
165.0,100.0,111,1.6667,A5,E5,E5,A2,C#5,C#5,E5,C#5,E5,A4,A3,E5,A4,E4,G3,C#5,E4,A4,G3,G3
165.25,100.1515,111,1.8333,A5,G5,E5,A2,C#5,C#5,C#5,C#5,C#5,A4,A3,C#5,A4,E4,G3,C#5,E4,A4,G3,E3
165.5,100.303,112,1.0,A5,F#5,D5,D3,D5,D5,D5,A4,D5,A4,A3,D5,A4,D4,F#3,D5,A4,D4,F#3,F#3
166.0,100.6061,112,1.3333,B5,D5,G5,D3,C#5,C#5,C#5,G4,C#5,G4,D4,C#5,G4,D4,G3,C#5,G4,D4,G3,G3
166.25,100.7576,112,1.5,B5,D5,G5,D3,B4,B4,B4,G4,B4,G4,D4,B4,G4,D4,G3,B4,G4,D4,G3,G3
166.5,100.9091,112,1.6667,C#6,A5,E5,A2,A4,A4,A4,E4,A4,E4,C#4,A4,E4,C#4,A3,A4,E4,C#4,A3,A3
166.75,101.0606,112,1.8333,C#6,A5,E5,A2,G4,G4,G4,E4,G4,E4,C#4,G4,E4,C#4,A3,G4,E4,C#4,A3,A3
167.0,101.2121,113,1.0,D6,A5,F#5,D3,F#4,F#4,F#4,D4,F#4,D4,A3,F#4,D4,A3,D3,F#4,D4,A3,D3,D3
167.25,101.3636,113,1.1667,C#6,G5,E5,D3,F#4,F#4,F#4,D4,F#4,D4,A3,F#4,D4,A3,D3,F#4,D4,A3,D3,D3
167.5,101.5152,113,1.3333,D6,A5,F#5,D3,D4,D4,D4,D4,D4,A3,F#3,D4,F#4,A3,D3,D4,A3,F#3,D3,D2
167.75,101.6667,113,1.5,D6,A5,F#5,D3,D4,D4,D4,D4,D4,A3,F#3,D4,F#4,A3,D3,D4,A3,F#3,D3,E2
168.0,101.8182,113,1.6667,r,r,r,r,r,r,r,r,r,r,r,C5,A4,D4,F#3,r,r,r,r,F#2
168.25,101.9697,113,1.8333,r,r,r,r,r,r,r,r,r,r,r,C5,A4,D4,F#3,r,r,r,r,D2
168.5,102.1212,114,1.0,r,r,r,r,r,r,r,r,r,r,r,C5,A4,D4,G3,r,r,r,r,G2
168.75,102.2727,114,1.1667,r,r,r,r,r,r,r,r,r,r,r,B4,G4,D4,G3,r,r,r,r,G2
169.0,102.4242,114,1.3333,r,r,r,r,r,r,r,r,r,r,r,B4,G4,D4,G2,r,r,r,r,G3
169.25,102.5758,114,1.5,r,r,r,r,r,r,r,r,r,r,r,B4,G4,D4,G2,r,r,r,r,F#3
169.5,102.7273,114,1.6667,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,D5,B4,E4,G#3,G#3
169.75,102.8788,114,1.8333,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,D5,B4,E4,G#3,E3
170.0,103.0303,115,1.0,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,D5,B4,E4,A3,A3
170.25,103.1818,115,1.1667,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,C#5,A4,E4,A3,A3
170.5,103.3333,115,1.3333,r,r,r,r,r,r,r,r,r,r,r,E5,A4,E4,A3,C#5,A4,E4,A2,A2
170.75,103.4848,115,1.5,r,r,r,r,r,r,r,r,r,r,r,E5,A4,E4,A3,C#5,A4,E4,A2,B2
171.0,103.6364,115,1.6667,A5,E5,A4,A2,A5,A5,E5,A4,A5,E5,A3,A5,A4,E4,C#4,E5,A4,C#4,C#3,C#3
171.25,103.7879,115,1.8333,A5,E5,A4,A2,A5,A5,E5,A4,A5,E5,A3,A5,A4,E4,C#4,E5,A4,C#4,C#3,A2
171.5,103.9394,116,1.0,A5,F#5,F#4,D3,F#5,F#5,F#5,A4,F#5,A4,A3,F#5,A4,D4,D4,F#5,A4,A3,D3,D3
172.0,104.2424,116,1.3333,B5,G5,D4,D3,D5,D5,G5,D5,D5,A4,D4,D5,A4,D4,F#3,G5,B4,A3,F#3,F#2
172.25,104.3939,116,1.5,A5,F#5,F#4,D3,D5,D5,F#5,D5,D5,A4,D4,D5,A4,D4,F#3,F#5,A4,A3,F#3,F#2
172.5,104.5455,116,1.6667,G5,E5,A4,A2,C#5,C#5,E5,C#5,C#5,A4,E4,C#5,A4,E4,A3,E5,G4,A3,A3,A2
172.75,104.697,116,1.8333,A5,F#5,A4,A2,C#5,C#5,F#5,C#5,C#5,A4,E4,C#5,A4,E4,A3,F#5,A4,A3,A3,A2
173.0,104.8485,117,1.0,F#5,D5,A4,D3,D5,D5,D5,D5,D5,A4,F#4,D5,A4,F#4,D3,D5,F#4,A3,D3,D2
174.0,105.4545,117,1.6667,r,r,r,r,D5,D5,D4,D4,D4,D4,D4,r,r,r,r,r,r,r,r,D3
174.5,105.7576,118,1.0,r,r,r,r,A5,A5,A4,A4,A4,A4,A4,r,r,r,r,r,r,r,r,A3
175.0,106.0606,118,1.3333,r,r,r,r,A5,A5,A4,A4,A4,A4,A4,r,r,r,r,r,r,r,r,A3
175.5,106.3636,118,1.6667,r,r,r,r,A5,A5,A4,A4,A4,A4,A4,r,r,r,r,r,r,r,r,A3
176.0,106.6667,119,1.0,r,r,r,r,D6,D6,D5,D5,D5,D5,D5,r,r,r,r,r,r,r,r,D4
176.5,106.9697,119,1.3333,r,r,r,r,A5,A5,A4,A4,A4,A4,A4,r,r,r,r,r,r,r,r,A3
176.75,107.1212,119,1.5,r,r,r,r,F#5,F#5,F#4,F#4,F#4,F#4,F#4,r,r,r,r,r,r,r,r,F#3
177.0,107.2727,119,1.6667,r,r,r,r,G5,G5,G4,G4,G4,G4,G4,r,r,r,r,r,r,r,r,G3
177.25,107.4242,119,1.8333,r,r,r,r,E5,E5,E4,E4,E4,E4,E4,r,r,r,r,r,r,r,r,E3
177.5,107.5758,120,1.0,r,r,r,r,F#5,F#5,F#4,F#4,F#4,F#4,F#4,r,r,r,r,r,r,r,r,F#3
178.0,107.8788,120,1.3333,r,r,r,r,F#5,F#5,F#4,F#4,F#4,F#4,F#4,r,r,r,r,r,r,r,r,F#3
178.5,108.1818,120,1.6667,r,r,r,r,F#5,F#5,F#4,F#4,F#4,F#4,F#4,r,r,r,r,r,r,r,r,F#3
179.0,108.4848,121,1.0,r,r,r,r,A5,A5,A4,A4,A4,A4,A4,r,r,r,r,r,r,r,r,A3
179.5,108.7879,121,1.3333,r,r,r,r,F#5,F#5,F#4,F#4,F#4,F#4,F#4,r,r,r,r,r,r,r,r,F#3
179.75,108.9394,121,1.5,r,r,r,r,D5,D5,D4,D4,D4,D4,D4,r,r,r,r,r,r,r,r,D3
180.0,109.0909,121,1.6667,A5,E5,A4,A2,E5,E5,E4,E4,E4,E4,E4,r,r,r,r,r,r,r,r,E3
180.25,109.2424,121,1.8333,A5,E5,A4,A2,C#5,C#5,A4,A4,C#4,C#4,C#4,r,r,r,r,r,r,r,r,C#3
180.5,109.3939,122,1.0,F#5,D5,A4,D3,D5,D5,D4,D4,D4,D4,D4,r,r,r,r,r,r,r,r,D3
181.0,109.697,122,1.3333,D5,A4,F#4,D3,D5,D5,D4,D4,D4,D4,D4,r,r,r,r,r,r,r,r,D3
181.25,109.8485,122,1.5,E5,A4,F#4,D3,D5,D5,D4,D4,D4,D4,D4,r,r,r,r,r,r,r,r,D3
181.5,110.0,122,1.6667,F#5,D5,A4,D3,D5,D5,D4,D4,D4,D4,D4,r,r,r,r,r,r,r,r,D3
181.75,110.1515,122,1.8333,G5,D5,A4,D3,D5,D5,D4,D4,D4,D4,D4,r,r,r,r,r,r,r,r,D3
182.0,110.303,123,1.0,A5,F#5,D5,D3,D5,D5,D4,D4,D4,D4,D4,r,r,r,r,r,r,r,r,D3
182.25,110.4545,123,1.1667,A5,F#5,D5,D3,F#5,F#5,F#4,F#4,F#4,F#4,F#4,r,r,r,r,r,r,r,r,F#3
182.5,110.6061,123,1.3333,A5,G5,E5,A2,E5,E5,E4,E4,E4,E4,E4,r,r,r,r,r,r,r,r,E3
182.75,110.7576,123,1.5,A5,G5,E5,A2,C#5,C#5,F#4,F#4,C#4,C#4,C#4,r,r,r,r,r,r,r,r,C#3
183.0,110.9091,123,1.6667,A5,F#5,D5,D3,D5,D5,D4,D4,D4,D4,D4,r,r,r,r,r,r,r,r,D3
183.25,111.0606,123,1.8333,A5,F#5,D5,D3,E5,E5,E4,E4,E4,E4,E4,r,r,r,r,r,r,r,r,E3
183.5,111.2121,124,1.0,A5,D5,F#4,D3,F#5,F#5,F#4,F#4,F#4,F#4,F#4,r,r,r,r,r,r,r,r,F#3
183.75,111.3636,124,1.1667,A5,F#5,F#4,D3,A5,A5,A4,A4,A4,A4,A4,r,r,r,r,r,r,r,r,A3
184.0,111.5152,124,1.3333,C#6,E5,A4,A2,G5,G5,G4,G4,G4,G4,G4,r,r,r,r,r,r,r,r,G3
184.25,111.6667,124,1.5,C#6,G5,A4,A2,E5,E5,E4,E4,E4,E4,E4,r,r,r,r,r,r,r,r,E3
184.5,111.8182,124,1.6667,D6,F#5,A4,D3,F#5,F#5,F#4,F#4,F#4,F#4,F#4,r,r,r,r,r,r,r,r,F#3
184.75,111.9697,124,1.8333,D6,A5,A4,D3,D5,D5,D4,D4,D4,D4,D4,r,r,r,r,r,r,r,r,D3
185.0,112.1212,125,1.0,E6,C#6,A4,A2,A4,A4,A4,A4,A3,A3,A3,r,r,r,r,r,r,r,r,A2
185.25,112.2727,125,1.1667,E6,A5,A4,A2,A4,A4,A4,A4,A3,A3,A3,r,r,r,r,r,r,r,r,A2
185.5,112.4242,125,1.3333,A5,E5,A4,A2,r,r,A4,A4,r,r,r,r,r,r,r,r,r,r,r,r
186.0,112.7273,125,1.6667,E5,A4,r,r,G5,E5,A4,A4,C#4,C#4,C#4,r,r,r,r,r,r,r,r,r
186.5,113.0303,126,1.0,F#5,D5,r,r,F#5,D5,A4,A4,D4,D4,D4,r,r,r,r,r,r,r,r,r
186.75,113.1818,126,1.1667,E5,D5,r,r,F#5,D5,A4,A4,D4,D4,D4,r,r,r,r,r,r,r,r,r
187.0,113.3333,126,1.3333,D5,F#4,r,r,r,r,A4,A4,A3,A3,A3,r,r,r,r,r,r,r,r,r
187.25,113.4848,126,1.5,F#5,F#4,r,r,r,r,A4,A4,A3,A3,A3,r,r,r,r,r,r,r,r,r
187.5,113.6364,126,1.6667,E5,A4,r,r,E5,C#5,A4,A4,r,r,r,r,r,r,r,r,r,r,r,r
187.75,113.7879,126,1.8333,G5,A4,r,r,E5,C#5,A4,A4,r,r,r,r,r,r,r,r,r,r,r,r
188.0,113.9394,127,1.0,F#5,D5,r,r,D5,D5,A4,A4,r,r,r,r,r,r,r,r,r,r,r,r
188.25,114.0909,127,1.1667,E5,C#5,r,r,D5,D5,A4,A4,r,r,r,r,r,r,r,r,r,r,r,r
188.5,114.2424,127,1.3333,F#5,D5,r,r,r,r,A4,A4,r,r,r,r,r,r,r,r,r,r,r,r
188.75,114.3939,127,1.5,G5,E5,r,r,r,r,A4,A4,r,r,r,r,r,r,r,r,r,r,r,r
189.0,114.5455,127,1.6667,E5,A4,r,r,A5,A4,A4,A4,D4,D4,D4,r,r,r,r,r,r,r,r,r
189.25,114.697,127,1.8333,F#5,D5,r,r,A5,A4,A4,A4,D4,D4,D4,r,r,r,r,r,r,r,r,r
189.5,114.8485,128,1.0,G5,E5,r,r,G5,E5,A4,A4,C#4,C#4,C#4,r,r,r,r,r,r,r,r,r
189.75,115.0,128,1.1667,F#5,E5,r,r,G5,E5,A4,A4,C#4,C#4,C#4,r,r,r,r,r,r,r,r,r
190.0,115.1515,128,1.3333,E5,A4,r,r,r,r,A4,A4,A4,A4,A4,r,r,r,r,r,r,r,r,r
190.25,115.303,128,1.5,G5,A4,r,r,r,r,A4,A4,A4,A4,A4,r,r,r,r,r,r,r,r,r
190.5,115.4545,128,1.6667,F#5,D5,r,r,F#5,D5,A4,A4,r,r,r,r,r,r,r,r,r,r,r,r
190.75,115.6061,128,1.8333,A5,D5,r,r,F#5,D5,A4,A4,r,r,r,r,r,r,r,r,r,r,r,r
191.0,115.7576,129,1.0,G5,E5,r,r,E5,C#5,A4,A4,r,r,r,r,r,r,r,r,r,r,r,r
191.25,115.9091,129,1.1667,F#5,D5,r,r,E5,C#5,A4,A4,r,r,r,r,r,r,r,r,r,r,r,r
191.5,116.0606,129,1.3333,G5,E5,r,r,r,r,A4,A4,r,r,r,r,r,r,r,r,r,r,r,r
191.75,116.2121,129,1.5,A5,F#5,r,r,r,r,A4,A4,r,r,r,r,r,r,r,r,r,r,r,r
192.0,116.3636,129,1.6667,F#5,D5,A4,D3,D5,D5,D5,A4,D5,A4,F#4,r,r,r,r,r,r,r,r,D3
192.25,116.5152,129,1.8333,G5,E5,A4,D3,D5,D5,D5,A4,D5,A4,F#4,r,r,r,r,r,r,r,r,D3
192.5,116.6667,130,1.0,A5,F#5,D5,D3,A5,A5,A5,D5,A5,D5,F#4,r,r,r,r,r,r,r,r,D4
192.75,116.8182,130,1.1667,A5,F#5,D5,D3,A5,A5,A5,E5,A5,E5,F#4,r,r,r,r,r,r,r,r,D4
193.0,116.9697,130,1.3333,A5,F#5,F#4,D3,A5,A5,A5,F#5,A5,F#5,A4,r,r,r,r,r,r,r,r,A3
193.25,117.1212,130,1.5,A5,F#5,F#4,D3,A5,A5,A5,D5,A5,D5,A4,r,r,r,r,r,r,r,r,F#3
193.5,117.2727,130,1.6667,A5,F#5,A4,D3,A5,A5,A5,E5,A5,E5,A4,r,r,r,r,r,r,r,r,G3
193.75,117.4242,130,1.8333,A5,F#5,A4,D3,A5,A5,A5,C#5,A5,C#5,A4,r,r,r,r,r,r,r,r,E3
194.0,117.5758,131,1.0,A5,F#5,D4,D3,D6,D6,D6,A5,D6,A5,D4,r,r,r,r,r,r,r,r,F#3
194.5,117.8788,131,1.3333,A5,F#5,r,r,A5,A5,A5,r,A5,r,r,r,r,r,r,r,r,r,r,D3
194.75,118.0303,131,1.5,A5,F#5,r,r,F#5,F#5,F#5,r,F#5,r,r,r,r,r,r,r,r,r,r,D3
195.0,118.1818,131,1.6667,A5,F#5,r,r,G5,G5,G5,r,G5,r,r,r,r,r,r,r,r,r,r,A3
195.25,118.3333,131,1.8333,A5,F#5,r,r,E5,E5,E5,r,E5,r,r,r,r,r,r,r,r,r,r,A3
195.5,118.4848,132,1.0,A5,F#5,r,r,F#5,F#5,F#5,A4,F#5,A4,D4,r,r,r,r,r,r,r,r,C4
195.75,118.6364,132,1.1667,A5,F#5,r,r,F#5,F#5,F#5,B4,F#5,B4,D4,r,r,r,r,r,r,r,r,C4
196.0,118.7879,132,1.3333,A5,F#5,r,r,F#5,F#5,F#5,C5,F#5,C5,A3,r,r,r,r,r,r,r,r,F#3
196.25,118.9394,132,1.5,A5,F#5,r,r,F#5,F#5,F#5,B4,F#5,B4,A3,r,r,r,r,r,r,r,r,E-3
196.5,119.0909,132,1.6667,A5,F#5,r,r,F#5,F#5,F#5,C5,F#5,C5,A3,r,r,r,r,r,r,r,r,E3
196.75,119.2424,132,1.8333,A5,F#5,r,r,F#5,F#5,F#5,A4,F#5,A4,A3,r,r,r,r,r,r,r,r,C#3
197.0,119.3939,133,1.0,A5,F#5,r,r,C6,C6,C6,F#4,C6,F#4,A4,r,r,r,r,r,r,r,r,E-3
197.5,119.697,133,1.3333,A5,F#5,r,r,B5,B5,B5,r,B5,r,r,r,r,r,r,r,r,r,r,E-4
197.75,119.8485,133,1.5,A5,F#5,r,r,G5,G5,G5,r,G5,r,r,r,r,r,r,r,r,r,r,E-4
198.0,120.0,133,1.6667,A5,F#5,r,r,A5,A5,A5,r,A5,r,r,r,r,r,r,r,r,r,r,B3
198.25,120.1515,133,1.8333,A5,F#5,r,r,F#5,F#5,F#5,r,F#5,r,r,r,r,r,r,r,r,r,r,B3
198.5,120.303,134,1.0,G5,E5,r,r,G5,G5,G5,B4,G5,B4,E4,r,r,r,r,r,r,r,r,E4
198.75,120.4545,134,1.1667,G5,E5,r,r,G5,G5,G5,A4,G5,A4,E4,r,r,r,r,r,r,r,r,E4
199.0,120.6061,134,1.3333,G5,E5,r,r,E5,E5,E5,G4,E5,G4,B4,r,r,r,r,r,r,r,r,B3
199.25,120.7576,134,1.5,G5,E5,r,r,E5,E5,E5,B4,E5,B4,B4,r,r,r,r,r,r,r,r,G3
199.5,120.9091,134,1.6667,G5,E5,r,r,E5,E5,E5,A4,E5,A4,B4,r,r,r,r,r,r,r,r,A3
199.75,121.0606,134,1.8333,G5,E5,r,r,E5,E5,E5,C5,E5,C5,B4,r,r,r,r,r,r,r,r,F#3
200.0,121.2121,135,1.0,G5,E5,r,r,E6,E6,E5,B4,E6,B4,E4,r,r,r,r,r,r,r,r,G3
200.5,121.5152,135,1.3333,G5,E5,r,r,D6,D6,B5,r,D6,r,r,r,r,r,r,r,r,r,r,E3
200.75,121.6667,135,1.5,G5,E5,r,r,C#6,C#6,A5,r,C#6,r,r,r,r,r,r,r,r,r,r,E3
201.0,121.8182,135,1.6667,G5,E5,r,r,D6,D6,B5,r,D6,r,r,r,r,r,r,r,r,r,r,G3
201.25,121.9697,135,1.8333,G5,E5,r,r,B5,B5,G5,r,B5,r,r,r,r,r,r,r,r,r,r,G3
201.5,122.1212,136,1.0,G5,E5,A4,A2,C#6,C#6,E5,A4,C#6,A4,E4,r,r,r,r,r,r,r,r,A3
201.75,122.2727,136,1.1667,G5,E5,A4,A2,C#6,C#6,E5,B4,C#6,B4,E4,r,r,r,r,r,r,r,r,A3
202.0,122.4242,136,1.3333,G5,E5,A4,A2,A4,A4,A4,C#5,A4,C#5,E4,r,r,r,r,r,r,r,r,E3
202.25,122.5758,136,1.5,G5,E5,A4,A2,A4,A4,A4,E5,A4,E5,E4,r,r,r,r,r,r,r,r,C#3
202.5,122.7273,136,1.6667,G5,E5,A4,A2,A4,A4,A4,D5,A4,D5,A4,r,r,r,r,r,r,r,r,D3
202.75,122.8788,136,1.8333,G5,E5,A4,A2,A4,A4,A4,F#5,A4,F#5,A4,r,r,r,r,r,r,r,r,B2
203.0,123.0303,137,1.0,G5,E5,A4,A2,A5,A5,A5,E5,A5,E5,A4,r,r,r,r,r,r,r,r,C#3
203.5,123.3333,137,1.3333,G5,E5,r,r,G5,G5,G5,r,G5,r,r,r,r,r,r,r,r,r,r,A2
203.75,123.4848,137,1.5,G5,E5,r,r,F#5,F#5,F#5,r,F#5,r,r,r,r,r,r,r,r,r,r,A2
