qstamp,tstamp,measure,beat,Flute 1,Flute 2,Oboe 1,Oboe 2,Bb Clarinet 1,Bb Clarinet 2,Bassoon 1,Bassoon 2,F Horn 1,F Horn 2,F Trumpet 1,F Trumpet 2,Timpani,Violin 1,Violin 2,Viola,Violoncello,Contrabass
126.0,36.5217,42,1.0,r,r,r,r,r,r,B2,r,r,r,r,r,r,A5,A4,D3,B2,B1
126.5,36.6667,42,1.5,r,r,r,r,r,r,B2,r,r,r,r,r,r,G5,G4,D3,B2,B1
127.0,36.8116,42,2.0,r,r,r,r,r,r,D3,r,r,r,r,r,r,D5,D4,r,r,r
127.5,36.9565,42,2.5,r,r,r,r,r,r,D3,r,r,r,r,r,r,E5,E4,r,r,r
128.0,37.1014,42,3.0,r,r,r,r,r,r,G3,r,r,r,r,r,r,F5,F4,D4,B3,B2
129.0,37.3913,43,1.0,r,r,r,r,r,r,C3,r,r,r,r,r,r,F5,F4,G3,C4,C3
129.5,37.5362,43,1.5,r,r,r,r,r,r,C3,r,r,r,r,r,r,E5,E4,G3,C4,C3
130.0,37.6812,43,2.0,r,r,r,r,r,r,C4,r,r,r,r,r,r,C5,C4,r,r,r
130.5,37.8261,43,2.5,r,r,r,r,r,r,C4,r,r,r,r,r,r,D5,D4,r,r,r
131.0,37.971,43,3.0,r,r,r,r,r,r,C4,r,r,r,r,r,r,E-5,E-4,A3,F#3,F#2
132.0,38.2609,44,1.0,r,r,r,r,r,r,B3,r,r,r,r,r,r,r,r,D3,G3,G2
132.5,38.4058,44,1.5,r,r,r,r,r,r,B3,r,r,r,r,r,r,D5,D4,D3,G3,G2
133.0,38.5507,44,2.0,r,r,r,r,r,r,r,r,r,r,r,r,r,B4,B3,r,r,r
133.5,38.6957,44,2.5,r,r,r,r,r,r,r,r,r,r,r,r,r,C5,C4,r,r,r
134.0,38.8406,44,3.0,r,r,r,r,r,r,r,r,r,r,r,r,r,D5,D4,r,r,r
134.5,38.9855,44,3.5,r,r,r,r,r,r,r,r,r,r,r,r,r,B4,B3,r,r,r
135.0,39.1304,45,1.0,r,r,r,r,r,r,r,r,r,r,r,r,r,G4,G3,r,r,r
135.5,39.2754,45,1.5,r,r,r,r,r,r,r,r,r,r,r,r,r,B4,B3,r,r,r
136.0,39.4203,45,2.0,r,r,r,r,r,r,r,r,r,r,r,r,r,D5,D4,r,r,r
136.5,39.5652,45,2.5,r,r,r,r,r,r,r,r,r,r,r,r,r,F5,F4,r,r,r
137.0,39.7101,45,3.0,G5,G5,G4,G4,r,r,G3,r,r,r,r,r,r,E5,E4,r,r,r
137.5,39.8551,45,3.5,G5,G5,G4,G4,r,r,G3,r,r,r,r,r,r,D5,D4,r,r,r
138.0,40.0,46,1.0,G5,G5,G4,G4,r,r,G3,r,r,r,r,r,r,C5,C4,E4,C4,C3
138.5,40.1449,46,1.5,A5,A5,A4,A4,r,r,A3,r,r,r,r,r,r,C5,C4,E4,C4,C3
139.0,40.2899,46,2.0,B5,B5,B4,B4,r,r,B3,r,r,r,r,r,r,r,r,C4,G3,G2
139.5,40.4348,46,2.5,C6,C6,C5,C5,r,r,C4,r,r,r,r,r,r,r,r,C4,G3,G2
140.0,40.5797,46,3.0,G5,G5,G4,G4,r,r,G3,r,r,r,r,r,r,C5,E4,G3,E3,E2
140.5,40.7246,46,3.5,G5,G5,G4,G4,r,r,G3,r,r,r,r,r,r,C5,E4,G3,E3,E2
141.0,40.8696,47,1.0,G5,G5,G4,G4,r,r,G3,r,r,r,r,r,r,G4,D4,B3,F3,F2
141.5,41.0145,47,1.5,B5,B5,B4,B4,r,r,B3,r,r,r,r,r,r,G4,D4,B3,F3,F2
142.0,41.1594,47,2.0,C6,C6,C5,C5,r,r,C4,r,r,r,r,r,r,B4,G4,D4,D3,D2
142.5,41.3043,47,2.5,D6,D6,D5,D5,r,r,D4,r,r,r,r,r,r,B4,G4,D4,D3,D2
143.0,41.4493,47,3.0,G5,G5,G4,G4,r,r,G3,r,r,r,r,r,r,D5,G4,F4,B2,B1
143.5,41.5942,47,3.5,G5,G5,G4,G4,r,r,G3,r,r,r,r,r,r,D5,G4,F4,B2,B1
144.0,41.7391,48,1.0,G5,r,r,G4,r,r,G3,r,r,r,r,r,r,G4,G4,C4,E3,E2
144.5,41.8841,48,1.5,C6,r,r,C5,r,r,C4,r,r,r,r,r,r,G4,G4,C4,E3,E2
145.0,42.029,48,2.0,D6,r,r,D5,r,r,D4,r,r,r,r,r,r,C5,G4,E4,C3,C2
145.5,42.1739,48,2.5,E6,r,r,E5,r,r,E4,r,r,r,r,r,r,C5,G4,E4,C3,C2
146.0,42.3188,48,3.0,F6,r,r,F5,r,r,F4,r,r,r,r,r,r,E5,G4,C4,G2,G1
146.5,42.4638,48,3.5,E6,r,r,E5,r,r,E4,r,r,r,r,r,r,E5,G4,C4,G2,G1
147.0,42.6087,49,1.0,D6,r,r,D5,r,r,D4,r,r,r,r,r,r,D5,G4,B3,G2,G1
148.0,42.8986,49,2.0,G6,r,r,G5,r,r,G4,r,r,r,r,r,r,B4,G4,D4,B3,B2
149.0,43.1884,49,3.0,G6,r,r,G5,r,r,G4,r,r,r,r,r,r,D5,B3,G3,G3,G2
150.0,43.4783,50,1.0,G6,r,r,G5,r,r,G4,r,r,r,r,r,r,C5,C4,A3,A3,A2
150.5,43.6232,50,1.5,F#6,r,r,F#5,r,r,F#4,r,r,r,r,r,r,C5,C4,A3,A3,A2
151.0,43.7681,50,2.0,D6,r,r,D5,r,r,D4,r,r,r,r,r,r,A4,A3,D3,D4,D3
151.5,43.913,50,2.5,E6,r,r,E5,r,r,E4,r,r,r,r,r,r,A4,A3,D3,D4,D3
152.0,44.058,50,3.0,F6,r,r,F5,r,r,F4,r,r,r,r,r,r,D5,D4,B3,B3,B2
153.0,44.3478,51,1.0,F6,r,r,F5,r,r,F4,r,r,r,r,r,r,B4,B3,G3,G3,G2
153.5,44.4928,51,1.5,E6,r,r,E5,r,r,E4,r,r,r,r,r,r,B4,B3,G3,G3,G2
154.0,44.6377,51,2.0,C6,r,r,C5,r,r,C4,r,C4,C3,r,r,r,G4,G3,E3,C4,C3
154.5,44.7826,51,2.5,D6,r,r,D5,r,r,D4,r,C4,C3,r,r,r,G4,G3,E3,C4,C3
155.0,44.9275,51,3.0,E-6,C6,E-5,C5,r,r,E-4,C4,C4,C3,r,r,r,C5,C4,C3,A3,A2
156.0,45.2174,52,1.0,E-6,C6,E-5,C5,r,r,E-4,C4,C4,C3,r,r,r,r,E-4,r,F#2,F#1
156.25,45.2899,52,1.25,E-6,C6,E-5,C5,r,r,E-4,C4,C4,C3,r,r,r,r,E-4,r,F#2,F#1
156.5,45.3623,52,1.5,E-6,C6,E-5,C5,r,r,E-4,C4,C4,C3,r,r,r,r,E-4,r,A2,A1
156.75,45.4348,52,1.75,E-6,C6,E-5,C5,r,r,E-4,C4,C4,C3,r,r,r,r,E-4,r,A2,A1
157.0,45.5072,52,2.0,E-6,C6,E-5,C5,r,r,E-4,C4,C4,C3,r,r,r,r,E-4,r,C3,C2
157.5,45.6522,52,2.5,E-6,C6,E-5,C5,r,r,E-4,C4,C4,C3,r,r,r,r,E-4,r,E-3,E-2
158.0,45.7971,52,3.0,E-6,C6,E-5,C5,r,r,E-4,C4,C4,C3,r,r,r,r,E-4,r,F#3,F#2
158.5,45.942,52,3.5,E-6,C6,E-5,C5,r,r,E-4,C4,C4,C3,r,r,r,r,E-4,r,A3,A2
159.0,46.087,53,1.0,E-6,C6,E-5,C5,r,r,E-4,C4,C4,C3,r,r,r,A4,E-4,A3,C4,C3
159.5,46.2319,53,1.5,E-6,C6,E-5,C5,r,r,E-4,C4,C4,C3,r,r,r,C5,E-4,C4,C4,C3
160.0,46.3768,53,2.0,E-6,C6,E-5,C5,r,r,E-4,C4,C4,C3,r,r,r,E-5,E-4,E-4,r,r
160.5,46.5217,53,2.5,E-6,C6,E-5,C5,r,r,E-4,C4,C4,C3,r,r,r,F#5,E-4,F#4,r,r
161.0,46.6667,53,3.0,E-6,C6,E-5,C5,r,r,E-4,C4,C4,C3,r,r,r,A5,E-4,A4,r,r
161.5,46.8116,53,3.5,E-6,C6,E-5,C5,r,r,E-4,C4,C4,C3,r,r,r,C6,E-4,C5,r,r
162.0,46.9565,54,1.0,E-6,C6,E-5,C5,r,r,E-4,C4,C4,C3,r,r,r,E-6,E-4,E-5,r,r
164.0,47.5362,54,3.0,E-6,C6,E-5,C5,r,r,E-4,C4,C4,C3,r,r,r,C6,E-4,C5,r,r
165.0,47.8261,55,1.0,E-6,E-6,E-5,E-5,r,r,E-4,C4,C4,C3,C5,C4,C3,A5,E-4,A4,C3,C2
167.0,48.4058,55,3.0,C6,C6,C5,C5,r,r,C4,A3,C4,C3,C5,C4,C3,r,E-4,r,A2,A1
168.0,48.6957,56,1.0,E-6,C6,E-5,C5,r,r,E-4,C4,C4,C3,C5,C4,C3,r,E-4,r,F#2,F#1
168.5,48.8406,56,1.5,E-6,C6,E-5,C5,r,r,E-4,C4,C4,C3,C5,C4,C3,r,E-4,r,A2,A1
169.0,48.9855,56,2.0,E-6,C6,E-5,C5,r,r,E-4,C4,C4,C3,r,r,r,r,E-4,r,C3,C2
169.5,49.1304,56,2.5,E-6,C6,E-5,C5,r,r,E-4,C4,C4,C3,r,r,r,r,E-4,r,E-3,E-2
170.0,49.2754,56,3.0,E-6,C6,E-5,C5,r,r,E-4,C4,C4,C3,r,r,r,r,E-4,r,F#3,F#2
170.5,49.4203,56,3.5,E-6,C6,E-5,C5,r,r,E-4,C4,C4,C3,r,r,r,r,E-4,r,A3,A2
171.0,49.5652,57,1.0,E-6,C6,E-5,C5,r,r,E-4,C4,C4,C3,r,r,r,A4,E-4,A3,C4,C3
171.5,49.7101,57,1.5,E-6,C6,E-5,C5,r,r,E-4,C4,C4,C3,r,r,r,C5,E-4,C4,C4,C3
172.0,49.8551,57,2.0,E-6,C6,E-5,C5,r,r,E-4,C4,C4,C3,r,r,r,E-5,E-4,E-4,r,r
172.5,50.0,57,2.5,E-6,C6,E-5,C5,r,r,E-4,C4,C4,C3,r,r,r,F#5,E-4,F#4,r,r
173.0,50.1449,57,3.0,E-6,C6,E-5,C5,r,r,E-4,C4,C4,C3,r,r,r,A5,E-4,A4,r,r
173.5,50.2899,57,3.5,E-6,C6,E-5,C5,r,r,E-4,C4,C4,C3,r,r,r,C6,E-4,C5,r,r
174.0,50.4348,58,1.0,E-6,C6,E-5,C5,r,r,E-4,C4,C4,C3,r,r,r,E-6,E-4,E-5,r,r
176.0,51.0145,58,3.0,E-6,C6,E-5,C5,r,r,E-4,C4,C4,C3,r,r,r,C6,E-4,C5,r,r
177.0,51.3043,59,1.0,E-6,r,E-5,r,r,r,E-4,C4,C4,C3,C5,C4,C3,A5,E-4,A4,C4,C3
179.0,51.8841,59,3.0,C6,r,C5,r,r,r,C4,A3,C4,C3,C5,C4,C3,r,E-4,r,A3,A2
180.0,52.1739,60,1.0,F6,D6,F5,D5,r,r,F4,D4,r,r,r,r,r,F5,F4,F4,G#3,G#2
182.0,52.7536,60,3.0,F6,D6,F5,D5,r,r,F4,D4,r,r,r,r,r,D5,F4,D4,r,r
183.0,53.0435,61,1.0,F6,r,F5,r,r,r,F4,D4,r,r,r,r,r,B4,F4,B3,D4,D3
185.0,53.6232,61,3.0,D6,r,D5,D5,r,r,D4,B3,r,r,r,r,r,r,F4,r,B3,B2
186.0,53.913,62,1.0,G6,E6,G5,E5,G4,E4,C#4,B-3,G4,G4,r,r,r,G5,G4,E4,G3,G2
188.0,54.4928,62,3.0,r,r,r,r,r,r,r,r,r,r,r,r,r,E5,E4,C#4,B-3,B-2
189.0,54.7826,63,1.0,G#6,F6,G#5,F5,G#4,F4,G#3,F3,F4,F3,r,r,r,G#5,G#4,F4,F3,F2
191.0,55.3623,63,3.0,r,r,r,r,r,r,r,r,r,r,r,r,r,F5,F4,D4,G#3,G#2
192.0,55.6522,64,1.0,A6,F#6,A5,F#5,A4,F#4,E-4,C4,C4,C3,C5,C4,C3,A5,A4,F#4,E-3,E-2
194.0,56.2319,64,3.0,r,r,r,r,r,r,r,r,r,r,r,r,r,F#5,F#4,A3,C4,C3
195.0,56.5217,65,1.0,G6,G5,B5,G5,B4,G4,D4,B3,G4,G4,F4,F4,F2,B5,B4,G4,D3,D2
197.0,57.1014,65,3.0,G6,G5,B5,G5,B4,G4,D4,B3,r,r,r,r,r,G5,G4,D4,B3,B2
198.0,57.3913,66,1.0,G6,D6,B5,G5,B4,G4,D4,B3,G4,G4,F4,F4,F2,B5,B4,G4,D3,D2
200.0,57.971,66,3.0,G6,D6,B5,G5,B4,G4,D4,B3,G4,G4,F4,F4,F2,G5,G4,D4,F3,F2
201.0,58.2609,67,1.0,G6,E6,C6,r,E5,C5,E4,r,G4,G4,C5,C4,C3,C6,C5,C4,E3,E2
203.0,58.8406,67,3.0,A6,A5,A5,A5,C6,C5,A3,A3,A4,r,C5,C4,C3,A5,A4,A3,A3,A2
204.0,59.1304,68,1.0,F6,F5,F5,F5,F5,F4,F4,F3,F4,F3,C5,C4,F2,F5,F4,F3,F3,F2
206.0,59.7101,68,3.0,D6,D5,D5,D5,D5,D4,D4,D3,r,r,C5,C4,F2,D5,D4,D3,D3,D2
207.0,60.0,69,1.0,G6,r,G5,G5,G5,r,G4,G3,G4,G4,G5,G5,r,G5,G4,G3,G3,G2
209.0,60.5797,69,3.0,G5,G5,G4,G4,G4,G4,G3,G2,G4,G4,G5,G5,r,G4,G3,G3,G2,G1
210.0,60.8696,70,1.0,E6,C6,E5,C5,G4,E4,E4,C4,C4,C3,C5,C4,C3,E5,G4,C4,C3,C2
210.75,61.087,70,1.75,E6,C6,E5,C5,G4,E4,E4,C4,C4,C3,C5,C4,C3,E5,G4,C4,C3,C2
211.0,61.1594,70,2.0,D6,B5,D5,B4,G#4,F4,D4,B3,C4,C3,C5,C4,F2,D5,G#4,B3,F2,F1
212.0,61.4493,70,3.0,F6,D6,F5,D5,G#4,F4,D4,B3,C4,C3,C5,C4,F2,F5,G#4,B3,F2,F1
212.75,61.6667,70,3.75,F6,D6,F5,D5,G#4,F4,D4,B3,C4,C3,C5,C4,F2,F5,G#4,B3,F2,F1
213.0,61.7391,71,1.0,E6,C6,E5,C5,G4,E4,E4,C4,C4,C3,C5,C4,C3,E5,G4,C4,C3,C2
214.0,62.029,71,2.0,A6,F6,A5,F5,A4,F4,A3,F3,C4,C3,C5,C4,F2,A5,A4,C4,F2,F1
214.75,62.2464,71,2.75,A6,F6,A5,F5,A4,F4,A3,F3,C4,C3,C5,C4,F2,A5,B4,D4,F2,F1
215.0,62.3188,71,3.0,G6,E6,G5,E5,G4,E4,G3,E3,C4,C3,C5,C4,C3,G5,C5,E4,C3,C2
216.0,62.6087,72,1.0,A6,F6,A5,F5,A4,F4,A3,F3,C4,C3,C5,C4,F2,A5,A4,C4,F2,F1
216.75,62.8261,72,1.75,A6,F6,A5,F5,A4,F4,A3,F3,C4,C3,C5,C4,F2,A5,B4,D4,F2,F1
217.0,62.8986,72,2.0,G6,E6,G5,E5,G4,E4,G3,E3,C4,C3,C5,C4,C3,G5,C5,E4,C3,C2
218.0,63.1884,72,3.0,G6,G6,G5,G5,r,r,r,r,r,r,r,r,r,r,r,r,r,r
219.0,63.4783,73,1.0,F#6,r,F#5,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r
221.0,64.058,73,3.0,G6,r,G5,r,r,r,r,G3,r,r,r,r,r,r,E4,r,r,r
222.0,64.3478,74,1.0,F6,r,F5,r,r,r,r,G3,r,r,r,r,r,r,D4,r,r,r
222.5,64.4928,74,1.5,F6,r,F5,r,r,r,r,G3,r,r,r,r,r,F5,D4,r,r,r
223.0,64.6377,74,2.0,F6,r,F5,r,r,r,r,G3,r,r,r,r,r,C5,B3,r,r,r
223.5,64.7826,74,2.5,F6,r,F5,r,r,r,r,G3,r,r,r,r,r,D5,B3,r,r,r
224.0,64.9275,74,3.0,E6,r,E5,r,r,r,G4,G3,r,r,r,r,r,E5,C4,r,r,r
224.5,65.0725,74,3.5,E6,r,E5,r,r,r,G4,G3,r,r,r,r,r,C5,C4,r,r,r
225.0,65.2174,75,1.0,D6,r,D5,r,r,r,F4,G3,r,r,r,r,r,r,r,r,r,r
225.5,65.3623,75,1.5,D6,r,D5,r,r,r,F4,G3,r,r,r,r,r,D5,r,r,r,r
226.0,65.5072,75,2.0,D6,r,D5,r,r,r,F4,G3,r,r,r,r,r,A4,D4,r,r,r
226.5,65.6522,75,2.5,D6,r,D5,r,r,r,F4,G3,r,r,r,r,r,B4,D4,r,r,r
227.0,65.7971,75,3.0,C6,r,C5,r,G5,G4,E4,G3,G4,G4,r,r,r,C5,E4,r,r,r
227.5,65.942,75,3.5,C6,r,C5,r,G5,G4,E4,G3,G4,G4,r,r,r,G4,E4,r,r,r
228.0,66.087,76,1.0,B5,r,B4,r,F5,F4,D4,G3,G4,G4,r,r,r,r,r,r,r,r
228.5,66.2319,76,1.5,B5,r,B4,r,F5,F4,D4,G3,G4,G4,r,r,r,r,F4,r,r,r
229.0,66.3768,76,2.0,B5,r,B4,r,F5,F4,D4,G3,G4,G4,r,r,r,B4,C4,r,r,r
229.5,66.5217,76,2.5,B5,r,B4,r,F5,F4,D4,G3,G4,G4,r,r,r,B4,D4,r,r,r
230.0,66.6667,76,3.0,C6,r,C5,r,E5,E4,C4,G3,G4,G4,r,r,r,C5,E4,r,r,r
230.5,66.8116,76,3.5,C6,r,C5,r,E5,E4,C4,G3,G4,G4,r,r,r,C5,C4,r,r,r
231.0,66.9565,77,1.0,D6,r,D5,r,D5,D4,B3,G3,G4,G4,r,r,r,r,r,r,r,r
231.5,67.1014,77,1.5,D6,r,D5,r,D5,D4,B3,G3,G4,G4,r,r,r,r,D4,r,r,r
232.0,67.2464,77,2.0,D6,r,D5,r,D5,D4,B3,G3,G4,G4,r,r,r,D5,A3,r,r,r
232.5,67.3913,77,2.5,D6,r,D5,r,D5,D4,B3,G3,G4,G4,r,r,r,D5,B3,r,r,r
233.0,67.5362,77,3.0,E6,C6,E5,r,C5,C4,B-3,G3,G4,G4,r,r,r,E5,C4,r,r,r
233.5,67.6812,77,3.5,E6,C6,E5,r,C5,C4,B-3,G3,G4,G4,r,r,r,E5,G3,r,r,r
234.0,67.8261,78,1.0,F6,C6,F5,r,C5,C4,A3,F3,A4,F4,r,r,r,r,r,r,r,r
234.5,67.971,78,1.5,F6,C6,F5,r,C5,C4,A3,F3,A4,F4,r,r,r,A5,A4,r,r,r
235.0,68.1159,78,2.0,F6,C6,F5,r,C5,C4,A3,F3,r,r,r,r,r,E5,E4,r,r,r
235.5,68.2609,78,2.5,F6,C6,F5,r,C5,C4,A3,F3,r,r,r,r,r,F5,F4,r,r,r
236.0,68.4058,78,3.0,F6,D6,A5,r,A4,F4,F4,D3,r,r,r,r,r,G5,G4,r,r,r
236.5,68.5507,78,3.5,F6,D6,A5,r,A4,F4,D4,D3,r,r,r,r,r,A5,A4,r,r,r
237.0,68.6957,79,1.0,E6,C6,G5,r,G4,E4,G4,G3,r,r,r,r,r,r,r,r,r,r
237.5,68.8406,79,1.5,E6,C6,G5,r,G4,E4,G4,G3,r,r,r,r,r,A5,A4,r,r,r
238.0,68.9855,79,2.0,E6,C6,G5,r,G4,E4,G4,G3,r,r,r,r,r,F#5,F#4,r,r,r
238.5,69.1304,79,2.5,E6,C6,G5,r,G4,E4,G4,G3,r,r,r,r,r,G5,G4,r,r,r
239.0,69.2754,79,3.0,D6,B5,F5,r,B4,D4,G3,G2,r,r,r,r,r,A5,A4,r,r,r
239.5,69.4203,79,3.5,D6,B5,F5,r,B4,D4,G3,G2,r,r,r,r,r,G5,G4,r,r,r
240.0,69.5652,80,1.0,E6,C6,E5,C5,G4,E4,E4,C4,C4,C3,C5,C4,C3,E5,G4,C4,C3,C2
240.75,69.7826,80,1.75,E6,C6,E5,C5,G4,E4,E4,C4,C4,C3,C5,C4,C3,E5,G4,C4,C3,C2
241.0,69.8551,80,2.0,D6,B5,D5,B4,G#4,F4,D4,B3,C4,C3,C5,C4,F2,D5,G#4,B3,F2,F1
242.0,70.1449,80,3.0,F6,D6,F5,D5,G#4,F4,D4,B3,C4,C3,C5,C4,F2,F5,G#4,B3,F2,F1
242.75,70.3623,80,3.75,F6,D6,F5,D5,G#4,F4,D4,B3,C4,C3,C5,C4,F2,F5,G#4,B3,F2,F1
243.0,70.4348,81,1.0,E6,C6,E5,C5,G4,E4,E4,C4,C4,C3,C5,C4,C3,E5,G4,C4,C3,C2
244.0,70.7246,81,2.0,A6,F6,A5,F5,A4,F4,A3,F3,C4,C3,C5,C4,F2,A5,A4,C4,F2,F1
244.75,70.942,81,2.75,A6,F6,A5,F5,A4,F4,A3,F3,C4,C3,C5,C4,F2,A5,B4,D4,F2,F1
245.0,71.0145,81,3.0,G6,E6,G5,E5,G4,E4,G3,E3,C4,C3,C5,C4,C3,G5,C5,E4,C3,C2
246.0,71.3043,82,1.0,A6,F6,A5,F5,A4,F4,A3,F3,C4,C3,C5,C4,F2,A5,A4,C4,F2,F1
246.75,71.5217,82,1.75,A6,F6,A5,F5,A4,F4,A3,F3,C4,C3,C5,C4,F2,A5,B4,D4,F2,F1
247.0,71.5942,82,2.0,G6,E6,G5,E5,G4,E4,G3,E3,C4,C3,C5,C4,C3,G5,C5,E4,C3,C2
248.0,71.8841,82,3.0,r,r,r,r,r,r,G4,r,r,r,r,r,r,r,r,G4,G4,r
249.0,72.1739,83,1.0,r,r,r,r,r,r,F#4,r,r,r,r,r,r,r,r,F#4,F#4,r
251.0,72.7536,83,3.0,r,r,r,r,r,r,G4,G3,G4,G4,r,r,r,r,E5,G4,G4,r
252.0,73.0435,84,1.0,r,r,r,r,r,r,F4,G3,G4,G4,r,r,r,r,D5,F4,F4,r
252.5,73.1884,84,1.5,r,r,r,r,r,r,F4,G3,G4,G4,r,r,r,D6,D5,F4,F4,r
253.0,73.3333,84,2.0,r,r,r,r,r,r,F4,G3,G4,G4,r,r,r,A5,D5,F4,F4,r
253.5,73.4783,84,2.5,r,r,r,r,r,r,F4,G3,G4,G4,r,r,r,B5,D5,F4,F4,r
254.0,73.6232,84,3.0,r,r,r,r,G5,G4,E4,G3,G4,G4,r,r,r,C6,C5,E4,E4,r
254.5,73.7681,84,3.5,r,r,r,r,G5,G4,E4,G3,G4,G4,r,r,r,G5,C5,E4,E4,r
255.0,73.913,85,1.0,r,r,r,r,F5,F4,D4,G3,G4,G4,r,r,r,r,r,D4,D4,r
255.5,74.058,85,1.5,r,r,r,r,F5,F4,D4,G3,G4,G4,r,r,r,F5,r,D4,D4,r
256.0,74.2029,85,2.0,r,r,r,r,F5,F4,D4,G3,G4,G4,r,r,r,C5,F4,D4,D4,r
256.5,74.3478,85,2.5,r,r,r,r,F5,F4,D4,G3,G4,G4,r,r,r,D5,F4,D4,D4,r
257.0,74.4928,85,3.0,G6,r,G5,r,E5,E4,C4,G3,G4,G4,r,r,r,E5,E4,C4,C4,r
257.5,74.6377,85,3.5,G6,r,G5,r,E5,E4,C4,G3,G4,G4,r,r,r,C5,E4,C4,C4,r
258.0,74.7826,86,1.0,F6,r,F5,r,D5,D4,B3,G3,G4,G4,r,r,r,r,r,B3,B3,r
258.5,74.9275,86,1.5,F6,r,F5,r,D5,D4,B3,G3,G4,G4,r,r,r,r,D5,B3,B3,r
259.0,75.0725,86,2.0,F6,r,F5,r,D5,D4,B3,G3,G4,G4,r,r,r,D5,A4,B3,B3,r
259.5,75.2174,86,2.5,F6,r,F5,r,D5,D4,B3,G3,G4,G4,r,r,r,D5,B4,B3,B3,r
260.0,75.3623,86,3.0,E6,r,E5,r,C5,C4,C4,G3,G4,G4,r,r,r,E5,C5,C4,C4,r
260.5,75.5072,86,3.5,E6,r,E5,r,C5,C4,C4,G3,G4,G4,r,r,r,E5,G4,C4,C4,r
261.0,75.6522,87,1.0,D6,r,D5,r,B4,B3,D4,G3,G4,G4,r,r,r,r,r,D4,D4,r
261.5,75.7971,87,1.5,D6,r,D5,r,B4,B3,D4,G3,G4,G4,r,r,r,r,F4,D4,D4,r
262.0,75.942,87,2.0,D6,r,D5,r,B4,B3,D4,G3,G4,G4,r,r,r,F5,C4,D4,D4,r
262.5,76.087,87,2.5,D6,r,D5,r,B4,B3,D4,G3,G4,G4,r,r,r,F5,D4,D4,D4,r
263.0,76.2319,87,3.0,C6,B-5,C5,r,B-4,B-3,E4,G3,G4,G4,r,r,r,G5,E4,E4,E4,r
263.5,76.3768,87,3.5,C6,B-5,C5,r,B-4,B-3,E4,G3,G4,G4,r,r,r,G5,C4,E4,E4,r
264.0,76.5217,88,1.0,C6,A5,C5,r,A4,A3,F4,F3,A4,F4,r,r,r,r,r,F4,F4,r
264.5,76.6667,88,1.5,C6,A5,C5,r,A4,A3,F4,F3,A4,F4,r,r,r,A5,A4,F4,F4,r
265.0,76.8116,88,2.0,C6,A5,C5,r,A4,A3,F4,F3,r,r,r,r,r,E5,E4,F4,F4,r
265.5,76.9565,88,2.5,C6,A5,C5,r,A4,A3,F4,F3,r,r,r,r,r,F5,F4,F4,F4,r
266.0,77.1014,88,3.0,F6,D6,A5,r,F5,A4,D4,D3,r,r,r,r,r,G5,G4,D4,D4,r
266.5,77.2464,88,3.5,F6,D6,A5,r,F5,A4,D4,D3,r,r,r,r,r,A5,A4,D4,D4,r
267.0,77.3913,89,1.0,E6,C6,G5,r,E5,G4,G4,G3,r,r,r,r,r,r,r,G4,G4,r
267.5,77.5362,89,1.5,E6,C6,G5,r,E5,G4,G4,G3,r,r,r,r,r,A5,A4,G4,G4,r
268.0,77.6812,89,2.0,E6,C6,G5,r,E5,G4,G4,G3,r,r,r,r,r,F#5,F#4,G4,G4,r
268.5,77.8261,89,2.5,E6,C6,G5,r,E5,G4,G4,G3,r,r,r,r,r,G5,G4,G4,G4,r
269.0,77.971,89,3.0,D6,B5,F5,r,D5,B4,G3,G2,r,r,r,r,r,A5,A4,G3,G3,r
269.5,78.1159,89,3.5,D6,B5,F5,r,D5,B4,G3,G2,r,r,r,r,r,B5,B4,G3,G3,r
270.0,78.2609,90,1.0,C6,E5,E5,r,C5,E4,C4,C3,r,r,r,r,r,C6,C5,C4,C4,C3
270.5,78.4058,90,1.5,C6,E5,E5,r,C5,E4,C4,C3,r,r,r,r,r,C6,C5,B3,B3,C3
271.0,78.5507,90,2.0,r,r,r,r,r,r,r,r,r,r,r,r,r,E5,C5,C4,C4,r
271.5,78.6957,90,2.5,r,r,r,r,r,r,r,r,r,r,r,r,r,E5,C5,B3,B3,r
272.0,78.8406,90,3.0,r,r,r,r,r,r,r,r,r,r,r,r,r,E5,C5,A3,A3,r
272.5,78.9855,90,3.5,r,r,r,r,r,r,r,r,r,r,r,r,r,F5,D5,G3,G3,r
273.0,79.1304,91,1.0,F6,r,F5,r,r,r,F4,F4,r,r,r,r,r,D5,B4,G3,G3,G2
273.5,79.2754,91,1.5,E6,r,E5,r,r,r,E4,E4,r,r,r,r,r,D5,B4,G3,G3,G2
274.0,79.4203,91,2.0,F6,r,F5,r,F5,D5,F4,F4,r,r,r,r,r,F5,D5,F4,r,r
274.5,79.5652,91,2.5,E6,r,E5,r,F5,D5,E4,E4,r,r,r,r,r,F5,D5,F4,r,r
275.0,79.7101,91,3.0,D6,r,D5,r,F5,D5,D4,D4,r,r,r,r,r,F5,D5,F4,r,r
275.5,79.8551,91,3.5,C6,r,C5,r,G5,E5,C4,C4,r,r,r,r,r,G5,E5,G4,r,r
276.0,80.0,92,1.0,C6,r,C5,r,E5,r,C4,C4,C4,C3,C5,C4,C3,E5,C5,E4,C3,C2
