qstamp,tstamp,measure,beat,Flute 1,Flute 2,Oboe 1,Oboe 2,Bb Clarinet 1,Bb Clarinet 2,Bassoon 1,Bassoon 2,D Horn 1,D Horn 2,Bb (basso) Horn 3,Bb (basso) Horn 4,D Trumpet 1,D Trumpet 2,"D, A Timpani",Violin 1,Violin 2,Viola,Violoncello,Contrabass
222.875,151.9602,112,1.875,C#6,r,r,r,r,r,E4,r,r,r,r,r,r,r,r,C#5,E5,B-3,r,r
223.0,152.0455,112,2.0,C#6,r,r,r,r,r,E4,r,r,r,r,r,r,r,r,C#5,E5,B3,B2,r
223.5,152.3864,112,2.5,C#6,r,r,r,r,r,E4,r,r,r,r,r,r,r,r,C#5,E5,r,B-2,r
223.875,152.642,112,2.875,C#6,r,r,r,r,r,E4,r,r,r,r,r,r,r,r,C#5,E5,r,B-2,r
224.0,152.7273,113,1.0,F#6,r,r,r,r,r,C#4,r,r,r,r,r,r,r,r,F#5,E4,B3,B2,B1
224.5,153.0682,113,1.5,F#6,r,r,r,r,r,C#4,r,r,r,r,r,r,r,r,F#5,E4,B-3,r,r
224.875,153.3239,113,1.875,F#6,r,r,r,r,r,C#4,r,r,r,r,r,r,r,r,F#5,E4,B-3,r,r
225.0,153.4091,113,2.0,F#6,r,F#5,r,r,r,C#4,r,r,r,r,r,r,r,r,F#5,E4,B3,B2,B1
225.5,153.75,113,2.5,F#6,r,F#5,r,r,r,C#4,r,r,r,r,r,r,r,r,F#5,E4,B-3,B-2,B-1
225.875,154.0057,113,2.875,F#6,r,F#5,r,r,r,C#4,r,r,r,r,r,r,r,r,F#5,E4,B-3,B-2,B-1
226.0,154.0909,114,1.0,F#6,r,F#5,r,r,r,F#4,F#3,r,r,r,r,r,r,r,F#5,F#4,F#4,F#3,F#2
226.25,154.2614,114,1.25,F#6,r,F#5,r,r,r,F#4,F#3,r,r,r,r,r,r,r,E5,E4,E4,E4,F#2
226.5,154.4318,114,1.5,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,E-5,E-4,E-4,E-4,r
226.75,154.6023,114,1.75,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,C#5,C#4,C#4,C#4,r
227.0,154.7727,114,2.0,B5,r,B4,r,r,r,B3,B2,r,r,r,r,r,r,r,B4,B4,B3,B3,r
227.25,154.9432,114,2.25,B5,r,B4,r,r,r,B3,B2,r,r,r,r,r,r,r,B-4,B-4,B-3,B-3,r
227.5,155.1136,114,2.5,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,G#4,G#4,G#3,G#3,r
227.75,155.2841,114,2.75,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,F#4,F#4,F#3,F#3,r
228.0,155.4545,115,1.0,B5,r,B4,r,r,r,B3,B2,r,r,r,r,r,r,r,E4,E4,E3,E3,r
228.25,155.625,115,1.25,B5,r,B4,r,r,r,B3,B2,r,r,r,r,r,r,r,E-4,E-4,E-3,E-3,r
228.5,155.7955,115,1.5,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,C#4,C#4,C#3,C#3,r
228.75,155.9659,115,1.75,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,B3,B3,B3,B2,r
229.0,156.1364,115,2.0,B-5,r,B-4,r,B-4,r,B-3,B-2,r,r,r,r,r,r,r,B-3,B-3,B-3,B-2,r
229.25,156.3068,115,2.25,B-5,r,B-4,r,B-4,r,B-3,B-2,r,r,r,r,r,r,r,B3,B3,B3,B2,r
229.5,156.4773,115,2.5,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,B-3,B-3,B-3,B-2,B-1
229.75,156.6477,115,2.75,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,B-3,B-3,B-3,B-2,B-1
230.0,156.8182,116,1.0,A5,r,A4,r,A4,r,A3,A2,r,r,r,r,r,r,r,B-3,B-3,B-3,B-2,r
230.25,156.9886,116,1.25,A5,r,A4,r,A4,r,A3,A2,r,r,r,r,r,r,r,A3,A3,A3,A2,r
230.5,157.1591,116,1.5,r,r,r,r,r,r,F4,F3,r,r,r,r,r,r,r,E4,E4,E4,E3,A1
230.75,157.3295,116,1.75,r,r,r,r,r,r,F4,F3,r,r,r,r,r,r,r,F4,F4,F4,F3,A1
231.0,157.5,116,2.0,r,r,F#5,r,F#4,r,r,r,r,r,r,r,r,r,r,F#4,F#4,F#4,F#3,r
231.25,157.6705,116,2.25,r,r,F#5,r,F#4,r,r,r,r,r,r,r,r,r,r,E4,E4,E4,E3,r
231.5,157.8409,116,2.5,r,r,F5,r,F4,r,r,r,r,r,F4,F3,r,r,r,F4,F4,F4,F3,A1
231.75,158.0114,116,2.75,r,r,F5,r,F4,r,r,r,r,r,F4,F3,r,r,r,A3,A3,A3,A2,A1
232.0,158.1818,117,1.0,r,r,r,r,r,r,B-3,B-2,r,r,r,r,r,r,r,B-3,B-3,B-3,B-2,r
232.25,158.3523,117,1.25,r,r,r,r,r,r,B-3,B-2,r,r,r,r,r,r,r,G#4,G#4,G#3,G#3,r
232.5,158.5227,117,1.5,r,r,r,r,r,r,G4,G3,r,r,B-3,B-2,r,r,r,F#4,F#4,F#3,F#3,B-1
232.75,158.6932,117,1.75,r,r,r,r,r,r,G4,G3,r,r,B-3,B-2,r,r,r,G4,G4,G3,G3,B-1
233.0,158.8636,117,2.0,r,r,B-5,r,B-4,r,r,r,r,r,r,r,r,r,r,B-4,B-4,B-3,B-3,r
233.25,159.0341,117,2.25,r,r,B-5,r,B-4,r,r,r,r,r,r,r,r,r,r,G#4,G#4,G#3,G#3,r
233.5,159.2045,117,2.5,r,r,A5,r,A4,r,r,r,r,r,F4,F3,r,r,r,A4,A4,A3,A3,C2
233.75,159.375,117,2.75,r,r,A5,r,A4,r,r,r,r,r,F4,F3,r,r,r,C4,C4,C3,C3,C2
234.0,159.5455,118,1.0,r,r,r,r,r,r,D3,D2,r,r,r,r,r,r,r,D4,D4,D3,D3,r
234.25,159.7159,118,1.25,r,r,r,r,r,r,D3,D2,r,r,r,r,r,r,r,C5,C5,C4,C4,r
234.5,159.8864,118,1.5,r,r,r,r,r,r,B-3,B-2,r,r,B-3,B-2,r,r,r,A4,A4,A3,A3,D2
234.75,160.0568,118,1.75,r,r,r,r,r,r,B-3,B-2,r,r,B-3,B-2,r,r,r,B-4,B-4,B-3,B-3,D2
235.0,160.2273,118,2.0,D6,r,D5,r,r,r,r,r,r,r,r,r,r,r,r,D5,D5,D4,D4,r
235.25,160.3977,118,2.25,D6,r,D5,r,r,r,r,r,r,r,r,r,r,r,r,B4,B4,B3,B3,r
235.5,160.5682,118,2.5,C6,r,C5,r,r,r,r,r,r,r,B-3,B-2,r,r,r,C5,C5,C4,C4,E-2
235.75,160.7386,118,2.75,C6,r,C5,r,r,r,r,r,r,r,B-3,B-2,r,r,r,E-4,E-4,E-3,E-3,E-2
236.0,160.9091,119,1.0,r,r,r,r,r,r,F3,F2,r,r,r,r,r,r,r,E-5,E-5,E-4,E-4,r
236.25,161.0795,119,1.25,r,r,r,r,r,r,F3,F2,r,r,r,r,r,r,r,C#5,C#5,C#4,C#4,r
236.5,161.25,119,1.5,r,r,r,r,r,r,D4,D3,r,r,B-3,B-2,r,r,r,D5,D5,D4,D4,F2
236.75,161.4205,119,1.75,r,r,r,r,r,r,D4,D3,r,r,B-3,B-2,r,r,r,F4,F4,F3,F3,F2
237.0,161.5909,119,2.0,F6,r,F5,r,r,r,r,r,r,r,r,r,r,r,r,F5,F5,F4,F4,r
237.25,161.7614,119,2.25,F6,r,F5,r,r,r,r,r,r,r,r,r,r,r,r,D5,D5,D4,D4,r
237.5,161.9318,119,2.5,E-6,r,E-5,r,r,r,r,r,r,r,E-4,E-4,r,r,r,E-5,E-5,E-4,E-4,G2
237.75,162.1023,119,2.75,E-6,r,E-5,r,r,r,r,r,r,r,E-4,E-4,r,r,r,G4,G4,G3,G3,G2
238.0,162.2727,120,1.0,r,r,r,r,r,r,F#4,r,r,r,C4,r,r,r,A2,F#5,F#5,E-4,F#3,r
238.5,162.6136,120,1.5,r,r,r,r,r,r,F#4,r,r,r,C4,F3,r,r,A2,F#5,r,r,F3,F1
238.75,162.7841,120,1.75,C6,r,r,r,r,r,F#4,r,r,r,C4,F3,r,r,A2,F#5,r,r,F3,F1
238.875,162.8693,120,1.875,C6,r,r,r,r,r,F#4,r,r,r,C4,F3,r,r,A2,F#5,r,r,F3,F1
239.0,162.9545,120,2.0,E-6,r,r,r,r,r,F#4,r,F4,r,C4,F3,r,r,A2,F#5,r,C4,F3,F1
239.25,163.125,120,2.25,r,r,r,r,r,r,F4,r,F4,r,C4,F3,r,r,A2,F5,r,C4,F3,F1
239.5,163.2955,120,2.5,r,r,r,r,r,r,E-4,r,F4,r,C4,F3,r,r,r,E-5,r,C4,A3,A1
239.75,163.4659,120,2.75,r,r,r,r,r,r,C4,r,F4,r,C4,F3,r,r,r,C5,r,C4,A3,A1
240.0,163.6364,121,1.0,r,r,r,r,F#5,r,r,r,F4,r,C4,F3,r,r,A2,r,F#4,C4,r,r
240.5,163.9773,121,1.5,r,r,r,r,F#5,r,r,r,F4,r,C4,F3,r,r,A2,r,F#4,r,A2,A1
240.75,164.1477,121,1.75,r,r,C5,r,F#5,r,r,r,F4,r,C4,F3,r,r,A2,r,F#4,r,A2,A1
240.875,164.233,121,1.875,r,r,C5,r,F#5,r,r,r,F4,r,C4,F3,r,r,A2,r,F#4,r,A2,A1
241.0,164.3182,121,2.0,r,r,E-5,r,F#5,r,r,r,F4,r,C4,F3,r,r,A2,r,F#4,F3,A2,A1
241.25,164.4886,121,2.25,r,r,r,r,F5,r,r,r,F4,r,C4,F3,r,r,A2,r,F4,F3,A2,A1
241.5,164.6591,121,2.5,r,r,r,r,E-5,r,r,r,F4,r,C4,F3,r,r,r,r,E-4,F3,F3,F2
241.75,164.8295,121,2.75,r,r,r,r,C5,r,r,r,F4,r,C4,F3,r,r,r,r,C4,F3,F3,F2
242.0,165.0,122,1.0,r,r,r,r,r,r,G4,r,F4,r,D4,F3,r,r,D3,G5,r,F3,r,r
242.5,165.3409,122,1.5,r,r,r,r,r,r,G4,r,F4,r,D4,F3,r,r,D3,G5,r,r,F3,F2
242.75,165.5114,122,1.75,D6,r,r,r,r,r,G4,r,F4,r,D4,F3,r,r,D3,G5,r,r,F3,F2
242.875,165.5966,122,1.875,D6,r,r,r,r,r,G4,r,F4,r,D4,F3,r,r,D3,G5,r,r,F3,F2
243.0,165.6818,122,2.0,F6,r,r,r,r,r,G4,r,F4,r,D4,B-3,r,r,D3,G5,r,D4,F3,F2
243.25,165.8523,122,2.25,r,r,r,r,r,r,F4,r,F4,r,D4,B-3,r,r,D3,F5,r,D4,F3,F2
243.5,166.0227,122,2.5,r,r,r,r,r,r,D4,r,F4,r,D4,B-3,r,r,r,D5,r,D4,B-3,B-2
243.75,166.1932,122,2.75,r,r,r,r,r,r,B-3,r,F4,r,D4,B-3,r,r,r,B-4,r,D4,B-3,B-2
244.0,166.3636,123,1.0,r,r,r,r,G5,r,r,r,F4,r,D4,B-3,r,r,D3,r,G4,D4,r,r
244.5,166.7045,123,1.5,r,r,r,r,G5,r,r,r,F4,r,D4,B-3,r,r,D3,r,G4,r,B-3,B-2
244.75,166.875,123,1.75,r,r,D5,r,G5,r,r,r,F4,r,D4,B-3,r,r,D3,r,G4,r,B-3,B-2
244.875,166.9602,123,1.875,r,r,D5,r,G5,r,r,r,F4,r,D4,B-3,r,r,D3,r,G4,r,B-3,B-2
245.0,167.0455,123,2.0,r,r,F5,r,G5,r,r,r,F4,r,D4,B-3,r,r,D3,r,G4,F3,B-3,B-2
245.25,167.2159,123,2.25,r,r,r,r,F5,r,r,r,F4,r,D4,B-3,r,r,D3,r,F4,F3,B-3,B-2
245.5,167.3864,123,2.5,r,r,r,r,D5,r,r,r,F4,r,D4,F3,r,r,r,r,D4,F3,F4,F3
245.75,167.5568,123,2.75,r,r,r,r,B-4,r,r,r,F4,r,D4,F3,r,r,r,r,B-3,F3,F4,F3
246.0,167.7273,124,1.0,r,r,r,r,r,r,F#4,r,F4,C4,C4,F3,r,r,A2,F#5,r,C4,r,r
246.5,168.0682,124,1.5,r,r,r,r,r,r,F#4,r,F4,C4,C4,F3,r,r,A2,F#5,r,r,F2,F1
246.75,168.2386,124,1.75,C6,r,r,r,r,r,F#4,r,F4,C4,C4,F3,r,r,A2,F#5,r,r,F2,F1
246.875,168.3239,124,1.875,C6,r,r,r,r,r,F#4,r,F4,C4,C4,F3,r,r,A2,F#5,r,r,F2,F1
247.0,168.4091,124,2.0,E-6,r,r,r,r,r,F#4,r,F4,C4,C4,F3,r,r,A2,F#5,r,C4,F2,F1
247.25,168.5795,124,2.25,r,r,r,r,r,r,F4,r,F4,C4,C4,F3,r,r,A2,F5,r,C4,F2,F1
247.5,168.75,124,2.5,r,r,r,r,r,r,E-4,r,F4,C4,C4,F3,r,r,r,E-5,r,C4,A2,A1
247.75,168.9205,124,2.75,r,r,r,r,r,r,C4,r,F4,C4,C4,F3,r,r,r,C5,r,C4,A2,A1
248.0,169.0909,125,1.0,r,r,r,r,F#5,r,r,r,F4,C4,C4,F3,r,r,A2,r,F#4,C4,r,r
248.5,169.4318,125,1.5,r,r,r,r,F#5,r,r,r,F4,C4,C4,F3,r,r,A2,r,F#4,r,A2,A1
248.75,169.6023,125,1.75,r,r,C5,r,F#5,r,r,r,F4,C4,C4,F3,r,r,A2,r,F#4,r,A2,A1
248.875,169.6875,125,1.875,r,r,C5,r,F#5,r,r,r,F4,C4,C4,F3,r,r,A2,r,F#4,r,A2,A1
249.0,169.7727,125,2.0,r,r,E-5,r,F#5,r,r,r,F4,C4,C4,F3,r,r,A2,r,F#4,C4,A2,A1
249.25,169.9432,125,2.25,r,r,r,r,F5,r,r,r,F4,C4,C4,F3,r,r,A2,r,F4,C4,A2,A1
249.5,170.1136,125,2.5,r,r,r,r,E-5,r,r,r,F4,C4,C4,F3,r,r,r,r,E-4,C4,F3,F2
249.75,170.2841,125,2.75,r,r,r,r,C5,r,r,r,F4,C4,C4,F3,r,r,r,r,C4,C4,F3,F2
250.0,170.4545,126,1.0,r,r,r,r,r,r,G4,r,F4,D4,B-3,F3,r,r,D3,G5,r,F3,r,r
250.5,170.7955,126,1.5,r,r,r,r,r,r,G4,r,F4,D4,B-3,F3,r,r,D3,G5,r,r,F3,F2
250.75,170.9659,126,1.75,D6,r,r,r,r,r,G4,r,F4,D4,B-3,F3,r,r,D3,G5,r,r,F3,F2
250.875,171.0511,126,1.875,D6,r,r,r,r,r,G4,r,F4,D4,B-3,F3,r,r,D3,G5,r,r,F3,F2
251.0,171.1364,126,2.0,F6,r,r,r,r,r,G4,r,F4,D4,B-3,F3,r,r,D3,G5,r,D4,F3,F2
251.25,171.3068,126,2.25,r,r,r,r,r,r,F4,r,F4,D4,B-3,F3,r,r,D3,F5,r,D4,F3,F2
251.5,171.4773,126,2.5,r,r,r,r,r,r,D4,r,F4,D4,B-3,F3,r,r,r,D5,r,D4,B-3,B-2
251.75,171.6477,126,2.75,r,r,r,r,r,r,B-3,r,F4,D4,B-3,F3,r,r,r,B-4,r,D4,B-3,B-2
252.0,171.8182,127,1.0,r,r,r,r,G5,r,r,r,F4,D4,B-3,F3,r,r,D3,r,G4,D4,r,r
252.5,172.1591,127,1.5,r,r,r,r,G5,r,r,r,F4,D4,B-3,F3,r,r,D3,r,G4,r,B-3,B-2
252.75,172.3295,127,1.75,r,r,D5,r,G5,r,r,r,F4,D4,B-3,F3,r,r,D3,r,G4,r,B-3,B-2
252.875,172.4148,127,1.875,r,r,D5,r,G5,r,r,r,F4,D4,B-3,F3,r,r,D3,r,G4,r,B-3,B-2
253.0,172.5,127,2.0,r,r,F5,r,G5,r,r,r,F4,D4,B-3,F3,r,r,D3,r,G4,F3,B-3,B-2
253.25,172.6705,127,2.25,r,r,r,r,F5,r,r,r,F4,D4,B-3,F3,r,r,D3,r,F4,F3,B-3,B-2
253.5,172.8409,127,2.5,r,r,r,r,D5,r,r,r,F4,D4,B-3,F3,r,r,r,r,D4,F3,F4,F3
253.75,173.0114,127,2.75,r,r,r,r,B-4,r,r,r,F4,D4,B-3,F3,r,r,r,r,B-3,F3,F4,F3
254.0,173.1818,128,1.0,r,r,r,r,r,r,F#4,r,F4,C4,C4,F3,r,r,A2,F#5,r,C4,r,r
254.25,173.3523,128,1.25,C6,r,r,r,r,r,F4,r,F4,C4,C4,F3,r,r,A2,F5,r,C4,r,r
254.5,173.5227,128,1.5,E-6,r,r,r,r,r,E-4,r,F4,C4,C4,F3,r,r,A2,E-5,r,r,F2,F1
254.75,173.6932,128,1.75,r,r,r,r,r,r,C4,r,F4,C4,C4,F3,r,r,A2,C5,r,r,C3,C2
254.875,173.7784,128,1.875,r,r,r,r,r,r,C4,r,F4,C4,C4,F3,r,r,A2,C5,r,r,C3,C2
255.0,173.8636,128,2.0,r,r,r,r,F#5,r,r,r,F4,C4,C4,F3,r,r,A2,r,F#4,C4,r,r
255.25,174.0341,128,2.25,r,r,C5,r,F5,r,r,r,F4,C4,C4,F3,r,r,A2,r,F4,C4,r,r
255.5,174.2045,128,2.5,r,r,E-5,r,E-5,r,r,r,F4,C4,C4,F3,r,r,r,r,E-4,C4,F3,F2
255.75,174.375,128,2.75,r,r,r,r,C5,r,r,r,F4,C4,C4,F3,r,r,r,r,C4,C4,C4,C3
256.0,174.5455,129,1.0,r,r,r,r,r,r,G4,r,F4,D4,B-3,F3,r,r,D3,G5,r,D4,r,r
256.25,174.7159,129,1.25,D6,r,r,r,r,r,F4,r,F4,D4,B-3,F3,r,r,D3,F5,r,D4,r,r
256.5,174.8864,129,1.5,F6,r,r,r,r,r,D4,r,F4,D4,B-3,F3,r,r,D3,D5,r,r,F2,F1
256.75,175.0568,129,1.75,r,r,r,r,r,r,B-3,r,F4,D4,B-3,F3,r,r,D3,B-4,r,r,D3,D2
256.875,175.142,129,1.875,r,r,r,r,r,r,B-3,r,F4,D4,B-3,F3,r,r,D3,B-4,r,r,D3,D2
257.0,175.2273,129,2.0,r,r,r,r,G5,r,r,r,F4,D4,B-3,F3,r,r,D3,r,G4,D4,r,r
257.25,175.3977,129,2.25,r,r,D5,r,F5,r,r,r,F4,D4,B-3,F3,r,r,D3,r,F4,D4,r,r
257.5,175.5682,129,2.5,r,r,F5,r,D5,r,r,r,F4,D4,B-3,F3,r,r,r,r,D4,D4,F3,F2
257.75,175.7386,129,2.75,r,r,r,r,B-4,r,r,r,F4,D4,B-3,F3,r,r,r,r,B-3,D4,D4,D3
258.0,175.9091,130,1.0,r,r,F#5,F#4,r,r,F2,F2,F4,C4,C4,F3,r,r,r,F#5,A3,C4,F2,F1
258.125,175.9943,130,1.125,r,r,F#5,F#4,r,r,F2,F2,F4,C4,C4,F3,r,r,r,F#5,A3,C4,F2,F1
258.25,176.0795,130,1.25,r,r,F5,F4,r,r,E-3,E-3,F4,C4,C4,F3,r,r,r,F5,C4,A3,E-3,E-2
258.375,176.1648,130,1.375,r,r,F5,F4,r,r,E-3,E-3,F4,C4,C4,F3,r,r,r,F5,C4,A3,E-3,E-2
258.5,176.25,130,1.5,F#6,r,A5,A4,F#5,F#4,F2,F2,F4,C4,C4,F3,r,r,A2,A5,A3,C4,F2,F1
258.625,176.3352,130,1.625,F#6,r,A5,A4,F#5,F#4,F2,F2,F4,C4,C4,F3,r,r,A2,A5,A3,C4,F2,F1
258.75,176.4205,130,1.75,F6,r,A5,A4,F5,F4,E-3,E-3,F4,C4,C4,F3,r,r,A2,F5,C4,A3,E-3,E-2
258.875,176.5057,130,1.875,F6,r,A5,A4,F5,F4,E-3,E-3,F4,C4,C4,F3,r,r,A2,F5,C4,A3,E-3,E-2
259.0,176.5909,130,2.0,F6,r,C6,C5,F5,F4,F2,F2,F4,C4,C4,F3,r,r,A2,C6,A3,C4,F2,F1
259.125,176.6761,130,2.125,F6,r,C6,C5,F5,F4,F2,F2,F4,C4,C4,F3,r,r,A2,C6,A3,C4,F2,F1
259.25,176.7614,130,2.25,F6,r,C6,C5,F5,F4,E-3,E-3,F4,C4,C4,F3,r,r,A2,F5,C4,A3,E-3,E-2
259.375,176.8466,130,2.375,F6,r,C6,C5,F5,F4,E-3,E-3,F4,C4,C4,F3,r,r,A2,F5,C4,A3,E-3,E-2
259.5,176.9318,130,2.5,F6,r,C6,C5,F5,F4,F2,F2,F4,D4,D4,F3,r,r,D3,C6,A3,D4,F2,F1
259.625,177.017,130,2.625,F6,r,C6,C5,F5,F4,F2,F2,F4,D4,D4,F3,r,r,D3,C6,A3,D4,F2,F1
259.75,177.1023,130,2.75,F6,r,B-5,B-4,F5,F4,D3,D3,F4,D4,D4,F3,r,r,D3,B-5,B-3,F4,D3,D2
259.875,177.1875,130,2.875,F6,r,B-5,B-4,F5,F4,D3,D3,F4,D4,D4,F3,r,r,D3,B-5,B-3,F4,D3,D2
260.0,177.2727,131,1.0,r,r,F#5,F#4,r,r,F2,F2,F4,C4,C4,F3,r,r,r,F#5,A3,C4,F2,F1
260.125,177.358,131,1.125,r,r,F#5,F#4,r,r,F2,F2,F4,C4,C4,F3,r,r,r,F#5,A3,C4,F2,F1
260.25,177.4432,131,1.25,r,r,F5,F4,r,r,E-3,E-3,F4,C4,C4,F3,r,r,r,F5,C4,A3,E-3,E-2
260.375,177.5284,131,1.375,r,r,F5,F4,r,r,E-3,E-3,F4,C4,C4,F3,r,r,r,F5,C4,A3,E-3,E-2
260.5,177.6136,131,1.5,F#6,r,A5,A4,F#5,F#4,F2,F2,F4,C4,C4,F3,r,r,A2,A5,A3,C4,F2,F1
260.625,177.6989,131,1.625,F#6,r,A5,A4,F#5,F#4,F2,F2,F4,C4,C4,F3,r,r,A2,A5,A3,C4,F2,F1
260.75,177.7841,131,1.75,F6,r,A5,A4,F5,F4,C3,C3,F4,C4,C4,F3,r,r,A2,F5,C4,A3,C3,C2
260.875,177.8693,131,1.875,F6,r,A5,A4,F5,F4,C3,C3,F4,C4,C4,F3,r,r,A2,F5,C4,A3,C3,C2
261.0,177.9545,131,2.0,F6,r,C6,C5,F5,F4,F2,F2,F4,C4,C4,F3,r,r,A2,C6,A3,E-4,F2,F1
261.125,178.0398,131,2.125,F6,r,C6,C5,F5,F4,F2,F2,F4,C4,C4,F3,r,r,A2,C6,A3,E-4,F2,F1
261.25,178.125,131,2.25,F6,r,C6,C5,F5,F4,A2,A2,F4,C4,C4,F3,r,r,A2,F5,E-4,F4,A2,A1
261.375,178.2102,131,2.375,F6,r,C6,C5,F5,F4,A2,A2,F4,C4,C4,F3,r,r,A2,F5,E-4,F4,A2,A1
261.5,178.2955,131,2.5,F6,r,C6,C5,F5,F4,F2,F2,F4,D4,D4,F3,r,r,D3,C6,E-4,F4,F2,F1
261.625,178.3807,131,2.625,F6,r,C6,C5,F5,F4,F2,F2,F4,D4,D4,F3,r,r,D3,C6,E-4,F4,F2,F1
261.75,178.4659,131,2.75,F6,r,B-5,B-4,F5,F4,B-2,B-1,F4,D4,D4,F3,r,r,D3,B-5,D4,F4,B-2,B-1
261.875,178.5511,131,2.875,F6,r,B-5,B-4,F5,F4,B-2,B-1,F4,D4,D4,F3,r,r,D3,B-5,D4,F4,B-2,B-1
262.0,178.6364,132,1.0,F6,F5,E-5,F4,F5,F4,B-2,B-1,F4,F4,F4,F3,r,r,r,E-6,D4,F4,B-2,B-1
262.125,178.7216,132,1.125,F6,F5,E-5,F4,F5,F4,B-2,B-1,F4,F4,F4,F3,r,r,r,F5,D4,F4,B-2,B-1
262.25,178.8068,132,1.25,F6,F5,E-5,F4,F5,F4,C3,C2,F4,F4,F4,F3,r,r,r,E-5,E-4,E-4,C3,C2
262.375,178.892,132,1.375,F6,F5,E-5,F4,F5,F4,C3,C2,F4,F4,F4,F3,r,r,r,D5,E-4,D4,C3,C2
262.5,178.9773,132,1.5,F5,F4,C5,F4,F4,F3,E-4,E-3,F4,F4,F3,F2,A4,A3,A2,C5,C5,C4,E-4,E-3
262.625,179.0625,132,1.625,F5,F4,C5,F4,F4,F3,E-4,E-3,F4,F4,F3,F2,A4,A3,A2,D5,C5,D4,E-4,E-3
262.75,179.1477,132,1.75,F5,F4,C5,F4,F4,F3,E-4,E-3,F4,F4,F3,F2,A4,A3,A2,C5,C5,C4,E-4,E-3
262.875,179.233,132,1.875,F5,F4,C5,F4,F4,F3,E-4,E-3,F4,F4,F3,F2,A4,A3,A2,B-4,C5,B-3,E-4,E-3
263.0,179.3182,132,2.0,F5,F4,A4,r,F4,F3,E-4,E-3,F4,F4,F3,F2,r,r,r,A4,C5,A3,E-4,E-3
263.125,179.4034,132,2.125,F5,F4,A4,r,F4,F3,E-4,E-3,F4,F4,F3,F2,r,r,r,B-4,C5,B-3,E-4,E-3
263.25,179.4886,132,2.25,F5,F4,A4,r,F4,F3,E-4,E-3,F4,F4,F3,F2,r,r,r,C5,C5,C4,E-4,E-3
263.375,179.5739,132,2.375,F5,F4,A4,r,F4,F3,E-4,E-3,F4,F4,F3,F2,r,r,r,D5,C5,D4,E-4,E-3
263.5,179.6591,132,2.5,F6,F5,F5,A5,F5,F4,C3,C2,F4,F4,F4,F3,r,r,r,E-5,F4,E-4,C3,C2
263.625,179.7443,132,2.625,F6,F5,F5,A5,F5,F4,C3,C2,F4,F4,F4,F3,r,r,r,F5,F4,F4,C3,C2
263.75,179.8295,132,2.75,F6,F5,F5,A5,F5,F4,C3,C2,F4,F4,F4,F3,r,r,r,G5,F4,G4,C3,C2
263.875,179.9148,132,2.875,F6,F5,F5,A5,F5,F4,C3,C2,F4,F4,F4,F3,r,r,r,A5,F4,A4,C3,C2
264.0,180.0,133,1.0,F6,F5,F5,B-5,F5,F4,C3,C2,F4,F4,F4,F3,r,r,r,B-5,F5,B-4,C3,C2
264.125,180.0852,133,1.125,F6,F5,F5,B-5,F5,F4,C3,C2,F4,F4,F4,F3,r,r,r,B-5,G5,B-4,C3,C2
264.25,180.1705,133,1.25,F6,F5,F5,B-5,F5,F4,D3,D2,F4,F4,F4,F3,r,r,r,B-5,F5,B-4,D3,D2
264.375,180.2557,133,1.375,F6,F5,F5,B-5,F5,F4,D3,D2,F4,F4,F4,F3,r,r,r,B-5,E-5,B-4,D3,D2
264.5,180.3409,133,1.5,F5,F4,r,D5,F4,F3,F4,F3,F4,F4,F3,F2,D5,D4,D3,r,D5,r,F4,F3
264.625,180.4261,133,1.625,F5,F4,r,D5,F4,F3,F4,F3,F4,F4,F3,F2,D5,D4,D3,r,E-5,r,F4,F3
264.75,180.5114,133,1.75,F5,F4,r,D5,F4,F3,F4,F3,F4,F4,F3,F2,D5,D4,D3,r,D5,r,F4,F3
264.875,180.5966,133,1.875,F5,F4,r,D5,F4,F3,F4,F3,F4,F4,F3,F2,D5,D4,D3,r,C5,r,F4,F3
265.0,180.6818,133,2.0,F5,F4,r,B-4,F4,F3,F4,F3,F4,F4,F3,F2,r,r,r,r,B-4,r,F4,F3
265.125,180.767,133,2.125,F5,F4,r,B-4,F4,F3,F4,F3,F4,F4,F3,F2,r,r,r,r,C5,r,F4,F3
265.25,180.8523,133,2.25,F5,F4,r,B-4,F4,F3,F4,F3,F4,F4,F3,F2,r,r,r,r,D5,r,F4,F3
265.375,180.9375,133,2.375,F5,F4,r,B-4,F4,F3,F4,F3,F4,F4,F3,F2,r,r,r,r,E-5,r,F4,F3
265.5,181.0227,133,2.5,B-5,B-5,B-4,B-5,B-5,B-4,D3,D2,F4,F4,B-3,B-2,r,r,r,r,F5,r,D3,D2
265.625,181.108,133,2.625,B-5,B-5,B-4,B-5,B-5,B-4,D3,D2,F4,F4,B-3,B-2,r,r,r,r,G5,r,D3,D2
