qstamp,tstamp,measure,beat,Flute 1,Flute 2,Oboe 1,Oboe 2,A Clarinet 1,A Clarinet 2,Bassoon 1,Bassoon 2,G Horn 1,G Horn  2,C Horn 3,C Horn 4,Violin 1,Violin 2,Viola,Violoncello,Contrabass
250.5,108.3366,109,1.5,r,r,B4,G4,r,r,G3,D3,r,r,r,r,r,r,r,D3,r
251.0,108.5866,109,2.0,r,r,B4,G4,r,r,G3,D3,r,r,r,r,r,r,r,G3,r
251.5,108.8366,109,2.5,r,r,D5,G4,r,r,G3,D3,r,r,r,r,r,r,r,B3,r
252.0,109.0866,109,3.0,r,r,C5,F#4,r,r,A3,D3,r,r,r,r,r,r,r,A3,r
252.5,109.3366,109,3.5,r,r,A4,F#4,r,r,A3,D3,r,r,r,r,r,r,r,D3,r
253.0,109.5866,110,1.0,r,r,B4,G4,r,r,G3,G3,r,r,r,r,r,r,r,G3,r
253.5,109.8366,110,1.5,r,r,B4,G4,r,r,G3,G3,D4,D4,r,r,r,r,r,D3,r
254.0,110.0866,110,2.0,r,r,B4,r,r,r,r,G3,G4,G4,r,r,r,r,r,G2,r
254.5,110.3366,110,2.5,B4,B4,B4,r,r,r,r,G3,F#4,F#4,r,r,r,r,r,G2,r
255.0,110.5866,110,3.0,G5,G5,C5,r,r,r,r,G3,E4,E4,r,r,r,r,r,r,r
255.5,110.8366,110,3.5,A5,F#5,C5,r,r,r,r,G3,E-4,E-4,r,r,r,r,r,r,r
256.0,111.0866,111,1.0,B5,G5,B4,r,r,r,r,G3,D4,D4,r,r,r,r,r,r,r
256.5,111.3366,111,1.5,B5,G5,D5,r,r,r,r,G3,D4,D4,r,r,r,r,r,r,r
257.0,111.5866,111,2.0,B5,G5,G5,r,r,r,r,D4,G3,G3,r,r,r,r,r,r,r
257.5,111.8366,111,2.5,B5,G5,F#5,r,r,r,r,D4,G3,G3,r,r,r,r,r,r,r
258.0,112.0866,111,3.0,C6,G5,E5,r,r,r,r,C4,G3,G3,r,r,r,r,r,r,r
258.5,112.3366,111,3.5,C6,G5,E-5,r,r,r,r,C4,G3,G3,r,r,r,r,r,r,r
259.0,112.5866,112,1.0,B5,G5,D5,r,r,r,r,G3,D4,D4,r,r,r,r,r,r,r
259.5,112.8366,112,1.5,B5,G5,B4,r,r,r,r,G3,D4,D4,r,r,r,r,r,r,r
260.0,113.0866,112,2.0,B5,G5,D5,r,r,r,r,G3,D4,D4,r,r,r,r,r,r,r
260.5,113.3366,112,2.5,B5,G5,C#5,r,r,r,r,G3,E4,E4,r,r,r,r,r,r,r
261.0,113.5866,112,3.0,E6,A5,C5,r,r,r,r,G3,F#4,F#4,r,r,r,r,r,r,r
261.5,113.8366,112,3.5,E6,A5,A4,r,r,r,r,G3,F#4,F#4,r,r,r,r,r,r,r
262.0,114.0866,113,1.0,B5,G5,B4,r,r,r,r,G3,G4,G4,r,r,r,r,r,r,r
262.5,114.3366,113,1.5,B5,G5,C5,r,r,r,r,G3,E4,E4,r,r,r,r,r,r,r
263.0,114.5866,113,2.0,B5,G5,D5,r,r,r,r,G3,D4,D4,r,r,r,r,r,r,r
263.5,114.8366,113,2.5,D6,G5,B4,r,r,r,r,G3,D4,D4,r,r,r,r,r,r,r
264.0,115.0866,113,3.0,C6,F#5,D5,r,r,r,r,G3,D4,D4,r,r,r,r,r,r,r
264.5,115.3366,113,3.5,A5,A5,D5,r,r,r,r,G3,D4,D4,r,r,r,r,r,r,r
265.0,115.5866,114,1.0,B5,D5,D5,r,r,r,r,G3,D4,D4,r,r,B4,B3,B3,r,r
266.0,116.0866,114,2.0,r,r,r,r,r,r,r,r,r,r,r,r,B4,B3,B3,B2,r
267.0,116.5866,114,3.0,r,r,r,r,r,r,r,r,r,r,r,r,C5,C4,C4,C3,r
267.3333,116.7533,114,3.3333,r,r,r,r,r,r,r,r,r,r,r,r,B4,B3,B3,B2,r
267.6667,116.92,114,3.6667,r,r,r,r,r,r,r,r,r,r,r,r,A4,A3,A3,A2,r
268.0,117.0866,115,1.0,r,r,r,r,r,r,r,r,r,r,r,r,B4,B3,B3,B2,r
269.0,117.5866,115,2.0,r,r,r,r,r,r,r,r,r,r,r,r,B4,B3,B3,B2,r
270.0,118.0866,115,3.0,r,r,r,r,r,r,r,r,r,r,r,r,C5,C4,C4,C3,r
270.3333,118.2533,115,3.3333,r,r,r,r,r,r,r,r,r,r,r,r,B4,B3,B3,B2,r
270.6667,118.42,115,3.6667,r,r,r,r,r,r,r,r,r,r,r,r,A4,A3,A3,A2,r
271.0,118.5866,116,1.0,r,r,r,r,r,r,r,r,r,r,r,r,B4,B3,B3,B2,r
272.0,119.0866,116,2.0,r,r,r,r,r,r,r,r,r,r,r,r,B4,B3,B3,B2,r
273.0,119.5866,116,3.0,E6,A5,E5,A4,r,r,r,r,E4,E4,r,r,C4,C4,C4,C3,C2
273.3333,119.7533,116,3.3333,E6,A5,E5,A4,r,r,r,r,E4,E4,r,r,B3,B3,B3,B2,B1
273.6667,119.92,116,3.6667,E6,A5,E5,A4,r,r,r,r,E4,E4,r,r,A3,A3,A3,A2,A1
273.75,119.9616,116,3.75,F#6,C6,F#5,C5,r,r,r,r,F#4,F#4,r,r,A3,A3,A3,A2,A1
274.0,120.0866,117,1.0,B5,E-5,B4,E-4,r,r,r,r,B3,B3,r,r,B3,B3,B3,B2,B1
275.0,120.5866,117,2.0,B5,E-5,B4,E-4,r,r,r,r,B3,B3,r,r,B3,B3,B3,B2,B1
276.0,121.0866,117,3.0,E6,A5,E5,A4,r,r,r,r,E4,E4,r,r,C4,C4,C4,C3,C2
276.3333,121.2533,117,3.3333,E6,A5,E5,A4,r,r,r,r,E4,E4,r,r,B3,B3,B3,B2,B1
276.6667,121.42,117,3.6667,E6,A5,E5,A4,r,r,r,r,E4,E4,r,r,A3,A3,A3,A2,A1
276.75,121.4616,117,3.75,F#6,C6,F#5,C5,r,r,r,r,F#4,F#4,r,r,A3,A3,A3,A2,A1
277.0,121.5866,118,1.0,B5,E-5,B4,E-4,r,r,r,r,B3,B3,r,r,B3,B3,B3,B2,B1
278.0,122.0866,118,2.0,B5,E-5,B4,E-4,r,r,r,r,B3,B3,r,r,B3,B3,B3,B2,B1
279.0,122.5866,118,3.0,A5,E5,A4,A4,E4,E4,A3,A3,r,r,r,r,C4,C4,C4,C3,C2
279.3333,122.7533,118,3.3333,A5,E5,A4,A4,E4,E4,A3,A3,r,r,r,r,B3,B3,B3,B2,B1
279.6667,122.92,118,3.6667,A5,E5,A4,A4,E4,E4,A3,A3,r,r,r,r,A3,A3,A3,A2,A1
279.75,122.9616,118,3.75,C6,E5,C5,C5,F#4,F#4,C4,C4,r,r,r,r,A3,A3,A3,A2,A1
280.0,123.0866,119,1.0,B5,G5,B4,B4,G4,G4,B3,B3,r,r,r,r,B3,B3,B3,B2,B1
280.75,123.4616,119,1.75,A5,F#5,A4,A4,F#4,F#4,B3,B3,r,r,r,r,B3,B3,B3,B2,B1
281.0,123.5866,119,2.0,G5,E5,G4,G4,E4,E4,B3,B3,r,r,r,r,B3,B3,B3,B2,B1
281.75,123.9616,119,2.75,G#5,F5,G#4,F4,D4,D4,B3,B3,r,r,r,r,B3,B3,B3,B2,B1
282.0,124.0866,119,3.0,A5,E5,A4,E4,C4,C4,A3,A3,r,r,r,r,C4,C4,C4,C3,C2
282.3333,124.2533,119,3.3333,A5,E5,A4,E4,C4,C4,A3,A3,r,r,r,r,B3,B3,B3,B2,B1
282.6667,124.42,119,3.6667,A5,E5,A4,E4,C4,C4,A3,A3,r,r,r,r,A3,A3,A3,A2,A1
282.75,124.4616,119,3.75,C6,A5,C5,A4,E4,E4,C4,C4,r,r,r,r,A3,A3,A3,A2,A1
283.0,124.5866,120,1.0,E6,G5,E5,G4,E4,E4,B3,B3,r,r,r,r,B3,B3,B3,B2,B1
283.75,124.9616,120,1.75,B5,G5,B4,G4,E4,E4,B3,B3,r,r,r,r,B3,B3,B3,B2,B1
284.0,125.0866,120,2.0,A5,E-5,A4,E-4,B3,B3,B2,B2,r,r,r,r,B3,B3,B3,B2,B1
284.75,125.4616,120,2.75,F#5,E-5,F#4,E-4,A3,A3,B2,B2,r,r,r,r,B3,B3,B3,B2,B1
285.0,125.5866,120,3.0,E5,E5,E4,E4,G3,G3,C3,C3,r,r,E4,r,E4,C4,G3,C3,C2
285.3333,125.7533,120,3.3333,E5,E5,E4,E4,G3,G3,B2,B2,r,r,E4,r,E4,C4,G3,B2,B1
285.6667,125.92,120,3.6667,E5,E5,E4,E4,G3,G3,A2,A2,r,r,E4,r,E4,C4,G3,A2,A1
285.75,125.9616,120,3.75,E5,E5,E4,E4,C4,G3,A2,A2,r,r,F4,r,F4,C4,F#3,A2,A1
286.0,126.0866,121,1.0,r,r,r,r,F3,D3,B2,B2,r,r,G3,r,G3,G3,F3,B2,B1
287.0,126.5866,121,2.0,r,r,r,r,F3,D3,B2,B2,r,r,G3,r,G3,G3,F3,B2,B1
288.0,127.0866,121,3.0,r,r,r,r,G3,G3,C3,C3,r,r,E4,r,E4,C4,G3,C3,C2
288.3333,127.2533,121,3.3333,r,r,r,r,G3,G3,B2,B2,r,r,E4,r,E4,C4,G3,B2,B1
288.6667,127.42,121,3.6667,r,r,r,r,G3,G3,A2,A2,r,r,E4,r,E4,C4,G3,A2,A1
288.75,127.4616,121,3.75,r,r,r,r,C4,C4,A2,A2,r,r,F4,r,F4,C4,F3,A2,A1
289.0,127.5866,122,1.0,r,r,r,r,F3,D3,B2,B2,r,r,G3,r,G3,G3,F3,B2,B1
290.0,128.0866,122,2.0,r,r,r,r,F3,D3,B2,B2,r,r,G3,r,G3,G3,F3,B2,B1
291.0,128.5866,122,3.0,r,r,r,r,G3,E3,C3,C3,r,r,E4,r,E4,G3,E3,C3,C2
291.3333,128.7533,122,3.3333,r,r,r,r,G3,E3,B2,B2,r,r,E4,r,E4,G3,E3,B2,B1
291.6667,128.92,122,3.6667,r,r,r,r,G3,E3,A2,A2,r,r,E4,r,E4,G3,E3,A2,A1
291.75,128.9616,122,3.75,r,r,r,r,C4,F#3,A2,A2,r,r,E-4,r,E-4,C4,F#3,A2,A1
292.0,129.0866,123,1.0,r,r,r,r,B3,G3,B2,B2,r,r,D4,r,D4,G3,G3,B2,B1
293.0,129.5866,123,2.0,r,r,r,r,G3,G3,B2,B2,r,r,G3,r,G3,G3,D3,B2,B1
294.0,130.0866,123,3.0,r,r,r,r,r,r,E3,E3,r,r,D4,r,D4,G3,E3,C3,C2
294.3333,130.2533,123,3.3333,r,r,r,r,r,r,E3,E3,r,r,D4,r,D4,G3,E3,B2,B1
294.6667,130.42,123,3.6667,r,r,r,r,r,r,E3,E3,r,r,D4,r,D4,G3,E3,A2,A1
294.75,130.4616,123,3.75,r,r,r,r,r,r,F#3,E3,r,r,C4,r,C4,C4,F#3,A2,A1
295.0,130.5866,124,1.0,r,r,r,r,r,r,F#3,E3,r,r,B3,r,B3,B3,F#3,B2,B1
296.0,131.0866,124,2.0,r,r,r,r,r,r,F#3,E-3,r,r,B3,r,B3,B3,F#3,B2,B1
297.0,131.5866,124,3.0,r,r,r,r,A4,E4,A3,E3,r,r,D4,r,r,r,E3,C3,C2
297.3333,131.7533,124,3.3333,r,r,r,r,A4,E4,A3,E3,r,r,D4,r,r,r,E3,B2,B1
297.6667,131.92,124,3.6667,r,r,r,r,A4,E4,A3,E3,r,r,D4,r,r,r,E3,A2,A1
297.75,131.9616,124,3.75,r,r,r,r,F#4,E4,F#3,E3,r,r,C4,r,r,r,F#3,A2,A1
298.0,132.0866,125,1.0,r,r,r,r,F#4,E4,F#3,E3,r,r,B3,r,r,r,F#3,B2,B1
299.0,132.5866,125,2.0,r,r,r,r,F#4,E-4,F#3,E-3,r,r,B3,r,r,r,F#3,B2,B1
300.0,133.0866,125,3.0,r,r,r,r,G#4,E4,G#3,E3,r,r,B3,r,r,r,G#3,E2,E1
301.0,133.5866,126,1.0,r,r,r,r,r,r,r,r,r,r,r,r,D6,D5,D5,D4,r
301.5,133.7471,126,1.3333,r,r,r,r,r,r,r,r,r,r,r,r,C6,C5,C5,C4,r
302.0,133.9075,126,1.6667,r,r,r,r,r,r,r,r,r,r,r,r,B5,B4,B4,B3,r
302.5,134.0679,127,1.0,r,r,r,r,r,r,r,r,r,r,r,r,C6,C5,C5,C4,r
303.0,134.2283,127,1.3333,r,r,r,r,r,r,r,r,r,r,r,r,B5,B4,B4,B3,r
303.5,134.3888,127,1.6667,r,r,r,r,r,r,r,r,r,r,r,r,A5,A4,A4,A3,r
304.0,134.5492,128,1.0,r,r,r,r,r,r,r,r,r,r,r,r,B5,B4,B4,B3,r
304.5,134.7096,128,1.3333,r,r,r,r,r,r,r,r,r,r,r,r,A5,A4,A4,A3,r
305.0,134.8701,128,1.6667,r,r,r,r,r,r,r,r,r,r,r,r,G5,G4,G4,G3,r
305.5,135.0305,129,1.0,r,r,r,r,r,r,r,r,r,r,r,r,A5,A4,A4,A3,r
306.0,135.1909,129,1.3333,r,r,r,r,r,r,r,r,r,r,r,r,G5,G4,G4,G3,r
306.5,135.3513,129,1.6667,r,r,r,r,r,r,r,r,r,r,r,r,F5,F4,F4,F3,r
307.0,135.5118,130,1.0,r,r,r,r,r,r,r,r,r,r,r,r,E5,E4,E4,E3,r
307.5,135.6722,130,1.3333,r,r,r,r,r,r,r,r,r,r,r,r,D5,D4,D4,D3,r
308.5,135.993,131,1.0,r,r,r,r,r,r,r,r,r,r,r,r,E5,E4,E4,E3,r
309.0,136.1535,131,1.3333,r,r,r,r,r,r,r,r,r,r,r,r,F5,F4,F4,F3,r
310.0,136.4743,132,1.0,C#5,A4,r,r,C#5,E4,E3,A2,r,r,r,r,r,r,r,r,r
310.5,136.6348,132,1.3333,B4,A4,r,r,B4,F4,D3,A2,r,r,r,r,r,r,r,r,r
311.5,136.9556,133,1.0,C#5,A4,r,r,C#5,E4,E3,A2,r,r,r,r,r,r,r,r,r
312.0,137.116,133,1.3333,A4,A4,r,r,A4,D4,F3,A2,r,r,r,r,r,r,r,r,r
313.0,137.4369,134,1.0,C#5,A4,r,r,C#5,E4,E3,A2,r,r,r,r,r,r,r,r,r
313.5,137.5973,134,1.3333,B4,A4,r,r,B4,F4,D3,A2,r,r,r,r,r,r,r,r,r
314.5,137.9182,135,1.0,C#5,A4,r,r,C#5,E4,E3,A2,r,r,r,r,r,r,r,r,r
315.0,138.0786,135,1.3333,A4,A4,r,r,A4,D4,F3,A2,r,r,r,r,r,r,r,r,r
316.0,138.3995,136,1.0,r,r,r,r,E4,C#4,E3,A2,r,r,r,r,r,r,r,r,r
316.5,138.5599,136,1.3333,r,r,r,r,F#4,D4,D3,A2,r,r,r,r,r,r,r,r,r
317.0,138.7203,136,1.6667,r,r,r,r,G4,E4,C#3,A2,r,r,r,r,r,r,r,r,r
317.5,138.8807,137,1.0,r,r,r,r,G#4,F4,D3,A2,r,r,r,r,r,r,r,r,r
318.0,139.0412,137,1.3333,r,r,r,r,B4,F4,C#3,A2,r,r,r,r,r,r,r,r,r
318.5,139.2016,137,1.6667,r,r,r,r,D5,G#4,B2,A2,r,r,r,r,r,r,r,r,r
319.0,139.362,138,1.0,C#5,A4,r,r,C#5,E4,E3,A2,r,r,r,r,r,r,r,r,r
319.5,139.5225,138,1.3333,B4,A4,r,r,B4,F4,D3,A2,r,r,r,r,r,r,r,r,r
320.5,139.8433,139,1.0,C#5,A4,r,r,C#5,E4,E3,A2,r,r,r,r,r,r,r,r,r
321.0,140.0037,139,1.3333,A4,A4,r,r,A4,D4,F3,A2,r,r,r,r,r,r,r,r,r
322.0,140.3246,140,1.0,C#5,A4,r,r,C#5,E4,E3,A2,r,r,r,r,r,r,r,r,r
322.5,140.485,140,1.3333,B4,A4,r,r,B4,F4,D3,A2,r,r,r,r,r,r,r,r,r
323.5,140.8059,141,1.0,C#5,A4,r,r,C#5,E4,E3,A2,r,r,r,r,r,r,r,r,r
324.0,140.9663,141,1.3333,A4,A4,r,r,A4,C#4,A3,A2,r,r,r,r,r,r,r,r,r
325.0,141.2872,142,1.0,F#5,F#5,r,r,F#4,F#4,F#3,F#3,r,r,r,r,r,r,r,r,r
325.5,141.4476,142,1.3333,G#5,G#5,r,r,G#4,G#4,G#3,G#3,r,r,r,r,r,r,r,r,r
326.0,141.608,142,1.6667,A5,A5,r,r,A4,A4,A3,A3,r,r,r,r,r,r,r,r,r
326.5,141.7684,143,1.0,B5,B5,r,r,B4,B4,B3,B3,r,r,r,r,r,r,r,r,r
327.0,141.9289,143,1.3333,C#6,C#6,r,r,C#5,C#5,C#4,C#4,r,r,r,r,r,r,r,r,r
327.5,142.0893,143,1.6667,E-6,E-6,r,r,E-5,E-5,E-4,E-4,r,r,r,r,r,r,r,r,r
328.0,142.2497,144,1.0,E6,E6,r,r,E5,E5,E4,E4,r,r,C5,C4,E6,E5,C5,G2,C2
328.5,142.4102,144,1.3333,r,r,r,r,r,r,r,r,r,r,r,r,D6,D5,A4,F2,C2
329.5,142.731,145,1.0,r,r,r,r,r,r,r,r,r,r,C5,C4,E6,E5,C5,G2,C2
330.0,142.8914,145,1.3333,r,r,r,r,r,r,r,r,r,r,r,r,C6,C5,F4,A2,C2
331.0,143.2123,146,1.0,r,r,r,r,r,r,r,r,r,r,C5,C4,E6,E5,C5,G2,C2
331.5,143.3727,146,1.3333,r,r,r,r,r,r,r,r,r,r,r,r,D6,D5,A4,G2,C2
332.5,143.6936,147,1.0,r,r,r,r,r,r,r,r,r,r,C5,C4,E6,E5,C5,G2,C2
333.0,143.854,147,1.3333,r,r,r,r,r,r,r,r,r,r,r,r,C6,C5,F4,A2,C2
334.0,144.1749,148,1.0,G5,E5,G4,E4,r,r,B-3,B-2,r,r,C4,C3,G5,G4,E4,B2,C2
334.5,144.3353,148,1.3333,A5,F5,A4,F4,r,r,A3,A2,r,r,C4,C3,A5,A4,F4,A2,C2
335.0,144.4957,148,1.6667,B-5,G5,B-4,G4,r,r,G3,G2,r,r,C4,C3,B-5,B-4,G4,G2,C2
335.5,144.6561,149,1.0,B5,G#5,B4,G#4,r,r,F3,F2,r,r,C4,C3,B5,B4,G#4,F2,C2
336.0,144.8166,149,1.3333,C6,G5,C5,G4,r,r,E3,E2,r,r,C4,C3,C6,C5,G4,E2,C2
336.5,144.977,149,1.6667,F6,B5,F5,B4,r,r,D3,D2,r,r,C4,C3,F6,F5,B4,D2,C2
337.0,145.1374,150,1.0,E6,C6,E5,C5,r,r,C3,C2,r,r,C5,C4,E6,E5,C5,G2,C2
337.5,145.2979,150,1.3333,r,r,r,r,r,r,r,r,r,r,r,r,D6,D5,A4,F2,C2
338.5,145.6187,151,1.0,r,r,r,r,r,r,r,r,r,r,C5,C4,E6,E5,C5,G2,C2
339.0,145.7791,151,1.3333,r,r,r,r,r,r,r,r,r,r,r,r,C6,C5,F4,A2,C2
340.0,146.1,152,1.0,r,r,r,r,r,r,r,r,r,r,C5,C4,E6,E5,C5,G2,C2
340.5,146.2604,152,1.3333,r,r,r,r,r,r,r,r,r,r,r,r,D6,D5,A4,G2,C2
341.5,146.5813,153,1.0,r,r,r,r,r,r,r,r,r,r,C5,C4,E6,E5,C5,G2,C2
342.0,146.7417,153,1.3333,r,r,r,r,r,r,r,r,r,r,r,r,C6,E5,E4,A2,C2
343.0,147.0626,154,1.0,A5,A5,A4,A4,r,r,r,r,r,r,A3,A3,A5,A5,A4,A3,A2
343.5,147.223,154,1.3333,B5,B5,B4,B4,r,r,r,r,r,r,B3,B3,B5,B5,B4,B3,B2
344.0,147.3834,154,1.6667,C6,C6,C5,C5,r,r,r,r,r,r,C4,C4,C6,C6,C5,C4,C3
344.5,147.5439,155,1.0,D6,D6,D5,D5,r,r,r,r,r,r,D4,D4,D6,D6,D5,D4,D3
345.0,147.7043,155,1.3333,E6,C6,E5,C5,r,r,r,r,r,r,D4,D4,E6,C6,E5,A3,A2
345.5,147.8647,155,1.6667,F#6,A5,F#5,A4,r,r,r,r,r,r,D4,D4,F#6,A5,F#5,D3,D2
346.0,148.0251,156,1.0,G6,G5,G5,G4,B-4,C#4,E3,G2,r,r,G3,G2,G6,G5,G5,G3,G2
346.5,148.1856,156,1.3333,r,r,r,r,G4,C#4,E3,A2,r,r,r,r,r,r,r,r,r
347.0,148.346,156,1.6667,r,r,r,r,E4,C#4,E3,B-2,r,r,r,r,r,r,r,r,r
347.5,148.5064,157,1.0,r,r,r,r,D4,B-3,E3,G2,r,r,r,r,r,r,r,r,r
348.0,148.6668,157,1.3333,r,r,r,r,C#4,B-3,E3,A2,r,r,r,r,r,r,r,r,r
348.5,148.8273,157,1.6667,r,r,r,r,E4,G3,C#3,B-2,r,r,r,r,r,r,r,r,r
349.0,148.9877,158,1.0,r,r,r,r,B-4,C#4,E3,G2,r,r,r,r,r,r,r,r,r
349.5,149.1481,158,1.3333,r,r,r,r,G4,C#4,E3,A2,r,r,r,r,r,r,r,r,r
350.0,149.3086,158,1.6667,r,r,r,r,E4,C#4,E3,B-2,r,r,r,r,r,r,r,r,r
350.5,149.469,159,1.0,r,r,r,r,D4,B-3,E3,G2,r,r,r,r,r,r,r,r,r
351.0,149.6294,159,1.3333,r,r,r,r,C#4,B-3,E3,A2,r,r,r,r,r,r,r,r,r
351.5,149.7898,159,1.6667,r,r,r,r,E4,G3,C#3,B-2,r,r,r,r,r,r,r,r,r
352.0,149.9503,160,1.0,r,r,r,r,C5,E-4,F#3,A2,r,r,r,r,r,r,r,r,r
352.5,150.1107,160,1.3333,r,r,r,r,A4,E-4,F#3,B2,r,r,r,r,r,r,r,r,r
353.0,150.2711,160,1.6667,r,r,r,r,F#4,E-4,F#3,C3,r,r,r,r,r,r,r,r,r
353.5,150.4316,161,1.0,r,r,r,r,E4,C4,F#3,A2,r,r,r,r,r,r,r,r,r
354.0,150.592,161,1.3333,r,r,r,r,E-4,C4,F#3,B2,r,r,r,r,r,r,r,r,r
354.5,150.7524,161,1.6667,r,r,r,r,F#4,A3,D3,C#3,r,r,r,r,r,r,r,r,r
355.0,150.9128,162,1.0,r,r,r,r,C5,E-4,F#3,A2,r,r,r,r,r,r,r,r,r
355.5,151.0733,162,1.3333,r,r,r,r,A4,E-4,F#3,B2,r,r,r,r,r,r,r,r,r
356.0,151.2337,162,1.6667,r,r,r,r,F#4,E-4,F#3,C3,r,r,r,r,r,r,r,r,r
356.5,151.3941,163,1.0,r,r,r,r,E4,C4,F#3,A2,r,r,r,r,r,r,r,r,r
357.0,151.5545,163,1.3333,r,r,r,r,E-4,C4,F#3,B2,r,r,r,r,r,r,r,r,r
357.5,151.715,163,1.6667,r,r,r,r,F#4,A3,D3,C#3,r,r,r,r,r,r,r,r,r
358.0,151.8754,164,1.0,r,r,r,r,G4,C4,E3,C3,r,r,r,r,E5,C5,C3,G2,C2
358.5,152.0358,164,1.3333,r,r,r,r,r,r,r,r,r,r,r,r,D5,A4,C3,F2,C2
359.0,152.1963,164,1.6667,r,r,r,r,r,r,r,r,r,r,r,r,D5,G#4,r,F2,r
359.5,152.3567,165,1.0,r,r,r,r,r,r,r,r,r,r,r,r,E5,G4,C3,G2,C2
360.0,152.5171,165,1.3333,r,r,r,r,r,r,r,r,r,r,r,r,C5,F4,C3,r,C2
360.5,152.6775,165,1.6667,r,r,r,r,r,r,r,r,r,r,r,r,C5,F#4,r,r,r
361.0,152.838,166,1.0,r,r,r,r,r,r,r,r,r,r,r,r,E4,G4,C4,G2,C2
361.5,152.9984,166,1.3333,r,r,r,r,r,r,r,r,r,r,r,r,D4,r,A3,A2,C2
362.0,153.1588,166,1.6667,r,r,r,r,r,r,r,r,r,r,r,r,D4,r,G#3,A2,r
362.5,153.3193,167,1.0,r,r,r,r,r,r,r,r,r,r,r,r,E4,r,G3,G2,C2
363.0,153.4797,167,1.3333,r,r,r,r,r,r,r,r,r,r,r,r,C4,r,F3,F2,C2
363.5,153.6401,167,1.6667,r,r,r,r,r,r,r,r,r,r,r,r,C4,r,F#3,F2,r
364.0,153.8005,168,1.0,r,r,r,r,r,r,r,r,r,r,r,r,r,r,G3,B-2,C2
364.5,153.961,168,1.3333,r,r,r,r,r,r,r,r,r,r,r,r,C4,r,F3,A2,C2
365.0,154.1214,168,1.6667,r,r,r,r,r,r,r,r,r,r,r,r,C4,r,F#3,A2,r
365.5,154.2818,169,1.0,r,r,r,r,r,r,r,r,r,r,r,r,r,r,G3,B-2,C2
366.0,154.4422,169,1.3333,r,r,r,r,r,r,r,r,r,r,r,r,C4,r,F#3,A2,C2
366.5,154.6027,169,1.6667,r,r,r,r,r,r,r,r,r,r,r,r,C4,r,F#3,A2,r
367.0,154.7631,170,1.0,r,r,r,r,r,r,r,r,r,r,r,r,C4,r,G3,B-2,C2
368.5,155.2444,171,1.0,r,r,r,r,r,r,r,r,r,r,r,r,r,r,E3,r,r
370.0,155.7257,172,1.0,r,r,r,r,r,r,r,r,r,r,r,r,B4,E-4,F#3,B2,r
370.5,155.8861,172,1.3333,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,B2,r
371.0,156.0465,172,1.6667,r,r,r,r,r,r,r,r,r,r,r,r,A4,E4,E3,C3,r
371.5,156.207,173,1.0,r,r,r,r,r,r,r,r,r,r,r,r,B4,E-4,F#3,B2,r
372.0,156.3674,173,1.3333,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,B2,r
372.5,156.5278,173,1.6667,r,r,r,r,r,r,r,r,r,r,r,r,E4,B3,G3,E3,r
373.0,156.6882,174,1.0,r,r,r,r,r,r,r,r,r,r,r,r,B4,E-4,F#3,B2,r
373.5,156.8487,174,1.3333,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,B2,r
374.0,157.0091,174,1.6667,r,r,r,r,r,r,r,r,r,r,r,r,G#4,E4,B3,D3,r
374.5,157.1695,175,1.0,r,r,r,r,r,r,r,r,r,r,r,r,A4,E4,A3,C3,r
375.0,157.3299,175,1.3333,r,r,r,r,r,r,r,r,r,r,r,r,C5,E4,A3,A2,r
375.5,157.4904,175,1.6667,r,r,r,r,r,r,r,r,r,r,r,r,B4,E-4,F#3,B2,r
376.0,157.6508,176,1.0,B5,G5,r,r,B4,G4,E4,r,r,r,r,r,E4,E4,G3,E2,r
376.5,157.8112,176,1.3333,B5,r,r,r,B4,r,r,r,r,r,r,r,r,r,r,r,r
377.0,157.9717,176,1.6667,C6,A5,r,r,C5,F#4,E-4,r,r,r,r,r,r,r,r,r,r
377.5,158.1321,177,1.0,B5,G5,r,r,B4,G4,E4,r,r,r,r,r,r,r,r,r,r
378.0,158.2925,177,1.3333,B5,r,r,r,B4,r,r,r,r,r,r,r,r,r,r,r,r
378.5,158.4529,177,1.6667,E6,C6,r,r,E5,A4,A3,r,r,r,r,r,r,r,r,r,r
379.0,158.6134,178,1.0,B5,G5,r,r,B4,G4,E4,r,r,r,r,r,r,r,r,r,r
379.5,158.7738,178,1.3333,B5,r,r,r,B4,r,r,r,r,r,r,r,r,r,r,r,r
380.0,158.9342,178,1.6667,D6,B5,r,r,D5,E4,G#3,r,r,r,r,r,r,r,r,r,r
380.5,159.0947,179,1.0,C6,A5,r,r,C5,E4,A3,r,r,r,r,r,r,r,r,r,r
381.0,159.2551,179,1.3333,A5,r,r,r,E5,A4,C4,r,r,r,r,r,r,r,r,r,r
381.5,159.4155,179,1.6667,B5,B5,r,r,E5,G#4,E4,r,r,r,r,r,r,r,r,r,r
382.0,159.5759,180,1.0,C6,C6,r,r,E5,A4,A3,r,r,r,r,r,C6,r,r,A2,A1
382.5,159.7364,180,1.3333,r,r,r,r,r,r,r,r,r,r,r,r,B5,r,r,A2,A1
383.0,159.8968,180,1.6667,r,r,r,r,r,r,r,r,r,r,r,r,A5,r,C5,r,r
