score_qstamp,qstamp,measure,beat,723381_tstamp,729189_tstamp,723373_tstamp,730988_tstamp,736446_tstamp,723385_tstamp,723403_tstamp,723410_tstamp,723394_tstamp,728537_tstamp,736451_tstamp,723377_tstamp,711681_tstamp
410.5,410.5,206,1.5,393.4789,400.7589,448.0989,445.6589,393.4589,421.7989,435.1989,376.6978,490.7189,373.2589,405.6189,378.6789,383.6989
410.75,410.75,206,1.75,393.6763,401.1363,448.2963,445.8563,393.6563,422.0363,435.4963,376.8963,490.9563,373.265,405.7741,378.8763,383.8963
411.0,411.0,206,2.0,393.8937,401.3337,448.5137,446.1337,393.8674,422.2337,435.6937,377.0937,491.1737,373.2701,405.9537,379.0737,384.0937
411.25,411.25,206,2.25,394.1511,401.5711,448.8711,446.5111,394.1911,422.5111,435.9111,377.3111,491.4111,373.2752,406.1511,379.2711,384.3111
411.5,411.5,206,2.5,394.3484,401.7684,449.0684,446.7084,394.3884,422.7084,436.2084,377.5084,491.6084,373.2884,406.3284,379.4684,384.5084
411.75,411.75,206,2.75,394.5458,401.9658,449.2716,446.9458,394.6458,423.0058,436.4058,377.7058,491.8058,373.3186,406.5258,379.6658,384.7258
412.0,412.0,207,1.0,394.7464,402.2232,449.5064,447.2464,394.8464,423.2296,436.7064,377.9232,492.0232,373.5032,406.7232,379.9232,384.9232
412.25,412.25,207,1.25,394.9805,402.4605,449.8405,447.4605,395.1205,423.4805,436.9605,378.1205,492.2805,373.6605,406.9205,380.1205,385.1205
412.5,412.5,207,1.5,395.1779,402.6579,450.0379,447.6779,395.3179,423.6779,437.1779,378.3179,492.4779,373.7796,407.099,380.3179,385.3179
412.75,412.75,207,1.75,395.4153,402.8753,450.2353,447.9153,395.5553,423.8953,437.4306,378.5153,492.6753,373.8226,407.2753,380.5153,385.5153
413.0,413.0,207,2.0,395.6126,403.1326,450.4526,448.1126,395.7526,424.0926,437.6526,378.7126,492.8726,373.9326,407.4526,380.7126,385.7126
413.25,413.25,207,2.25,395.83,403.35,450.65,448.41,395.99,424.29,437.95,378.91,493.09,374.13,407.65,380.97,385.95
413.5,413.5,207,2.5,396.0274,403.7074,450.8674,448.6792,396.1874,424.6022,438.1474,379.1274,493.3674,374.3274,407.8474,381.1674,386.1474
413.75,413.75,207,2.75,396.2247,403.9047,451.0647,448.9647,396.3847,424.8247,438.4047,379.3247,493.5647,374.5247,408.0149,381.3647,386.3447
414.0,414.0,208,1.0,396.4842,404.1221,451.4221,449.1947,396.6621,425.0221,438.6442,379.5442,493.7621,374.7221,408.2021,381.5642,386.5621
414.25,414.25,208,1.25,396.7195,404.3195,451.7775,449.5395,396.899,425.2195,438.8995,379.7795,494.0995,374.9195,408.3995,381.7795,386.7595
414.5,414.5,208,1.5,396.9168,404.5168,451.9968,449.8168,397.1368,425.5168,439.1568,379.9768,494.2968,375.1168,408.5968,381.9768,386.9568
414.75,414.75,208,1.75,397.1142,404.7142,452.2542,450.0142,397.3342,425.7142,439.411,380.1742,494.4942,375.3142,408.7942,382.1942,387.1542
415.0,415.0,208,2.0,397.3116,404.9748,452.4632,450.2548,397.5632,425.978,439.6516,380.3716,494.6916,375.5116,408.9516,382.3916,387.3516
415.25,415.25,208,2.25,397.5089,405.2089,452.7245,450.6089,397.8089,426.2089,439.8489,380.5689,494.8889,375.7089,409.1489,382.5889,387.5489
415.5,415.5,208,2.5,397.7063,405.4063,452.9926,450.8063,398.0063,426.4063,440.0863,380.7663,495.1063,375.9063,409.3463,382.7863,387.7463
415.75,415.75,208,2.75,397.9074,405.6496,453.2237,451.0222,398.2111,426.6037,440.3111,380.9637,495.3437,376.1037,409.5437,382.9837,387.9437
416.0,416.0,209,1.0,398.1233,405.9622,453.4244,451.3022,398.4411,426.8411,440.6033,381.1611,495.5433,376.3211,409.7411,383.1822,388.1611
416.25,416.25,209,1.25,398.3768,406.2784,453.7384,451.5384,398.7584,427.1368,440.8984,381.3584,495.7984,376.5384,409.9384,383.3984,388.4184
416.5,416.5,209,1.5,398.5758,406.4958,453.9358,451.7558,398.9558,427.3358,441.0958,381.5558,495.9958,376.7558,410.0958,383.5958,388.6158
416.75,416.75,209,1.75,398.7732,406.6932,454.1532,452.0932,399.1732,427.5332,441.3732,381.7732,496.2332,376.9532,410.2932,383.7932,388.8132
417.0,417.0,209,2.0,398.9705,406.8905,454.3905,452.2905,399.3705,427.7305,441.5905,381.9705,496.4305,377.1505,410.4905,383.9905,389.0105
417.25,417.25,209,2.25,399.1679,407.1479,454.6279,452.5879,399.6279,427.9879,441.9079,382.2079,496.6879,377.3879,410.6879,384.2279,389.2679
417.5,417.5,209,2.5,399.3653,407.3453,454.8306,452.7906,399.8306,428.1853,442.1053,382.4053,496.8853,377.5853,410.8853,384.4253,389.4653
417.75,417.75,209,2.75,399.6026,407.5426,455.1026,453.0826,400.0426,428.4826,442.3826,382.6026,497.1226,377.7826,411.0626,384.6226,389.6626
418.0,418.0,210,1.0,399.8,407.78,455.32,453.28,400.24,428.68,442.58,382.8,497.32,377.98,411.26,384.82,389.86
418.25,418.25,210,1.25,399.9974,407.9974,455.5174,453.4774,400.4574,428.8774,442.7774,382.9974,497.5174,378.1774,411.4574,385.0174,390.0574
418.5,418.5,210,1.5,400.2147,408.2347,455.7547,453.7547,400.7147,429.0747,443.0147,383.2547,497.7347,378.3747,411.6547,385.2347,390.2547
418.75,418.75,210,1.75,400.4121,408.4721,456.1121,454.0321,400.9321,429.2721,443.2121,383.4521,497.9321,378.5921,411.8521,385.4521,390.4521
419.0,419.0,210,2.0,400.619,408.6885,456.3095,454.337,401.199,429.4895,443.4865,383.6495,498.1685,378.7895,412.0495,385.6495,390.6495
419.25,419.25,210,2.25,400.8268,408.9268,456.5668,454.6068,401.4068,429.6936,443.7672,383.8668,498.4268,378.9868,412.2468,385.8668,390.8468
419.5,419.5,210,2.5,401.0242,409.1684,456.7642,454.8084,401.6042,429.9252,444.0042,384.0684,498.6242,379.1842,412.3842,386.0642,391.0442
419.75,419.75,210,2.75,401.2216,409.4216,457.0416,455.0232,401.9216,430.2416,444.2816,384.2816,498.8232,379.4032,412.5816,386.2616,391.2616
420.0,420.0,211,1.0,401.4189,409.6589,457.2389,455.2389,402.1189,430.4389,444.4989,384.4789,499.0389,379.6189,412.7789,386.4589,391.4589
420.25,420.25,211,1.25,401.6563,409.9963,457.5763,455.7763,402.4163,430.7363,444.9163,384.6963,499.2563,379.8363,412.9763,386.6563,391.6563
420.5,420.5,211,1.5,401.8537,410.1937,457.7737,455.9737,402.6137,430.9337,445.1137,384.8937,499.4537,380.0337,413.1737,386.8537,391.8537
420.75,420.75,211,1.75,402.0511,410.3911,457.9711,456.1911,402.8311,431.1311,445.3511,385.0911,499.6711,380.2311,413.3711,387.0511,392.0511
421.0,421.0,211,2.0,402.2484,410.5884,458.2188,456.3884,403.0368,431.3284,445.5484,385.2884,499.8684,380.4284,413.5684,387.2484,392.2484
421.25,421.25,211,2.25,402.4458,410.7858,458.5258,456.6058,403.2458,431.5258,445.7458,385.4858,500.1058,380.6258,413.6058,387.4516,392.4458
421.5,421.5,211,2.5,402.6432,410.9832,458.7232,456.8032,403.4432,431.7232,445.9464,385.6832,500.3032,380.8232,413.8032,387.6632,392.6432
421.75,421.75,211,2.75,402.8405,411.1805,458.9205,457.0015,403.6805,431.9205,446.1805,385.9005,500.5005,381.0205,414.0005,387.8605,392.8405
422.0,422.0,212,1.0,403.0379,411.3779,459.1179,457.2579,403.8779,432.1179,446.3779,386.0979,500.7179,381.2179,414.1979,388.0579,393.0379
422.25,422.25,212,1.25,403.2353,411.5753,459.3753,457.4753,404.0953,432.4353,446.6553,386.2953,500.9753,381.4153,414.3353,388.2553,393.2553
422.5,422.5,212,1.5,403.4326,411.7726,459.6526,457.7526,404.2926,432.6526,446.8526,386.4926,501.1726,381.6126,414.5326,388.4526,393.4526
422.75,422.75,212,1.75,403.63,411.97,459.85,457.99,404.53,432.93,447.11,386.69,501.37,381.81,414.73,388.65,393.65
423.0,423.0,212,2.0,403.8274,412.3074,460.0918,458.257,404.7696,433.1274,447.337,386.8874,501.5674,382.0074,414.9274,388.8474,393.8474
423.25,423.25,212,2.25,404.0247,412.5247,460.3847,458.5047,405.0047,433.3247,447.6047,387.0847,501.7847,382.2047,415.1247,389.0447,394.0447
423.5,423.5,212,2.5,404.2221,412.7305,460.6821,458.7105,405.2021,433.5221,447.8084,387.2821,501.9821,382.4021,415.2821,389.2421,394.2421
423.75,423.75,212,2.75,404.4195,412.9995,460.8795,458.9795,405.4395,433.7795,448.0595,387.4995,502.2595,382.5995,415.4795,389.4395,394.4395
424.0,424.0,213,1.0,404.6168,413.1968,461.0768,459.1768,405.6368,433.9768,448.2568,387.6968,502.4768,382.7968,415.6768,389.6368,394.6368
424.25,424.25,213,1.25,404.9542,413.4542,461.2742,459.5742,405.9142,434.1742,448.5742,387.9084,502.7142,382.9942,415.8742,389.8342,394.8342
424.5,424.5,213,1.5,405.1516,413.6516,461.5316,459.7716,406.1116,434.3716,448.7716,388.1116,502.9116,383.1916,416.0716,390.0316,395.0316
424.75,424.75,213,1.75,405.3489,413.9689,461.7889,460.1089,406.3689,434.6867,449.0689,388.3489,503.1889,383.3889,416.2689,390.2489,395.2289
425.0,425.0,213,2.0,405.5463,414.1663,462.043,460.3882,406.5852,434.9189,449.2789,388.5526,503.3926,383.5863,416.3663,390.4463,395.4263
425.25,425.25,213,2.25,405.7437,414.397,462.5133,460.9281,406.8585,435.1511,449.5585,388.9837,503.6074,383.8437,416.5637,390.6511,395.6311
425.5,425.5,213,2.5,405.9811,414.7411,462.9811,461.4011,407.1211,435.4611,449.8211,389.1811,503.9211,384.1011,416.7611,390.9411,395.9611
425.75,425.75,213,2.75,406.1784,414.9384,463.1784,461.5984,407.3184,435.6584,450.0184,389.3784,504.1184,384.2984,416.9584,391.1384,396.1584
426.0,426.0,214,1.0,406.3758,415.1358,463.3758,461.7958,407.6074,436.0032,450.399,389.5758,504.3158,384.4958,417.1558,391.3358,396.4032
426.25,426.25,214,1.25,406.5732,415.3332,463.6132,462.0532,407.8132,436.2132,450.6664,389.7732,504.5132,384.6932,417.3532,391.5332,396.6132
426.5,426.5,214,1.5,406.7705,415.5905,463.8305,462.2925,408.0305,436.4505,451.061,389.9705,504.7505,384.9105,417.5505,391.7305,396.8305
426.75,426.75,214,1.75,406.9679,415.8079,464.0479,462.5958,408.2758,436.6479,451.2679,390.1679,504.9558,385.1558,417.6679,391.9279,397.0279
427.0,427.0,214,2.0,407.1653,416.0706,464.2653,462.8253,408.5053,436.9853,451.4706,390.3653,505.2653,385.3653,417.8653,392.1453,397.2253
427.25,427.25,214,2.25,407.3826,416.2826,464.4626,463.0226,408.7626,437.2626,451.7426,390.5626,505.5826,385.6226,418.0626,392.3626,397.4826
427.5,427.5,214,2.5,407.62,416.48,464.8,463.42,409.0,437.5,451.94,390.76,505.78,385.82,418.26,392.56,397.7
427.75,427.75,214,2.75,407.8574,416.6774,465.1774,463.8574,409.2774,437.8174,452.2774,391.0374,506.0974,386.0574,418.4574,392.7974,397.9174
428.0,428.0,215,1.0,408.0547,416.8747,465.3747,464.0694,409.4747,438.0347,452.4747,391.2347,506.2947,386.2694,418.6547,393.0094,398.1494
428.25,428.25,215,1.25,408.2521,417.0921,465.7642,464.4126,409.7642,438.3521,452.9121,391.4721,506.5642,386.6121,418.8521,393.2121,398.4721
428.5,428.5,215,1.5,408.5095,417.2895,465.9695,464.6695,409.979,438.5895,453.1095,391.6695,506.7695,386.8095,419.0295,393.4095,398.6695
428.75,428.75,215,1.75,408.7068,417.5268,466.2268,464.9668,410.2068,438.8268,453.3268,391.8668,507.0268,387.0068,419.2268,393.6068,398.8668
429.0,429.0,215,2.0,408.9042,417.7242,466.4242,465.2442,410.4084,439.1042,453.5442,392.1042,507.2242,387.2042,419.4042,393.8042,399.0642
429.25,429.25,215,2.25,409.1616,418.2416,466.8616,465.6016,410.7016,439.3816,453.9016,392.3016,507.5016,387.4216,419.6016,394.0416,399.3016
429.5,429.5,215,2.5,409.3589,418.4389,467.0589,465.7989,410.8989,439.6189,454.0989,392.4989,507.6989,387.6189,419.7989,394.2389,399.4989
429.75,429.75,215,2.75,409.5563,418.6363,467.2563,465.9963,411.1363,439.8363,454.3363,392.6963,507.8963,387.8163,419.9963,394.4363,399.6963
430.0,430.0,216,1.0,409.7674,418.8611,467.5085,466.4148,411.3811,440.0737,454.5737,392.8937,508.1937,388.0811,420.1937,394.6337,399.9411
430.25,430.25,216,1.25,409.9711,419.1044,467.7311,466.7111,411.6911,440.3444,454.7711,393.1311,508.4533,388.3511,420.3911,394.8311,400.2311
430.5,430.5,216,1.5,410.1884,419.4084,468.1084,467.0768,411.8884,440.6536,455.2284,393.4084,508.8284,388.5484,420.5884,395.0884,400.4284
430.75,430.75,216,1.75,410.3858,419.6058,468.3058,467.2858,412.0858,440.8858,455.4258,393.6058,509.0258,388.7458,420.7858,395.2858,400.6258
431.0,431.0,216,2.0,410.5832,419.8064,468.5232,467.5832,412.3432,441.1432,455.6832,393.8032,509.2432,388.9632,420.9432,395.5032,400.8432
431.25,431.25,216,2.25,410.8205,420.0605,468.8005,467.9005,412.5605,441.3605,455.9405,394.0405,509.4405,389.181,421.1405,395.7005,401.061
431.5,431.5,216,2.5,411.0179,420.2579,469.0337,468.0979,412.7579,441.5958,456.1379,394.2379,509.6579,389.3979,421.2779,395.8979,401.2779
431.75,431.75,216,2.75,411.2153,420.4753,469.3353,468.3353,412.9953,441.8153,456.4153,394.4353,509.8953,389.6353,421.4753,396.0953,401.4953
432.0,432.0,217,1.0,411.4326,420.763,469.5904,468.7956,413.2904,442.1178,456.7304,394.7556,510.183,389.8726,421.6926,396.3052,401.7578
432.25,432.25,217,1.25,411.69,421.0,469.81,469.1,413.55,442.33,456.98,395.01,510.41,390.09,421.89,396.53,401.97
432.5,432.5,217,1.5,411.8874,421.2274,470.1022,469.4422,413.8074,442.6296,457.2244,395.2074,510.6296,390.2874,422.0874,396.7274,402.1674
432.75,432.75,217,1.75,412.0847,421.4294,470.3447,469.6647,414.0094,442.8741,457.5247,395.4047,510.8847,390.5047,422.2247,396.9247,402.3847
433.0,433.0,217,2.0,412.2821,421.6621,470.6021,469.9621,414.2421,443.1221,457.7221,395.6021,511.0821,390.7621,422.4221,397.1221,402.6621
433.25,433.25,217,2.25,412.5195,422.0195,470.9195,470.2395,414.479,443.4175,458.079,395.859,511.3995,391.0195,422.6195,397.3395,402.8995
433.5,433.5,217,2.5,412.7168,422.2168,471.1768,470.644,414.6968,443.6968,458.2968,396.0568,511.6368,391.2168,422.8168,397.5368,403.1168
433.75,433.75,217,2.75,412.9142,422.4142,471.3942,470.8542,414.9342,443.9342,458.5142,396.2542,511.8742,391.4142,423.0142,397.7342,403.3142
434.0,434.0,218,1.0,413.1116,422.6116,471.7148,471.118,415.2348,444.2548,458.8116,396.4516,512.1116,391.6116,423.2116,397.9316,403.5116
434.25,434.25,218,1.25,413.3089,422.8089,471.9667,471.5001,415.5689,444.4956,459.0667,396.6689,512.3734,391.8556,423.4089,398.1378,403.7356
434.5,434.5,218,1.5,413.5126,423.1663,472.1863,471.9263,415.7663,444.7726,459.3463,396.8663,512.6263,392.0863,423.6063,398.3463,403.9663
434.75,434.75,218,1.75,413.7237,423.3837,472.4037,472.1237,415.9637,445.0237,459.6037,397.1637,512.8274,392.2837,423.7637,398.5637,404.1637
435.0,435.0,218,2.0,413.9422,423.5811,472.6211,472.3611,416.1411,445.2611,459.8211,397.3811,513.0822,392.4811,423.9611,398.7611,404.3611
435.25,435.25,218,2.25,414.1784,423.8384,472.9752,472.6784,416.3584,445.4584,460.0784,397.5784,513.3384,392.7184,424.1584,398.9984,404.6184
435.5,435.5,218,2.5,414.3758,424.0358,473.1758,472.8758,416.5958,445.7158,460.2758,397.7758,513.5358,392.9158,424.3358,399.1958,404.8158
435.75,435.75,218,2.75,414.6332,424.4132,473.4932,473.3132,416.8664,446.0132,460.6532,398.0132,513.8932,393.1732,424.5332,399.3932,405.0732
436.0,436.0,219,1.0,414.8305,424.6105,473.6905,473.521,417.0705,446.2705,460.8505,398.2105,514.0905,393.381,424.7305,399.5905,405.281
436.25,436.25,219,1.25,415.0279,424.8479,474.0479,474.2879,417.3958,446.5437,461.2279,398.4079,514.2879,393.6279,424.9279,399.8079,405.4879
436.5,436.5,219,1.5,415.2253,425.0453,474.2453,474.4853,417.6053,446.7853,461.4253,398.6053,514.4853,393.8253,425.1053,400.0053,405.6853
436.75,436.75,219,1.75,415.4226,425.3426,474.5226,474.7826,417.8252,447.0426,461.6826,398.8426,514.7426,394.0626,425.3026,400.2026,405.9252
437.0,437.0,219,2.0,415.62,425.54,474.72,474.98,418.04,447.28,461.92,399.04,515.0,394.26,425.5,400.4,406.18
437.25,437.25,219,2.25,415.8174,425.8374,475.0774,475.1974,418.3374,447.5974,462.2974,399.2774,515.2748,394.5574,425.6974,400.6174,406.4374
437.5,437.5,219,2.5,416.0547,426.0547,475.2747,475.3947,418.5347,447.7947,462.4947,399.4747,515.4747,394.7547,425.8947,400.8147,406.6347
437.75,437.75,219,2.75,416.2521,426.2521,475.4721,475.5921,418.7321,448.0321,462.6921,399.6721,515.6721,394.9521,426.0921,401.0121,406.8321
438.0,438.0,220,1.0,416.4495,426.5095,475.7295,475.9295,419.0095,448.3095,462.9095,399.8695,515.9095,395.1495,426.2495,401.2095,407.0295
438.25,438.25,220,1.25,416.6868,426.7068,475.9268,476.1268,419.2268,448.5268,463.2268,400.1468,516.1468,395.3868,426.4268,401.4068,407.2268
438.5,438.5,220,1.5,416.9042,426.9842,476.2842,476.6042,419.5242,448.9242,463.5042,400.3642,516.5042,395.6042,426.6042,401.6642,407.4884
438.75,438.75,220,1.75,417.1016,427.1816,476.4816,476.8016,419.7216,449.1216,463.7016,400.5616,516.7216,395.8216,426.7816,401.8616,407.7016
439.0,439.0,220,2.0,417.3367,427.4189,476.7756,477.0556,420.0145,449.3589,463.9389,400.7589,516.9189,396.0189,426.9589,402.0589,407.8989
439.25,439.25,220,2.25,417.5363,427.7163,477.0563,477.3326,420.2163,449.6726,464.2763,400.9763,517.1763,396.2563,427.1563,402.2563,408.1363
439.5,439.5,220,2.5,417.7337,427.9411,477.2537,477.5748,420.4474,449.8737,464.4737,401.1737,517.3737,396.4537,427.3537,402.4537,408.3337
439.75,439.75,220,2.75,417.9311,428.2711,477.5311,477.7911,420.7511,450.0711,464.6711,401.3711,517.6511,396.6911,427.5711,402.7111,408.6111
440.0,440.0,221,1.0,418.2084,428.4852,477.7884,478.3484,421.0568,450.482,465.0484,401.6884,517.9052,396.9684,427.7684,402.9084,408.8168
442.0,442.0,222,1.0,420.0274,430.7474,480.2674,480.8236,423.0874,453.0074,467.2274,403.6274,520.1674,398.9074,429.3674,404.7874,410.8874
442.25,442.25,222,1.25,420.2247,430.9447,480.4847,481.1847,423.3047,453.2047,467.4447,403.8247,520.3847,399.1047,429.5647,404.9847,411.0847
442.5,442.5,222,1.5,420.4421,431.1421,480.6821,481.3821,423.5021,453.4021,467.6421,404.0221,520.5821,399.3021,429.7621,405.1821,411.2821
442.75,442.75,222,1.75,420.6395,431.3395,480.8795,481.5795,423.6995,453.5995,468.0395,404.2195,520.7795,399.4995,429.9595,405.3795,411.4795
443.0,443.0,222,2.0,420.8368,431.5368,481.0936,481.7768,423.8968,453.7968,468.2368,404.4368,520.9768,399.7768,430.1368,405.5768,411.6768
443.25,443.25,222,2.25,421.0342,431.7342,481.2942,482.1142,424.1142,454.1142,468.4942,404.6342,521.1942,399.9742,430.3342,405.7742,411.8742
443.5,443.5,222,2.5,421.2716,431.9316,481.5032,482.3232,424.3116,454.3464,468.6916,404.8316,521.3916,400.1716,430.4516,405.9716,412.0832
443.75,443.75,222,2.75,421.4689,432.2489,481.7689,482.7489,424.6289,454.7689,469.0489,405.0289,521.7489,400.3689,430.6489,406.1689,412.2889
444.0,444.0,223,1.0,421.6663,432.4463,481.9663,482.9463,424.8263,454.9863,469.2863,405.4063,521.9463,400.7263,430.8463,406.4863,412.6063
446.0,446.0,224,1.0,423.2453,434.3253,484.1053,485.1677,426.6453,457.2453,471.1053,407.1453,523.8853,402.4971,432.2253,409.0653,414.3853
446.25,446.25,224,1.25,423.4426,434.5226,484.3026,485.4826,426.8426,457.453,471.5226,407.3226,524.1226,402.7826,432.4226,409.2626,414.6826
446.5,446.5,224,1.5,423.64,434.76,484.5,485.7,427.08,457.72,471.76,407.52,524.32,402.98,432.6,409.46,414.88
446.75,446.75,224,1.75,423.8374,434.9574,484.6974,485.9574,427.3374,458.0122,472.0174,407.7174,524.5174,403.1774,432.7974,409.6574,415.0774
447.0,447.0,224,2.0,424.1229,435.1547,484.8947,486.1547,427.5347,458.2147,472.2547,407.9147,524.7347,403.4547,432.9947,409.8547,415.3547
447.25,447.25,224,2.25,424.4042,435.4921,485.2521,486.5321,427.8721,458.4321,472.6121,408.1721,525.0921,403.6921,433.1921,410.0521,415.6121
447.3333,447.3333,224,2.3333,424.4779,435.5937,485.3179,486.6516,427.9737,458.4979,472.6979,408.2379,525.1579,403.7579,433.2579,410.1179,415.6779
447.5,447.5,224,2.5,424.6095,435.7295,485.4495,486.838,428.1095,458.679,472.8295,408.419,525.2895,403.8895,433.3895,410.2495,415.8095
447.6667,447.6667,224,2.6667,424.7411,435.9211,485.7411,487.0811,428.2411,458.9811,473.0811,408.6011,525.5011,404.0211,433.5211,410.3811,415.9411
447.75,447.75,224,2.75,424.8068,435.9936,485.8068,487.1468,428.3068,459.0468,473.1468,408.6668,525.5668,404.0868,433.6004,410.4468,416.0068
448.0,448.0,225,1.0,425.0042,436.2842,486.1642,487.4242,428.6842,459.3642,473.4926,408.8642,525.7642,404.3842,433.8726,410.6442,416.3042
448.3333,448.3333,225,1.3333,425.2673,436.5673,486.4473,487.9073,428.9873,459.7038,474.0365,409.2473,526.7019,404.9292,434.1873,410.9073,416.8292
448.6667,448.6667,225,1.6667,425.5306,436.8906,486.8048,488.2306,429.2706,460.0306,474.3506,409.5106,526.9906,405.2306,434.4506,411.1635,417.1506
449.0,449.0,225,2.0,425.7937,437.1737,487.2011,488.4937,429.5474,460.3137,474.6137,409.7937,527.2537,405.4937,434.7137,411.3937,417.4137
449.3333,449.3333,225,2.3333,426.2136,437.8768,487.4968,488.7968,430.0368,460.5768,475.0368,410.3768,527.5368,406.0368,434.9768,411.6568,417.9368
449.5,449.5,225,2.5,426.3484,438.0084,487.6872,489.1084,430.1684,460.7084,475.1684,410.5084,527.6684,406.3084,435.1084,411.7884,418.0884
449.6667,449.6667,225,2.6667,426.52,438.14,487.9,489.24,430.32,460.84,475.3,410.64,527.82,406.44,435.24,411.92,418.22
450.0,450.0,226,1.0,426.7896,438.4032,488.2024,489.5264,430.6032,461.2896,475.6328,410.9232,528.0832,406.8232,435.516,412.1832,418.4832
450.3333,450.3333,226,1.3333,427.2063,438.6663,488.5863,489.8063,430.8663,461.5863,476.3063,411.1863,528.3463,407.0863,435.8663,412.4463,418.9863
450.6667,450.6667,226,1.6667,427.4695,438.9295,488.8495,490.0695,431.1295,461.8495,476.579,411.4495,528.6095,407.3495,436.1295,412.7095,419.2495
451.0,451.0,226,2.0,427.7326,439.1926,489.1126,490.3326,431.3926,462.1126,476.8526,411.7126,528.8926,407.6126,436.3926,412.9726,419.5126
451.3333,451.3333,226,2.3333,428.1158,439.4558,489.5158,491.0558,431.8158,462.8158,477.3758,411.9958,529.1558,407.8958,436.6558,413.2358,419.7958
451.5,451.5,226,2.5,428.2474,439.5874,489.7074,491.1874,431.9474,462.9474,477.5674,412.1274,529.2874,408.0274,436.7874,413.3674,419.9274
451.6667,451.6667,226,2.6667,428.379,439.719,489.839,491.319,432.079,463.079,477.699,412.259,529.419,408.159,436.919,413.499,420.059
452.0,452.0,227,1.0,428.6421,439.9989,490.1336,491.5863,432.402,463.3799,477.9831,412.5421,529.701,408.4242,437.1821,413.7621,420.3242
452.3333,452.3333,227,1.3333,428.9252,440.4452,490.6652,491.9052,433.0252,464.0052,478.4252,412.8052,530.1616,408.7052,437.4452,414.1052,420.6052
452.6667,452.6667,227,1.6667,429.1884,440.7084,491.0684,492.1684,433.2884,464.2684,478.8084,413.0684,530.5284,408.9684,437.7084,414.3684,420.8884
453.0,453.0,227,2.0,429.4516,441.0116,491.3916,492.4316,433.5516,464.5516,479.0716,413.3316,530.8316,409.2316,437.9716,414.6316,421.1516
453.3333,453.3333,227,2.3333,429.7147,441.2947,491.7294,492.6947,433.8947,464.8347,479.3947,413.5947,531.0947,409.4947,438.2547,414.8947,421.4147
453.5,453.5,227,2.5,429.8463,441.4263,492.1367,492.8326,434.0263,464.9663,479.5452,413.7263,531.2463,409.6263,438.3863,415.0263,421.5463
453.6667,453.6667,227,2.6667,429.9779,441.5579,492.3779,492.9779,434.1579,465.0979,479.7758,413.8579,531.3779,409.7579,438.5179,415.1579,421.6779
454.0,454.0,228,1.0,430.2411,441.8288,492.6411,493.2411,434.4211,465.371,480.131,414.1211,531.6411,410.0211,438.7811,415.4211,421.9411
454.3333,454.3333,228,1.3333,430.5042,442.2242,492.9042,493.5242,434.6842,465.8442,480.6442,414.4052,531.9042,410.2842,439.0442,415.6842,422.2042
454.6667,454.6667,228,1.6667,430.7674,442.4874,493.2422,493.9874,435.1274,466.1074,480.9074,414.7674,532.3674,410.5474,439.3074,416.0074,422.4674
455.0,455.0,228,2.0,430.9905,442.7505,493.5305,494.3105,435.4705,466.3705,481.1705,415.0305,532.6305,410.8105,439.5705,416.2705,422.7305
455.3333,455.3333,228,2.3333,431.3937,443.1137,493.8537,494.6337,435.8937,466.7937,481.7137,415.3737,532.9137,411.0737,439.8337,416.5337,422.9937
455.5,455.5,228,2.5,431.5253,443.2453,493.9906,494.8306,436.0253,466.9253,481.8453,415.5053,533.0653,411.2106,439.9653,416.6853,423.1453
455.6667,455.6667,228,2.6667,431.6569,443.3769,494.1369,494.9769,436.1569,467.0569,481.9769,415.6369,533.1969,411.3569,440.0969,416.8169,423.2769
456.0,456.0,229,1.0,431.92,443.66,494.4,495.28,436.42,467.34,482.24,415.9,533.48,411.62,440.34,417.08,423.54
456.3333,456.3333,229,1.3333,432.2031,444.0631,494.6631,495.5631,436.7831,467.7031,482.5431,416.1631,533.7631,411.8831,440.6031,417.3431,423.8031
456.6667,456.6667,229,1.6667,432.5063,444.3263,495.0863,495.8263,437.0863,468.0063,482.9063,416.4263,534.0463,412.1463,440.8663,417.6063,424.0663
457.0,457.0,229,2.0,432.7895,444.599,495.438,496.2895,437.3695,468.3275,483.3695,416.7085,534.4275,412.496,441.1295,417.9265,424.4065
457.3333,457.3333,229,2.3333,433.0526,444.8926,495.8926,496.7126,437.6726,468.6526,483.8726,417.0126,534.7326,412.8326,441.3926,418.2726,424.7326
457.5,457.5,229,2.5,433.1842,445.0368,496.041,496.8442,437.8042,468.7842,484.0042,417.1442,534.8642,412.9642,441.5242,418.4042,424.8642
457.6667,457.6667,229,2.6667,433.3158,445.2358,496.2358,496.9758,437.9358,468.9758,484.1358,417.2758,534.9958,413.0958,441.6558,418.5358,424.9958
458.0,458.0,230,1.0,433.5978,445.4989,496.4989,497.2389,438.2189,469.2578,484.4189,417.5389,535.2589,413.3589,441.9189,418.7989,425.2589
458.3333,458.3333,230,1.3333,433.9621,445.8221,496.9221,497.5021,438.6421,469.5347,484.6821,417.8021,535.6021,413.7821,442.1355,419.0621,425.7021
458.6667,458.6667,230,1.6667,434.2253,446.0853,497.2053,497.8453,438.9053,469.9053,485.1453,418.0653,535.8853,414.0453,442.3853,419.3253,425.9653
