score_qstamp,qstamp,measure,beat,246973_tstamp,831986_tstamp,728904_tstamp,728917_tstamp,728894_tstamp,728899_tstamp,729162_tstamp,728924_tstamp,728932_tstamp,728941_tstamp,728936_tstamp,728928_tstamp,728908_tstamp,728912_tstamp,728945_tstamp,728959_tstamp,728962_tstamp
827.1667,890.1667,418,2.1667,587.8133,587.8133,560.4266,622.0333,624.1733,618.4929,597.8732,617.4533,620.7733,193.7933,590.6528,631.4198,200.2533,595.8133,635.6133,611.5333,633.5333
827.3333,890.3333,418,2.3333,588.0384,588.0384,560.6184,622.2184,624.3584,618.8184,598.0984,617.7568,621.0784,193.9784,591.0384,631.7384,200.4384,595.9984,635.7984,611.7384,633.7184
827.5,890.5,418,2.5,588.2636,588.2636,560.8036,622.4036,624.5436,619.0836,598.2836,617.9436,621.2636,194.2036,591.2236,631.9436,200.6236,596.1836,635.9836,611.9544,633.9036
827.6667,890.6667,418,2.6667,588.4488,588.4488,560.9888,622.6064,624.7288,619.2688,598.5088,618.1464,621.4928,194.3888,591.4288,632.1288,200.8088,596.3688,636.1688,612.2088,634.0888
827.8333,890.8333,418,2.8333,588.654,588.654,561.174,622.874,624.928,619.454,598.694,618.534,621.754,194.574,591.614,632.374,200.994,596.754,636.354,612.454,634.274
828.0,891.0,419,1.0,588.9392,588.9392,561.3592,623.1192,625.1192,619.6392,598.8792,618.7192,621.9392,194.7592,591.7992,632.7192,201.1792,596.9392,636.5392,612.6392,634.4592
828.1667,891.1667,419,1.1667,589.1844,589.1844,562.0044,624.1244,628.8488,620.6244,599.0844,619.8244,622.3844,195.5088,592.6444,633.3444,202.2644,597.5844,637.5444,613.2444,634.7444
828.3333,891.3333,419,1.3333,589.3895,589.3895,562.1895,624.3095,629.0495,620.8095,599.319,620.0095,622.5695,195.7295,592.8295,633.5495,202.4495,597.7895,637.7295,613.4295,634.9295
828.5,891.5,419,1.5,589.5947,589.5947,562.3747,624.4947,629.2347,620.9947,599.5147,620.1947,622.8347,195.9147,593.0147,633.7347,202.6347,597.9747,637.9147,613.6147,635.1147
828.6667,891.6667,419,1.6667,589.8,589.8,562.64,624.68,629.42,621.18,599.7,620.38,623.12,196.1,593.2,633.92,202.82,598.16,638.1,613.8,635.3
828.8333,891.8333,419,1.8333,590.0451,590.0451,562.8604,624.8651,629.6051,621.3651,599.8851,620.5851,623.3357,196.2851,593.3851,634.1408,203.0153,598.3451,638.2851,613.9851,635.4851
829.0,892.0,419,2.0,590.2503,590.2503,563.1103,625.0503,629.7903,621.5503,600.0703,620.7703,623.6303,196.4703,593.5703,634.4303,203.2503,598.5303,638.4703,614.1703,635.6703
829.1667,892.1667,419,2.1667,590.5155,590.5155,563.3955,625.2355,629.9955,621.7355,600.2555,621.0155,623.8155,196.6555,593.7755,634.6355,203.4355,598.7355,638.6755,614.4155,635.8555
829.3333,892.3333,419,2.3333,590.7006,590.7006,563.6606,625.4206,630.1806,621.9406,600.4406,621.2006,624.0212,196.9006,593.9806,634.8212,203.6206,598.9206,638.863,614.6006,636.0406
829.5,892.5,419,2.5,590.8858,590.8858,563.8458,625.6058,630.3658,622.1258,600.6458,621.3974,624.2658,197.0858,594.2658,635.1458,203.8058,599.1258,639.1258,614.7858,636.2258
829.6667,892.6667,419,2.6667,591.2711,591.2711,564.2911,625.7911,630.5511,622.3311,600.9911,621.7511,624.4711,197.3711,594.4711,635.4711,204.0622,599.3911,639.431,615.1911,636.5511
829.8333,892.8333,419,2.8333,591.4562,591.4562,564.4762,626.0362,630.7362,622.5162,601.2562,622.1162,624.7162,197.6962,594.6762,635.6762,204.3162,599.6362,639.6962,615.3762,636.7362
830.0,893.0,420,1.0,591.7814,591.7814,564.7042,626.2614,630.9228,622.7014,601.5014,622.3214,625.1014,197.9614,595.0414,636.0414,204.5228,599.867,640.0098,615.5614,636.9214
830.1667,893.1667,420,1.1667,592.5066,592.5066,565.0066,626.5266,631.3066,622.9066,602.0266,622.6466,625.4266,198.2266,595.2266,636.2266,205.2266,600.1866,640.3066,615.9266,637.2466
830.3333,893.3333,420,1.3333,592.6917,592.6917,565.1917,626.7117,631.4917,623.0917,602.2117,622.8317,625.6117,198.4117,595.4117,636.4117,205.4117,600.3717,640.4917,616.1117,637.4317
830.5,893.5,420,1.5,592.877,592.877,565.377,626.897,631.677,623.277,602.397,623.017,625.797,198.597,595.597,636.597,205.597,600.577,640.677,616.297,637.617
830.6667,893.6667,420,1.6667,593.0622,593.0622,565.5622,627.0822,631.9222,623.5222,602.5822,623.3022,626.0222,198.8022,595.8022,636.7822,205.7822,600.7622,640.8622,616.5044,637.8022
830.8333,893.8333,420,1.8333,593.2473,593.2473,565.7873,627.2673,632.1073,623.7146,602.7673,623.4873,626.2073,198.9873,595.9873,636.9673,205.9673,600.9473,641.0473,616.7073,637.9873
831.0,894.0,420,2.0,593.4325,593.4325,565.9725,627.4525,632.2925,623.9125,602.9525,623.6725,626.3925,199.1725,596.1725,637.1525,206.1525,601.1325,641.2325,616.8925,638.1725
831.1667,894.1667,420,2.1667,593.7377,593.7377,566.7133,628.5777,632.9977,624.7749,603.1777,625.0577,626.9871,199.9731,597.257,638.3262,206.7777,601.8977,642.5377,617.4662,638.4177
831.3333,894.3333,420,2.3333,593.9228,593.9228,567.0628,628.7828,633.2428,625.0828,603.3628,625.2428,627.3228,200.1628,597.4628,638.5228,206.9828,602.0828,642.7228,617.6628,638.6028
831.5,894.5,420,2.5,594.1081,594.1081,567.2481,628.9681,633.4281,625.2681,603.5481,625.4281,627.5081,200.3481,597.6481,638.7081,207.1681,602.2681,642.9081,617.8481,638.7881
831.6667,894.6667,420,2.6667,594.2933,594.2933,567.4333,629.1533,633.6133,625.4533,603.7333,625.6133,627.6933,200.5333,597.8333,638.8933,207.3533,602.4533,643.0933,618.0333,638.9733
831.8333,894.8333,420,2.8333,594.4784,594.4784,567.6184,629.3384,633.7984,625.6384,603.9184,625.7984,627.8984,200.7184,598.0184,639.0984,207.5384,602.6384,643.2784,618.2184,639.1584
832.0,895.0,421,1.0,594.6636,594.6636,567.8036,629.5236,633.9836,625.8236,604.1036,625.9836,628.0836,200.9036,598.2036,639.3036,207.7436,602.8272,643.4636,618.4036,639.3472
832.1667,895.1667,421,1.1667,595.0616,595.0616,568.1488,630.008,634.1688,626.2888,604.2888,626.3368,628.5488,201.2416,598.7688,639.7128,207.9688,603.0888,643.8464,618.8288,639.5888
832.3333,895.3333,421,1.3333,595.314,595.314,568.334,630.294,634.354,626.474,604.474,626.634,628.734,201.494,598.974,639.954,208.154,603.274,644.054,619.014,639.774
832.5,895.5,421,1.5,595.4992,595.4992,568.5192,630.4792,634.5392,626.6592,604.6592,626.8192,628.9192,201.6792,599.1592,640.1392,208.3592,603.4592,644.2392,619.1992,639.9592
832.6667,895.6667,421,1.6667,595.6844,595.6844,568.7044,630.7488,634.7244,626.8532,604.8444,627.0044,629.1044,201.8644,599.3444,640.3444,208.6244,603.6444,644.4444,619.4044,640.1644
832.8333,895.8333,421,1.8333,595.8695,595.8695,568.8895,630.959,634.9095,627.0895,605.0295,627.1895,629.2895,202.1695,599.5295,640.539,208.819,603.8295,644.6295,619.619,640.3495
833.0,896.0,421,2.0,596.0547,596.0547,569.0947,631.1747,635.0947,627.2747,605.2147,627.3747,629.4747,202.3547,599.7147,640.7347,209.0347,604.0147,644.8147,619.8147,640.5347
833.1667,896.1667,421,2.1667,596.26,596.26,569.4,631.38,635.28,627.46,605.42,628.02,629.96,202.54,599.94,641.12,209.32,604.34,645.06,620.02,640.72
833.3333,896.3333,421,2.3333,596.4502,596.4502,569.6302,631.7302,635.4651,627.7102,605.6451,628.3004,630.1851,202.7251,600.2271,641.3102,209.6953,604.9051,645.2451,620.3451,640.9051
833.5,896.5,421,2.5,596.6503,596.6503,569.9309,631.9703,635.6503,628.0012,605.8303,628.5503,630.4903,202.9103,600.7303,641.5406,209.9503,605.1303,645.7163,620.5503,641.0903
833.6667,896.6667,421,2.6667,596.8355,596.8355,570.1355,632.1555,635.8355,628.2155,606.0155,628.7555,630.6755,203.0955,600.9755,641.7355,210.1355,605.3155,646.0955,620.7355,641.2755
833.8333,896.8333,421,2.8333,597.0206,597.0206,570.3206,632.4006,636.0206,628.4006,606.2206,628.983,630.8606,203.2806,601.2806,641.9206,210.3212,605.5006,646.2806,620.9206,641.4606
834.0,897.0,422,1.0,597.2754,597.2754,570.5232,632.6058,636.2116,628.5858,606.4058,629.376,631.0458,203.4658,601.4916,642.1058,210.5258,605.6858,646.4832,621.1058,641.6458
834.1667,897.1667,422,1.1667,598.0111,598.0111,571.1511,633.2111,636.6911,628.8111,606.6711,629.8311,631.5711,203.9711,602.3711,642.4311,210.8711,606.1111,647.0644,621.6711,641.8911
834.3333,897.3333,422,1.3333,598.1962,598.1962,571.3362,633.3962,636.8762,628.9962,606.8562,630.0162,631.7562,204.1562,602.5562,642.6162,211.0562,606.2962,647.2762,621.8562,642.0762
834.5,897.5,422,1.5,598.3828,598.3828,571.5214,633.5884,637.0642,629.1856,607.0484,630.2014,631.9414,204.3414,602.7414,642.8014,211.2414,606.4814,647.4656,622.0456,642.2614
834.6667,897.6667,422,1.6667,598.6066,598.6066,571.7066,633.8798,637.2866,629.4266,607.3732,630.3866,632.1266,204.5266,602.9266,642.9866,211.4266,606.6666,647.7466,622.2866,642.4466
834.8333,897.8333,422,1.8333,598.8117,598.8117,571.8917,634.1117,637.4717,629.6717,607.5917,630.5717,632.3117,204.7117,603.1117,643.1717,211.6117,606.8517,647.9317,622.4717,642.6317
835.0,898.0,422,2.0,598.997,598.997,572.077,634.297,637.657,629.957,607.777,630.757,632.497,204.917,603.297,643.357,211.797,607.037,648.117,622.657,642.817
835.1667,898.1667,422,2.1667,599.6022,599.6022,572.8822,635.0822,638.8822,631.1222,607.9644,632.1422,633.1754,206.1822,603.7022,644.7622,212.7022,607.7822,649.1022,623.1422,643.2422
835.3333,898.3333,422,2.3333,599.7873,599.7873,573.0673,635.2673,639.0673,631.3073,608.1673,632.3273,633.4673,206.3673,603.8873,644.9473,212.8873,607.9673,649.2873,623.3273,643.4273
835.5,898.5,422,2.5,599.9725,599.9725,573.2525,635.4525,639.2525,631.4925,608.3525,632.5125,633.6525,206.5525,604.0725,645.1325,213.0725,608.1525,649.4725,623.5125,643.6125
835.6667,898.6667,422,2.6667,600.1577,600.1577,573.4777,635.6377,639.4377,631.6777,608.5377,632.6977,633.8777,206.7377,604.2577,645.3177,213.2977,608.3377,649.6577,623.7154,643.8177
835.8333,898.8333,422,2.8333,600.3428,600.3428,573.7052,635.8228,639.6256,631.8628,608.7228,632.8828,634.3628,206.9228,604.4428,645.5228,213.6028,608.5228,649.8428,623.9028,644.0028
836.0,899.0,423,1.0,600.5281,600.5281,574.0281,636.0081,639.8724,632.0481,608.9081,633.0681,634.5481,207.1162,604.6281,645.7081,213.7881,608.7324,650.0362,624.0881,644.1881
836.1667,899.1667,423,1.1667,601.0732,601.0732,574.3333,636.4533,640.3533,632.4733,609.1733,633.6133,635.2933,207.5133,605.0333,646.1133,214.1933,609.0333,650.4733,624.6533,644.5066
836.3333,899.3333,423,1.3333,601.2784,601.2784,574.5184,636.6384,640.5384,632.6584,609.3584,633.7984,635.4784,207.6984,605.2384,646.2984,214.3784,609.2184,650.6584,624.8384,644.6984
836.5,899.5,423,1.5,601.4636,601.4636,574.7236,636.8236,640.7236,632.8544,609.5508,633.9836,635.6708,207.8836,605.4452,646.5072,214.5708,609.4036,650.8436,625.0236,644.8836
836.6667,899.6667,423,1.6667,601.6488,601.6488,575.0888,637.3528,640.9176,633.2488,609.7688,634.5888,635.8888,208.0688,605.7288,646.7288,214.8688,609.8288,651.164,625.2088,645.1376
836.8333,899.8333,423,1.8333,601.834,601.834,575.274,637.594,641.134,633.434,609.954,634.774,636.074,208.274,605.914,646.914,215.054,610.014,651.394,625.394,645.334
837.0,900.0,423,2.0,602.0192,602.0192,575.4792,637.7792,641.3392,633.6192,610.1392,634.9592,636.2592,208.4792,606.1392,647.0992,215.2392,610.2192,651.6592,625.5792,645.5192
837.5,900.5,423,2.5,602.9347,602.9347,576.4747,638.3947,642.5347,634.5947,610.8547,635.9947,636.9547,209.5347,607.1947,648.3947,216.3747,610.9947,652.8147,626.3947,646.2747
838.0,901.0,424,1.0,603.5006,603.5006,577.0303,638.9703,643.2606,635.1903,611.4103,636.7703,637.6709,210.1109,607.7909,648.9703,216.9703,611.5903,653.3806,626.9703,646.8303
838.1667,901.1667,424,1.1667,604.0355,604.0355,577.3465,639.9955,644.1355,635.8355,611.9355,638.3555,638.7355,210.591,608.6555,650.2355,218.1555,612.7755,654.7355,627.7355,647.7555
838.3333,901.3333,424,1.3333,604.2206,604.2206,577.5406,640.1806,644.3406,636.0206,612.1206,638.5406,638.9206,210.7806,608.8606,650.4206,218.3406,612.9606,654.9206,627.9206,647.9406
838.5,901.5,424,1.5,604.4116,604.4116,577.7258,640.3658,644.5258,636.2696,612.3058,638.7258,639.1058,210.9658,609.0458,650.6058,218.5258,613.1458,655.1058,628.1058,648.1258
838.6667,901.6667,424,1.6667,604.6111,604.6111,577.9111,640.5511,644.7111,636.6111,612.4911,638.9111,639.2911,211.1511,609.2311,650.7911,218.7311,613.3311,655.2911,628.2911,648.3111
838.8333,901.8333,424,1.8333,604.7962,604.7962,578.0962,640.7362,644.8962,636.7962,612.6762,639.0962,639.4762,211.3362,609.4162,650.9762,218.9162,613.5162,655.4762,628.4762,648.4962
839.0,902.0,424,2.0,605.0038,605.0024,578.336,640.9326,645.101,636.9814,612.8614,639.2814,639.6684,211.5424,609.6126,651.1614,219.1014,613.7014,655.6628,628.6838,648.6814
839.5,902.5,424,2.5,605.897,605.857,579.617,641.657,645.917,637.537,613.417,639.837,640.337,212.397,610.337,651.717,219.657,614.257,656.277,629.537,649.237
839.75,902.75,424,2.75,606.2147,606.1947,579.8947,641.9947,646.3547,637.8147,613.6947,640.1147,640.6147,212.8147,610.6347,652.0347,219.9347,614.5347,656.5547,629.8147,649.5147
840.0,903.0,425,1.0,606.4925,606.4925,580.1725,642.2725,646.7725,638.3125,613.9725,640.3925,640.8925,213.0925,610.9125,652.3125,220.2125,614.8125,656.8325,630.0925,649.7925
840.5,903.5,425,1.5,607.4481,607.4481,581.0281,643.3481,647.9281,639.3043,614.5881,641.6681,642.0881,214.1481,611.9681,653.2881,221.1881,615.4681,657.8681,630.8081,650.4881
841.0,904.0,425,2.0,608.0036,608.0036,581.6072,643.9036,648.498,639.898,615.1508,642.2452,642.6508,214.718,612.5272,653.9216,221.7616,616.0236,658.4308,631.3744,651.0436
841.5,904.5,425,2.5,608.9792,608.9792,582.4992,644.9392,649.6792,640.9992,615.9192,643.6192,643.6792,215.6792,613.5392,655.1592,222.8392,616.8792,659.6192,632.2392,651.9792
842.0,905.0,426,1.0,609.5347,609.5347,583.0547,645.6241,650.2347,641.5747,616.4747,644.1747,644.2547,216.2547,614.0947,655.7147,223.3947,617.4747,660.1894,632.7947,652.5694
842.5,905.5,426,1.5,610.3703,610.3703,584.1703,646.7903,651.2503,642.6303,617.3703,645.4606,645.3909,217.2503,615.2903,656.5903,224.4703,618.4103,661.4412,633.9703,653.4103
842.75,905.75,426,1.75,610.6481,610.6481,584.4762,647.1324,651.8081,642.9081,617.6481,645.7481,645.6881,217.5481,615.5881,657.0681,224.7481,618.7081,661.7481,634.2481,653.8081
843.0,906.0,426,2.0,610.9658,610.9658,584.7658,647.4458,652.0858,643.1858,617.9258,646.0258,645.9658,217.8316,615.8658,657.3658,225.0316,618.9858,662.0258,634.5258,654.0858
843.25,906.25,426,2.25,611.4288,611.4288,585.0636,648.1636,652.6836,643.7052,618.2636,646.476,646.5236,218.3036,616.3836,657.9836,225.4888,619.4836,662.5236,634.8636,654.5436
843.5,906.5,426,2.5,611.8214,611.8214,585.347,648.4414,652.9614,644.0814,618.5414,646.9214,646.9014,218.5814,616.6614,658.2614,225.8814,619.8414,662.8014,635.3414,654.8214
843.75,906.75,426,2.75,612.1992,612.1992,585.7992,648.7192,653.3936,644.4552,618.8192,647.372,647.2568,219.032,617.0752,658.6792,226.3192,620.1384,663.2792,635.6192,655.1376
844.0,907.0,427,1.0,612.511,612.511,586.077,649.174,653.771,644.774,619.177,647.791,647.571,219.317,617.408,658.957,226.597,620.457,663.645,636.051,655.554
844.25,907.25,427,1.25,612.8547,612.8547,586.4735,649.7976,654.2364,645.1547,619.5335,648.3311,648.1147,219.6947,617.7988,659.3935,227.0041,620.9147,664.1805,636.3347,656.0147
844.5,907.5,427,1.5,613.2525,613.2525,586.8525,650.1125,654.65,645.65,619.865,648.73,648.5325,220.0725,618.17,660.025,227.4125,621.1925,664.545,636.845,656.2925
844.75,907.75,427,1.75,613.5709,613.5709,587.1303,650.4703,654.9606,645.9703,620.1503,649.1903,648.8903,220.4309,618.4703,660.3103,227.8303,621.4903,664.8812,637.1303,656.6103
845.0,908.0,427,2.0,613.8681,613.8681,587.4081,650.7881,655.2481,646.3562,620.4281,649.4681,649.1681,220.8081,618.7481,660.5881,228.1081,621.9205,665.1881,637.5881,656.9481
845.25,908.25,427,2.25,614.2858,614.2858,587.6858,651.3806,656.0658,646.7658,620.7058,650.1458,649.7058,221.3058,619.3858,661.1258,228.5832,622.2658,665.5658,638.0458,657.3858
845.5,908.5,427,2.5,614.7236,614.7236,588.1636,651.7436,656.3836,647.2236,621.1636,650.4836,650.0436,221.5836,619.7036,661.4836,228.9272,622.7236,666.1636,638.3436,657.8236
845.75,908.75,427,2.75,615.1214,615.1214,588.5614,652.1614,656.8014,647.6214,621.5014,650.9414,650.4512,221.9614,620.0414,661.8214,229.2414,623.0014,666.7014,638.6214,658.1014
846.0,909.0,428,1.0,615.3992,615.3992,588.8392,652.5568,657.0792,647.9576,621.7792,651.3152,650.8592,222.2392,620.4784,662.1184,229.6392,623.2992,666.9792,639.0528,658.3792
846.25,909.25,428,1.25,615.937,615.937,589.234,653.119,657.617,648.277,622.179,651.597,651.248,222.657,620.916,662.697,230.077,623.631,667.437,639.377,658.776
846.5,909.5,428,1.5,616.2747,616.2747,589.5147,653.4294,657.8947,648.7535,622.4747,652.5417,651.6747,222.9747,621.2894,662.9747,230.4747,624.1282,667.8747,639.807,659.0747
846.75,909.75,428,1.75,616.5525,616.5525,589.7925,653.7875,658.1725,649.0525,622.7525,652.8725,652.0275,223.3925,621.6175,663.3725,230.84,624.4325,668.2125,640.1325,659.3525
847.0,910.0,428,2.0,616.8303,616.8303,590.0703,654.2806,658.4606,649.5103,623.0303,653.1503,652.3812,223.7903,621.9618,663.6503,231.1806,624.7103,668.5418,640.5212,659.6303
847.25,910.25,428,2.25,617.3286,617.3286,590.6281,654.8129,659.3281,650.1481,623.5481,653.721,652.7281,224.2124,622.6681,663.9881,231.6486,625.2081,668.8681,641.0081,659.9881
847.5,910.5,428,2.5,617.6658,617.6658,590.949,655.1858,659.8258,650.5058,623.8658,654.1658,653.2458,224.5258,622.9458,664.6458,231.9858,625.5058,669.5058,641.3458,660.4658
847.75,910.75,428,2.75,617.9436,617.9436,591.2836,655.6436,660.1036,650.7836,624.1436,654.5636,653.5236,224.8836,623.2436,664.9836,232.3636,625.7836,669.9036,641.6236,660.7436
848.0,911.0,429,1.0,618.2214,618.2214,591.5614,655.9614,660.3814,651.1014,624.4214,654.8456,653.8014,225.1642,623.6214,665.3028,232.6414,626.1014,670.3414,641.9414,661.0256
848.25,911.25,429,1.25,618.7592,618.7592,591.9592,656.2592,660.9576,651.5592,624.8144,655.2992,654.0984,225.5792,624.132,665.7984,233.1568,626.5392,670.8392,642.2392,661.6128
848.5,911.5,429,1.5,619.054,619.054,592.397,656.914,661.385,652.077,625.097,656.063,655.174,225.957,624.485,666.191,233.637,626.894,671.174,642.517,662.002
848.75,911.75,429,1.75,619.3747,619.3747,592.6747,657.3547,661.7147,652.3547,625.3747,656.4747,655.4547,226.3547,624.7894,666.5947,233.9347,627.1747,671.6094,642.9347,662.2947
849.0,912.0,429,2.0,619.6725,619.6725,592.9525,657.7125,661.9925,652.6725,625.6525,656.7525,655.7325,226.6325,625.0725,666.9125,234.2125,627.4525,671.9525,643.2125,662.5725
849.25,912.25,429,2.25,620.0903,620.0903,593.3406,658.0903,662.4703,653.1103,626.0703,657.2606,656.1406,227.0903,625.3503,667.3006,234.5103,627.8303,672.3503,643.6303,662.8903
849.5,912.5,429,2.5,620.4762,620.4762,593.7124,658.4653,662.9481,653.4681,626.4729,657.6881,656.7481,227.5096,626.1081,667.781,235.2481,628.3081,672.7881,644.3248,663.2724
849.75,912.75,429,2.75,620.8374,620.8374,594.0458,658.9858,663.3858,653.9058,626.8458,657.9658,657.0258,227.9658,626.4658,668.2058,235.5258,628.5858,673.2322,644.6858,663.6258
850.0,913.0,430,1.0,621.1436,621.1436,594.3236,659.3108,663.6636,654.2816,627.1236,658.2976,657.3072,228.2436,626.8436,668.5072,235.818,628.8708,673.6272,645.0072,663.9072
850.25,913.25,430,1.25,621.567,621.567,594.7456,659.8512,664.1814,654.7396,627.5014,659.094,657.7912,228.5698,627.3214,669.2498,236.2414,629.3898,674.1028,645.4642,664.3214
850.5,913.5,430,1.5,621.9192,621.9192,595.1176,660.2592,664.6992,655.2592,627.7792,659.5776,658.1992,228.9592,627.7192,669.6392,236.5392,629.7792,674.4192,645.7792,664.6392
850.75,913.75,430,1.75,622.317,622.317,595.437,660.677,665.077,655.557,628.057,659.914,658.477,229.274,627.997,669.917,236.931,630.077,675.057,646.137,665.025
851.0,914.0,430,2.0,622.5947,622.5947,595.7147,661.0747,665.3547,655.8694,628.3347,660.2682,659.0193,229.6747,628.3188,670.1947,237.2147,630.4147,675.3347,646.4547,665.3147
851.25,914.25,430,2.25,622.9925,622.9925,596.0925,661.4675,665.745,656.3325,628.7525,660.845,659.4525,230.0725,628.9125,670.6525,237.5125,630.845,675.7525,646.9325,665.7325
851.5,914.5,430,2.5,623.4515,623.4515,596.5703,661.9503,666.3212,656.8618,629.0303,661.3806,659.8703,230.4909,629.4836,670.9903,238.0509,631.1903,676.6503,647.3303,666.0303
851.75,914.75,430,2.75,623.7881,623.7881,596.8481,662.3281,666.6281,657.1881,629.3081,661.6681,660.1481,230.9081,629.8681,671.2681,238.3681,631.4681,676.9281,647.7481,666.3481
852.0,915.0,431,1.0,624.0716,624.0716,597.1258,662.6058,666.9058,657.4916,629.6116,661.9458,660.4258,231.1858,630.1458,671.5458,238.6458,631.7458,677.2058,648.0658,666.6258
852.25,915.25,431,1.25,624.498,624.498,597.6036,663.1236,667.4236,657.9796,629.9036,662.5036,661.2036,231.6436,630.4636,671.8836,239.176,632.0236,677.6236,648.3836,666.9436
852.5,915.5,431,1.5,624.8414,624.8414,597.9014,663.6814,668.0614,658.4214,630.3614,663.1814,661.8014,231.9842,631.0814,672.6214,239.6214,632.5614,678.1214,648.9614,667.6014
852.75,915.75,431,1.75,625.1192,625.1192,598.1792,664.0792,668.3392,658.6992,630.7168,663.6896,662.0792,232.3792,631.4592,672.8992,239.8992,632.9384,678.3992,649.3544,667.8792
853.0,916.0,431,2.0,625.431,625.434,598.457,664.459,668.617,659.094,630.997,663.977,662.357,232.657,631.737,673.177,240.177,633.217,678.677,649.637,668.157
853.25,916.25,431,2.25,625.8323,625.8323,598.9682,665.0393,669.3947,659.6547,631.2747,664.5629,662.8547,233.0347,632.3347,673.4547,240.6364,633.6935,679.0947,649.9147,668.5229
853.5,916.5,431,2.5,626.2025,626.2025,599.2725,665.4125,669.6725,659.9325,631.6175,665.0175,663.1325,233.5125,632.6625,673.93,241.0925,634.0125,679.8175,650.3675,668.8725
853.75,916.75,431,2.75,626.5806,626.5806,599.5503,665.6903,669.9703,660.4303,631.9303,665.3703,663.5218,233.8309,633.0915,674.3521,241.3903,634.4315,680.1303,650.8121,669.2303
854.0,917.0,432,1.0,626.9281,626.9281,599.8481,665.9681,670.2681,660.7281,632.3081,665.9881,664.0081,234.1281,633.4481,674.8081,241.7281,634.7481,680.4081,651.1681,669.5881
854.25,917.25,432,1.25,627.3658,627.3658,600.3258,666.5258,670.7858,661.0458,632.5858,666.4658,664.4858,234.589,633.9458,675.3058,242.2858,635.1658,680.9058,651.4658,670.0458
854.5,917.5,432,1.5,627.6636,627.6636,600.6036,667.1036,671.1436,661.7036,632.9436,666.9836,664.8236,234.9236,634.2436,675.8036,242.6036,635.4436,681.2836,651.9836,670.3236
854.75,917.75,432,1.75,627.9414,627.9414,600.8814,667.5414,671.4214,661.9814,633.2214,667.3414,665.1014,235.2614,634.5814,676.0814,242.9614,635.7214,681.5614,652.4614,670.6614
855.0,918.0,432,2.0,628.2192,628.2192,601.1592,667.9536,671.6992,662.3392,633.4992,667.6192,665.4392,235.6392,634.8592,676.3592,243.2392,635.9992,681.8392,652.7392,670.9392
855.25,918.25,432,2.25,628.765,628.765,601.642,668.417,672.438,662.956,633.917,668.589,666.155,236.088,635.137,676.943,243.702,636.477,682.29,653.137,671.397
855.5,918.5,432,2.5,629.0747,629.0747,601.9347,668.8547,672.7841,663.2547,634.3347,669.1747,666.5335,236.3747,635.9535,677.2947,244.1147,636.9347,683.1841,653.5976,671.7935
855.75,918.75,432,2.75,629.3525,629.3525,602.2125,669.365,673.2025,663.6325,634.6125,669.4525,666.845,236.7725,636.2525,677.5725,244.45,637.2125,683.4725,653.9725,672.0925
856.0,919.0,433,1.0,629.6606,629.6606,602.4903,669.6709,673.5309,663.9903,634.8903,669.7303,667.1303,237.1006,636.5303,677.8503,244.7703,637.5109,683.7503,654.2503,672.3703
856.25,919.25,433,1.25,630.0281,630.0281,602.7681,670.2367,674.1881,664.2681,635.3081,670.0881,667.4081,237.4281,636.8081,678.3891,245.0481,638.0881,684.2281,654.7681,672.7048
856.5,919.5,433,1.5,630.5058,630.5058,603.3858,670.5858,674.4658,664.5458,635.5858,670.4458,668.1858,237.8458,637.7658,678.9858,245.6258,638.3658,684.5658,655.0458,673.0658
856.75,919.75,433,1.75,630.8836,630.8836,603.7036,670.9836,674.7636,664.9836,635.9436,670.7236,668.5036,238.2636,638.0436,679.2636,246.0036,638.6436,685.0236,655.4436,673.5036
857.0,920.0,433,2.0,631.1614,631.1614,603.9856,671.367,675.0414,665.5614,636.2414,671.0126,669.0614,238.5628,638.3214,679.5414,246.2856,638.9214,685.4284,655.7628,673.8256
857.25,920.25,433,2.25,631.5792,631.5792,604.3392,671.8392,675.5192,666.0392,636.6792,671.516,669.5992,239.0392,638.8792,679.9992,246.6992,639.4192,685.8392,656.1192,674.2792
857.5,920.5,433,2.5,632.017,632.017,604.734,672.297,675.997,666.456,636.957,672.597,669.977,239.317,639.237,680.554,247.077,639.817,686.197,656.517,674.717
857.75,920.75,433,2.75,632.3147,632.3147,605.0694,672.6923,676.4147,666.8735,637.2547,673.0747,670.3576,239.6894,639.5441,680.8347,247.3547,640.0947,686.6147,656.8894,674.9947
858.0,921.0,434,1.0,632.6125,632.6125,605.3525,673.1525,676.7175,667.265,637.545,673.3525,670.7375,240.0525,639.8575,681.1325,247.6925,640.3725,686.9325,657.2325,675.2725
858.25,921.25,434,1.25,633.0103,633.0103,605.7903,673.6703,677.2903,667.8212,637.9903,673.7903,671.3903,240.4606,640.3503,681.5418,248.3303,640.8703,687.4303,657.9503,675.6303
858.5,921.5,434,1.5,633.4281,633.4281,606.1681,673.9681,677.7681,668.3481,638.2681,674.6529,671.7481,241.0081,640.7681,681.9881,248.7081,641.2081,688.1681,658.2881,676.0286
858.75,921.75,434,1.75,633.7058,633.7058,606.4658,674.2458,678.0458,668.6258,638.5458,675.0258,672.1058,241.2858,641.0858,682.2658,248.9858,641.4858,688.4458,658.5658,676.3658
