qstamp,tstamp,measure,beat,Flute 1,Flute 2,Oboe 1,Oboe 2,A Clarinet 1,A Clarinet 2,Bassoon 1,Bassoon 2,Contrabassoon,E Horn 1,E Horn 2,C Horn 3,C Horn 4,E Trumpet 1,E Trumpet 2,Trombone 1,Trombone 2,Trombone 3,Timpani,Violin 1,Violin 2,Viola,Violoncello,Contrabass
198.75,99.375,67,1.75,D6,B5,D6,D5,D5,B4,D4,B3,r,r,r,r,r,r,r,r,r,r,r,B4,B4,D3,D3,G1
199.0,99.5,67,2.0,C#6,B-5,D6,D5,C#5,B-4,C#4,B-3,r,r,r,r,r,r,r,r,r,r,r,D5,D5,E3,E3,G1
199.25,99.625,67,2.25,C#6,B-5,D6,D5,C#5,B-4,C#4,B-3,r,r,r,r,r,r,r,r,r,r,r,C#5,C#5,E3,E3,G1
199.5,99.75,67,2.5,C6,A5,D6,D5,C5,A4,C4,A3,r,r,r,r,r,r,r,r,r,r,r,D5,D5,F#3,F#3,G1
199.75,99.875,67,2.75,C6,A5,D6,D5,C5,A4,C4,A3,r,r,r,r,r,r,r,r,r,r,r,C5,C5,F#3,F#3,G1
200.0,100.0,67,3.0,B5,G5,D6,D5,B4,G4,B3,G3,r,r,r,r,r,r,r,r,r,r,r,D5,D5,G3,G3,G1
200.25,100.125,67,3.25,B5,G5,D6,D5,B4,G4,B3,G3,r,r,r,r,r,r,r,r,r,r,r,B4,B4,G3,G3,G1
200.5,100.25,67,3.5,A5,F#5,D6,D5,A4,F#4,A3,F#3,r,r,r,r,r,r,r,r,r,r,r,D5,D5,B3,B3,G1
200.75,100.375,67,3.75,A5,F#5,D6,D5,A4,F#4,A3,F#3,r,r,r,r,r,r,r,r,r,r,r,B4,B4,B3,B3,G1
201.0,100.5,68,1.0,G5,E-5,D6,D5,G5,E-5,E-4,A3,r,r,r,r,r,r,r,r,r,r,r,D5,D5,E-4,A2,A1
201.25,100.625,68,1.25,G5,E-5,D6,D5,G5,E-5,E-4,A3,r,r,r,r,r,r,r,r,r,r,r,G4,G4,E-4,A2,A1
201.5,100.75,68,1.5,F#5,E-5,C6,C5,F#5,E-5,E-4,A3,r,r,r,r,r,r,r,r,r,r,r,C5,C5,E-4,A2,A1
201.75,100.875,68,1.75,F#5,E-5,C6,C5,F#5,E-5,E-4,A3,r,r,r,r,r,r,r,r,r,r,r,F#4,F#4,E-4,A2,A1
202.0,101.0,68,2.0,r,r,C6,F#5,F#5,E-5,F#4,C4,r,r,r,E-4,E-3,r,r,r,r,r,r,E-5,E-5,C4,A3,A2
202.25,101.125,68,2.25,r,r,C6,F#5,F#5,E-5,F#4,C4,r,r,r,E-4,E-3,r,r,r,r,r,r,C5,E-5,C4,A3,A2
202.5,101.25,68,2.5,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,A4,r,r,r,r
202.75,101.375,68,2.75,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,F4,F5,F4,r,r
203.0,101.5,68,3.0,r,r,C6,F#5,F#5,E-5,F#4,C4,r,r,r,E-4,E-3,r,r,r,r,r,r,r,F#5,F#4,r,r
203.25,101.625,68,3.25,r,r,C6,F#5,F#5,E-5,F#4,C4,r,r,r,E-4,E-3,r,r,r,r,r,r,r,E-5,E-4,r,r
203.5,101.75,68,3.5,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,C5,C4,r,r
203.75,101.875,68,3.75,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,A4,A3,r,r
204.0,102.0,69,1.0,r,r,C#6,E5,E5,C#5,E4,C#4,r,E4,E3,r,r,E5,E4,r,r,r,E3,r,G4,E4,B-2,B-1
204.25,102.125,69,1.25,r,r,C#6,E5,E5,C#5,E4,C#4,r,E4,E3,r,r,E5,E4,r,r,r,E3,E4,E4,E4,B-2,B-1
204.5,102.25,69,1.5,E6,r,r,r,r,r,r,r,r,E4,E3,r,r,E5,E4,r,r,r,E3,G4,G4,E5,B-2,B-1
204.75,102.375,69,1.75,E6,r,r,r,r,r,r,r,r,E4,E3,r,r,E5,E4,r,r,r,E3,C#5,C#5,E5,B-2,B-1
205.0,102.5,69,2.0,E-6,r,r,r,G4,E4,G3,E3,r,E4,E3,r,r,E5,E4,r,r,r,E3,E5,E5,E-5,B-2,B-1
205.25,102.625,69,2.25,E-6,r,r,r,G4,E4,G3,E3,r,E4,E3,r,r,E5,E4,r,r,r,E3,E-5,E5,E-5,B-2,B-1
205.5,102.75,69,2.5,D6,r,r,r,G4,E4,G3,E3,r,E4,E3,r,r,E5,E4,r,r,r,E3,E5,D5,D5,B-2,B-1
205.75,102.875,69,2.75,D6,r,r,r,G4,E4,G3,E3,r,E4,E3,r,r,E5,E4,r,r,r,E3,D5,E5,D5,B-2,B-1
206.0,103.0,69,3.0,C#6,r,r,r,G4,E4,G3,E3,r,E4,E3,r,r,E5,E4,r,r,r,E3,E5,C#5,C#5,B-2,B-1
206.25,103.125,69,3.25,C#6,r,r,r,G4,E4,G3,E3,r,E4,E3,r,r,E5,E4,r,r,r,E3,C#5,E5,C#5,B-2,B-1
206.5,103.25,69,3.5,C6,r,r,r,G4,E4,G3,E3,r,E4,E3,r,r,E5,E4,r,r,r,E3,E5,C5,C5,B-2,B-1
206.75,103.375,69,3.75,C6,r,r,r,G4,E4,G3,E3,r,E4,E3,r,r,E5,E4,r,r,r,E3,C5,E5,C5,B-2,B-1
207.0,103.5,70,1.0,B5,r,r,r,G4,E4,G3,E3,r,E4,E3,r,r,E5,E4,r,r,r,E3,E5,B4,B4,B2,B1
207.25,103.625,70,1.25,B5,r,r,r,G4,E4,G3,E3,r,E4,E3,r,r,E5,E4,r,r,r,E3,B4,E5,B4,B2,B1
207.5,103.75,70,1.5,B-5,r,r,r,G4,E4,G3,E3,r,E4,E3,r,r,E5,E4,r,r,r,E3,E5,B-4,B-4,B2,B1
207.75,103.875,70,1.75,B-5,r,r,r,G4,E4,G3,E3,r,E4,E3,r,r,E5,E4,r,r,r,E3,B-4,E5,B-4,B2,B1
208.0,104.0,70,2.0,B5,r,r,r,G#4,E4,G#3,E3,r,E4,E3,r,r,E5,E4,r,r,r,E3,E5,B4,B4,B2,B1
208.25,104.125,70,2.25,B5,r,r,r,G#4,E4,G#3,E3,r,E4,E3,r,r,E5,E4,r,r,r,E3,B4,E5,B4,B2,B1
208.5,104.25,70,2.5,C6,r,r,r,G#4,E4,G#3,E3,r,E4,E3,r,r,E5,E4,r,r,r,E3,E5,C5,C5,B2,B1
208.75,104.375,70,2.75,C6,r,r,r,G#4,E4,G#3,E3,r,E4,E3,r,r,E5,E4,r,r,r,E3,C5,E5,C5,B2,B1
209.0,104.5,70,3.0,B5,r,r,r,G4,E4,G3,E3,r,E4,E3,r,r,E5,E4,r,r,r,E3,E5,B4,B4,B2,B1
209.25,104.625,70,3.25,B5,r,r,r,G4,E4,G3,E3,r,E4,E3,r,r,E5,E4,r,r,r,E3,B4,E5,B4,B2,B1
209.5,104.75,70,3.5,B-5,r,r,r,G4,E4,G3,E3,r,E4,E3,r,r,E5,E4,r,r,r,E3,E5,B-4,B-4,B2,B1
209.75,104.875,70,3.75,B-5,r,r,r,G4,E4,G3,E3,r,E4,E3,r,r,E5,E4,r,r,r,E3,A4,E5,B-4,B2,B1
210.0,105.0,71,1.0,B5,r,r,r,G#4,E4,G#3,E3,r,E4,E3,r,r,E5,E4,r,r,r,E3,E5,B4,B4,E2,E1
210.25,105.125,71,1.25,B5,r,r,r,G#4,E4,G#3,E3,r,E4,E3,r,r,E5,E4,r,r,r,E3,B4,E5,B4,E2,E1
210.5,105.25,71,1.5,D6,r,r,r,G#4,E4,G#3,E3,r,E4,E3,r,r,E5,E4,r,r,r,E3,E5,D5,D5,E2,E1
210.75,105.375,71,1.75,D6,r,r,r,G#4,E4,G#3,E3,r,E4,E3,r,r,E5,E4,r,r,r,E3,D5,E5,D5,E2,E1
211.0,105.5,71,2.0,C#6,r,r,r,A4,E4,A3,E3,r,E4,E3,r,r,E5,E4,r,r,r,E3,E5,C#5,C#5,E2,E1
211.25,105.625,71,2.25,C#6,r,r,r,A4,E4,A3,E3,r,E4,E3,r,r,E5,E4,r,r,r,E3,C#5,E5,C#5,E2,E1
211.5,105.75,71,2.5,C6,r,r,r,A4,E4,A3,E3,r,E4,E3,r,r,E5,E4,r,r,r,E3,E5,C5,C5,E2,E1
211.75,105.875,71,2.75,C6,r,r,r,A4,E4,A3,E3,r,E4,E3,r,r,E5,E4,r,r,r,E3,C5,E5,C5,E2,E1
212.0,106.0,71,3.0,B5,r,r,r,G#4,E4,G#3,E3,r,E4,E3,r,r,E5,E4,r,r,r,E3,E5,B4,B4,E2,E1
212.25,106.125,71,3.25,B5,r,r,r,G#4,E4,G#3,E3,r,E4,E3,r,r,E5,E4,r,r,r,E3,B4,E5,B4,E2,E1
212.5,106.25,71,3.5,D6,r,r,r,G#4,E4,G#3,E3,r,E4,E3,r,r,E5,E4,r,r,r,E3,E5,D5,D5,E2,E1
212.75,106.375,71,3.75,D6,r,r,r,G#4,E4,G#3,E3,r,E4,E3,r,r,E5,E4,r,r,r,E3,D5,E5,D5,E2,E1
213.0,106.5,72,1.0,D6,r,r,r,A4,E4,A3,E3,r,E4,E3,r,r,E5,E4,r,r,r,E3,E5,D5,D5,A2,A1
213.25,106.625,72,1.25,D6,r,r,r,A4,E4,A3,E3,r,E4,E3,r,r,E5,E4,r,r,r,E3,D5,E5,D5,A2,A1
213.5,106.75,72,1.5,C#6,r,r,r,A4,E4,A3,E3,r,E4,E3,r,r,E5,E4,r,r,r,E3,E5,C#5,C#5,A2,A1
213.75,106.875,72,1.75,C#6,r,r,r,A4,E4,A3,E3,r,E4,E3,r,r,E5,E4,r,r,r,E3,C#5,E5,C#5,A2,A1
214.0,107.0,72,2.0,C#6,r,r,r,A4,E4,A3,E3,r,E4,E3,r,r,E5,E4,r,r,r,E3,E5,C#5,C#5,A2,A1
214.25,107.125,72,2.25,C#6,r,r,r,A4,E4,A3,E3,r,E4,E3,r,r,E5,E4,r,r,r,E3,C#5,E5,C#5,A2,A1
214.5,107.25,72,2.5,C6,r,r,r,A4,E4,A3,E3,r,E4,E3,r,r,E5,E4,r,r,r,E3,E5,C5,C5,A2,A1
214.75,107.375,72,2.75,C6,r,r,r,A4,E4,A3,E3,r,E4,E3,r,r,E5,E4,r,r,r,E3,C5,E5,C5,A2,A1
215.0,107.5,72,3.0,C6,r,r,r,A4,F#4,A3,F#3,r,E4,E3,r,r,E5,E4,r,r,r,E3,E5,C5,C5,A2,A1
215.25,107.625,72,3.25,C6,r,r,r,A4,F#4,A3,F#3,r,E4,E3,r,r,E5,E4,r,r,r,E3,C5,E5,C5,A2,A1
215.5,107.75,72,3.5,A5,r,r,r,A4,F#4,A3,F#3,r,E4,E3,r,r,E5,E4,r,r,r,E3,E5,A4,A4,A2,A1
215.75,107.875,72,3.75,A5,r,r,r,A4,F#4,A3,F#3,r,E4,E3,r,r,E5,E4,r,r,r,E3,A4,E5,A4,A2,A1
216.0,108.0,73,1.0,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,E4,E4,E4,E4,E2
216.1667,108.0833,73,1.1667,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,G4,G4,B3,B3,E2
216.3333,108.1667,73,1.3333,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,G4,G4,B3,B3,E2
216.5,108.25,73,1.5,E6,E6,E5,E5,r,r,E3,r,r,r,r,r,r,r,r,r,r,r,r,E5,E5,E3,E3,E2
216.6667,108.3333,73,1.6667,E6,E6,E5,E5,r,r,E3,r,r,r,r,r,r,r,r,r,r,r,r,G5,G4,B3,B2,E2
216.8333,108.4167,73,1.8333,E6,E6,E5,E5,r,r,E3,r,r,r,r,r,r,r,r,r,r,r,r,G5,G4,B3,B2,E2
217.0,108.5,73,2.0,E6,E-6,E5,E-5,r,r,F#3,r,r,r,r,r,r,r,r,r,r,r,r,E6,E5,E3,E2,E1
217.25,108.625,73,2.25,E6,E-6,E5,E-5,r,r,F#3,r,r,r,r,r,r,r,r,r,r,r,r,E-6,E-5,F#3,F#2,E1
217.5,108.75,73,2.5,E6,D6,E5,D5,r,r,G#3,E3,r,r,r,r,r,r,r,r,r,r,r,E6,E5,E3,E2,E1
217.75,108.875,73,2.75,E6,D6,E5,D5,r,r,G#3,E3,r,r,r,r,r,r,r,r,r,r,r,D6,D5,G#3,G#2,E1
218.0,109.0,73,3.0,E6,C6,E5,C5,r,r,A3,F#3,r,r,r,r,r,r,r,r,r,r,r,E6,E5,E3,E2,E1
218.25,109.125,73,3.25,E6,C6,E5,C5,r,r,A3,F#3,r,r,r,r,r,r,r,r,r,r,r,C6,C5,A3,A2,E1
218.5,109.25,73,3.5,E6,B5,E5,B4,r,r,B3,G#3,r,r,r,r,r,r,r,r,r,r,r,E6,E5,E3,E2,E1
218.75,109.375,73,3.75,E6,B5,E5,B4,r,r,B3,G#3,r,r,r,r,r,r,r,r,r,r,r,B5,C5,B3,B2,E1
219.0,109.5,74,1.0,E6,A5,E5,A4,r,r,C4,A3,r,r,r,r,r,r,r,r,r,r,r,E6,E5,F#3,F#2,F#1
219.25,109.625,74,1.25,E6,A5,E5,A4,r,r,C4,A3,r,r,r,r,r,r,r,r,r,r,r,A5,A4,C4,C3,F#1
219.5,109.75,74,1.5,E-6,A5,E-5,A4,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,E-6,E-5,F#3,F#2,F#1
219.75,109.875,74,1.75,E-6,A5,E-5,A4,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,A5,A4,B3,C3,F#1
220.0,110.0,74,2.0,D6,A5,D5,A4,r,r,F#3,F#2,r,r,r,C4,C3,r,r,r,r,r,r,D6,D5,F#3,F#2,F#2
220.1667,110.0833,74,2.1667,D6,A5,D5,A4,r,r,F#3,F#2,r,r,r,C4,C3,r,r,r,r,r,r,C6,D5,F#3,A2,F#2
220.3333,110.1667,74,2.3333,D6,A5,D5,A4,r,r,F#3,F#2,r,r,r,C4,C3,r,r,r,r,r,r,C6,D5,F#3,A2,F#2
220.5,110.25,74,2.5,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,D5,D5,F#3,F#3,r
220.6667,110.3333,74,2.6667,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,D5,C5,A3,F#3,r
220.8333,110.4167,74,2.8333,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,D5,C5,A3,F#3,r
221.0,110.5,74,3.0,E-6,A5,E-5,A4,r,r,F#3,F#2,r,r,r,C4,C3,r,r,r,r,r,r,E-5,E-5,F#3,F#2,r
221.1667,110.5833,74,3.1667,E-6,A5,E-5,A4,r,r,F#3,F#2,r,r,r,C4,C3,r,r,r,r,r,r,C5,E-5,F#3,A2,r
221.3333,110.6667,74,3.3333,E-6,A5,E-5,A4,r,r,F#3,F#2,r,r,r,C4,C3,r,r,r,r,r,r,C5,E-5,F#3,A2,r
221.5,110.75,74,3.5,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,E-4,E-4,F#3,F#3,r
221.6667,110.8333,74,3.6667,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,E-4,C4,A3,F#3,r
221.8333,110.9167,74,3.8333,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,E-4,C4,A3,F#3,r
222.0,111.0,75,1.0,D6,B5,D5,B4,r,r,r,r,r,r,r,G4,G3,r,r,r,r,r,r,G4,G3,G3,G4,G2
222.1667,111.0833,75,1.1667,D6,B5,D5,B4,r,r,r,r,r,r,r,G4,G3,r,r,r,r,r,r,B4,G3,G3,D4,G2
222.3333,111.1667,75,1.3333,D6,B5,D5,B4,r,r,r,r,r,r,r,G4,G3,r,r,r,r,r,r,B4,G3,G3,D4,G2
222.5,111.25,75,1.5,G6,G6,G5,G5,r,r,G3,G3,r,r,r,r,r,r,r,r,r,r,r,G5,G4,G4,G3,G2
222.6667,111.3333,75,1.6667,G6,G6,G5,G5,r,r,G3,G3,r,r,r,r,r,r,r,r,r,r,r,B5,B4,D4,D3,G2
222.8333,111.4167,75,1.8333,G6,G6,G5,G5,r,r,G3,G3,r,r,r,r,r,r,r,r,r,r,r,B5,B4,D4,D3,G2
223.0,111.5,75,2.0,G6,F#6,G5,F#5,r,r,A3,A3,r,r,r,r,r,r,r,r,r,r,r,G6,G5,G3,G2,G1
223.25,111.625,75,2.25,G6,F#6,G5,F#5,r,r,A3,A3,r,r,r,r,r,r,r,r,r,r,r,F#6,F#5,A3,A2,G1
223.5,111.75,75,2.5,G6,F6,G5,F5,r,r,B3,G3,r,r,r,r,r,r,r,r,r,r,r,G6,G5,G3,G2,G1
223.75,111.875,75,2.75,G6,F6,G5,F5,r,r,B3,G3,r,r,r,r,r,r,r,r,r,r,r,F6,F5,B3,B2,G1
224.0,112.0,75,3.0,G6,E6,G5,E5,r,r,C4,A3,r,r,r,r,r,r,r,r,r,r,r,G6,G5,G3,G2,G1
224.25,112.125,75,3.25,G6,E6,G5,E5,r,r,C4,A3,r,r,r,r,r,r,r,r,r,r,r,E6,E5,C4,C3,G1
224.5,112.25,75,3.5,G6,D6,G5,D5,r,r,D4,B3,r,r,r,r,r,r,r,r,r,r,r,G6,G5,G3,G2,G1
224.75,112.375,75,3.75,G6,D6,G5,D5,r,r,D4,B3,r,r,r,r,r,r,r,r,r,r,r,D6,D5,D4,D3,G1
225.0,112.5,76,1.0,G6,C6,G5,C5,r,r,E-4,C4,r,r,r,r,r,r,r,r,r,r,r,G6,G5,A3,A2,A1
225.25,112.625,76,1.25,G6,C6,G5,C5,r,r,E-4,C4,r,r,r,r,r,r,r,r,r,r,r,C6,C5,E-4,E-3,A1
225.5,112.75,76,1.5,F6,C6,F5,C5,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,F6,F5,A3,A2,A1
225.75,112.875,76,1.75,F6,C6,F5,C5,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,C6,C5,E-4,E-3,A1
226.0,113.0,76,2.0,F#6,C6,F#5,C5,r,r,A3,A2,r,r,r,E-4,E-3,r,r,r,r,r,r,F#6,F#5,A3,A2,A2
226.1667,113.0833,76,2.1667,F#6,C6,F#5,C5,r,r,A3,A2,r,r,r,E-4,E-3,r,r,r,r,r,r,E-6,F#5,A3,B2,A2
226.3333,113.1667,76,2.3333,F#6,C6,F#5,C5,r,r,A3,A2,r,r,r,E-4,E-3,r,r,r,r,r,r,E-6,F#5,A3,B2,A2
226.5,113.25,76,2.5,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,F#5,G5,A3,A3,r
226.6667,113.3333,76,2.6667,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,F#5,E-5,C4,A3,r
226.8333,113.4167,76,2.8333,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,F#5,E-5,C4,A3,r
227.0,113.5,76,3.0,G6,C#6,G5,C#5,r,r,A3,A2,r,r,r,E4,E3,r,r,r,r,r,r,G5,G5,E4,A2,r
227.1667,113.5833,76,3.1667,G6,C#6,G5,C#5,r,r,A3,A2,r,r,r,E4,E3,r,r,r,r,r,r,E5,G5,E4,C#3,r
227.3333,113.6667,76,3.3333,G6,C#6,G5,C#5,r,r,A3,A2,r,r,r,E4,E3,r,r,r,r,r,r,E5,G5,E4,C#3,r
227.5,113.75,76,3.5,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,G4,G4,A3,A3,r
227.6667,113.8333,76,3.6667,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,G4,E4,C#4,A3,r
227.8333,113.9167,76,3.8333,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,G4,E4,C#4,A3,r
228.0,114.0,77,1.0,r,r,E5,C#5,r,r,r,r,r,E4,E3,G4,G3,E5,E4,r,r,r,E3,E5,E5,G4,B-2,B-1
228.1667,114.0833,77,1.1667,r,r,E5,C#5,r,r,r,r,r,E4,E3,G4,G3,E5,E4,r,r,r,E3,G5,E5,G4,B-2,B-1
228.3333,114.1667,77,1.3333,r,r,E5,C#5,r,r,r,r,r,E4,E3,G4,G3,E5,E4,r,r,r,E3,G5,E5,G4,B-2,B-1
228.5,114.25,77,1.5,E6,r,r,r,r,E5,r,E4,r,E4,E3,r,r,E5,E4,r,r,r,E3,E6,E5,r,B-2,B-1
228.75,114.375,77,1.75,E6,r,r,r,r,E5,r,E4,r,E4,E3,r,r,E5,E4,r,r,r,E3,E5,E5,r,B-2,B-1
229.0,114.5,77,2.0,E-6,r,r,r,r,E-5,r,E-4,r,E4,E3,r,r,E5,E4,r,r,r,E3,E6,E5,G3,B-2,B-1
229.25,114.625,77,2.25,E-6,r,r,r,r,E-5,r,E-4,r,E4,E3,r,r,E5,E4,r,r,r,E3,E5,E5,G3,B-2,B-1
229.5,114.75,77,2.5,D6,r,r,r,r,D5,r,D4,r,E4,E3,r,r,E5,E4,r,r,r,E3,E6,E5,G3,B-2,B-1
229.75,114.875,77,2.75,D6,r,r,r,r,D5,r,D4,r,E4,E3,r,r,E5,E4,r,r,r,E3,E5,E5,G3,B-2,B-1
230.0,115.0,77,3.0,C#6,r,r,r,r,C#5,r,C#4,r,E4,E3,r,r,E5,E4,r,r,r,E3,E6,E5,G3,B-2,B-1
230.25,115.125,77,3.25,C#6,r,r,r,r,C#5,r,C#4,r,E4,E3,r,r,E5,E4,r,r,r,E3,E5,E5,G3,B-2,B-1
230.5,115.25,77,3.5,C6,r,r,r,r,C5,r,C4,r,E4,E3,r,r,E5,E4,r,r,r,E3,E6,E5,G3,B-2,B-1
230.75,115.375,77,3.75,C6,r,r,r,r,C5,r,C4,r,E4,E3,r,r,E5,E4,r,r,r,E3,E5,E5,G3,B-2,B-1
231.0,115.5,78,1.0,B5,r,r,r,r,B4,r,B3,r,E4,E3,r,r,E5,E4,r,r,r,E3,E6,E5,G#3,B2,B1
231.25,115.625,78,1.25,B5,r,r,r,r,B4,r,B3,r,E4,E3,r,r,E5,E4,r,r,r,E3,E5,E5,G#3,B2,B1
231.5,115.75,78,1.5,A5,r,r,r,r,A4,r,A3,r,E4,E3,r,r,E5,E4,r,r,r,E3,E6,E5,G#3,B2,B1
231.75,115.875,78,1.75,A5,r,r,r,r,A4,r,A3,r,E4,E3,r,r,E5,E4,r,r,r,E3,E5,E5,G#3,B2,B1
232.0,116.0,78,2.0,G#5,r,r,r,r,G#4,r,G#3,r,E4,E3,r,r,E5,E4,r,r,r,E3,E6,E5,G#3,B2,B1
232.25,116.125,78,2.25,G#5,r,r,r,r,G#4,r,G#3,r,E4,E3,r,r,E5,E4,r,r,r,E3,E5,E5,G#3,B2,B1
232.5,116.25,78,2.5,G5,r,r,r,r,G4,r,G3,r,E4,E3,r,r,E5,E4,r,r,r,E3,E6,E5,G#3,B2,B1
232.75,116.375,78,2.75,G5,r,r,r,r,G4,r,G3,r,E4,E3,r,r,E5,E4,r,r,r,E3,E5,E5,G#3,B2,B1
233.0,116.5,78,3.0,F#5,r,r,r,r,F#4,r,F#3,r,E4,E3,r,r,E5,E4,r,r,r,E3,E6,E5,G#3,B2,B1
233.25,116.625,78,3.25,F#5,r,r,r,r,F#4,r,F#3,r,E4,E3,r,r,E5,E4,r,r,r,E3,E5,E5,G#3,B2,B1
233.5,116.75,78,3.5,F5,r,r,r,r,F4,r,F3,r,E4,E3,r,r,E5,E4,r,r,r,E3,E6,E5,G#3,B2,B1
233.75,116.875,78,3.75,F5,r,r,r,r,F4,r,F3,r,E4,E3,r,r,E5,E4,r,r,r,E3,E5,E5,G#3,B2,B1
234.0,117.0,79,1.0,E5,r,r,r,E5,E4,E4,E3,r,E4,E3,r,r,E5,E4,r,r,r,E3,E5,D4,G#3,E2,E1
234.25,117.125,79,1.25,E5,r,r,r,E5,E4,E4,E3,r,E4,E3,r,r,E5,E4,r,r,r,E3,E5,D4,G#3,E2,E1
234.5,117.25,79,1.5,r,r,r,r,D5,r,D4,r,r,E4,E3,r,r,E5,E4,r,r,r,E3,E5,D4,G#3,E2,E1
234.75,117.375,79,1.75,r,r,r,r,D5,r,D4,r,r,E4,E3,r,r,E5,E4,r,r,r,E3,E5,D4,G#3,E2,E1
235.0,117.5,79,2.0,r,r,r,r,C#5,r,C#4,r,r,E4,E3,r,r,r,r,r,r,r,E3,E5,D4,G#3,E2,E1
235.25,117.625,79,2.25,r,r,r,r,C#5,r,C#4,r,r,E4,E3,r,r,r,r,r,r,r,E3,E5,D4,G#3,E2,E1
235.5,117.75,79,2.5,r,r,r,r,C5,r,C4,r,r,E4,E3,r,r,r,r,r,r,r,E3,E5,D4,G#3,E2,E1
235.75,117.875,79,2.75,r,r,r,r,C5,r,C4,r,r,E4,E3,r,r,r,r,r,r,r,E3,E5,D4,G#3,E2,E1
236.0,118.0,79,3.0,r,r,r,r,B4,r,B3,r,r,E4,E3,r,r,r,r,r,r,r,E3,E5,D4,G#3,E2,E1
236.25,118.125,79,3.25,r,r,r,r,B4,r,B3,r,r,E4,E3,r,r,r,r,r,r,r,E3,E5,D4,G#3,E2,E1
236.5,118.25,79,3.5,r,r,r,r,B-4,r,B-3,r,r,E4,E3,r,r,r,r,r,r,r,E3,E5,D4,G#3,E2,E1
236.75,118.375,79,3.75,r,r,r,r,B-4,r,B-3,r,r,E4,E3,r,r,r,r,r,r,r,E3,E5,D4,G#3,E2,E1
237.0,118.5,80,1.0,r,r,r,r,A4,r,A3,r,r,E4,E3,r,r,r,r,r,r,r,E3,E5,C#4,A3,A2,A1
237.25,118.625,80,1.25,r,r,r,r,A4,r,A3,r,r,E4,E3,r,r,r,r,r,r,r,E3,E5,C#4,A3,A2,A1
237.5,118.75,80,1.5,r,r,r,r,G#4,r,G#3,r,r,E4,E3,r,r,r,r,r,r,r,E3,E5,C#4,A3,A2,A1
237.75,118.875,80,1.75,r,r,r,r,G#4,r,G#3,r,r,E4,E3,r,r,r,r,r,r,r,E3,E5,C#4,A3,A2,A1
238.0,119.0,80,2.0,r,r,r,r,G4,r,G3,r,r,E4,E3,r,r,r,r,r,r,r,E3,E5,C#4,A3,A2,A1
238.25,119.125,80,2.25,r,r,r,r,G4,r,G3,r,r,E4,E3,r,r,r,r,r,r,r,E3,E5,C#4,A3,A2,A1
238.5,119.25,80,2.5,r,r,r,r,F#4,r,F#3,r,r,E4,E3,r,r,r,r,r,r,r,E3,E5,C#4,A3,A2,A1
238.75,119.375,80,2.75,r,r,r,r,F#4,r,F#3,r,r,E4,E3,r,r,r,r,r,r,r,E3,E5,C#4,A3,A2,A1
239.0,119.5,80,3.0,r,r,r,r,F4,r,F3,r,r,r,r,r,r,r,r,r,r,r,E3,E5,C#4,A3,r,r
239.5,119.75,80,3.5,r,r,r,r,E4,r,E3,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r
240.0,120.0,81,1.0,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,G#3,B3,D4,E3,r
243.0,121.5,82,1.0,C#5,B-4,E5,r,B-4,F#4,F#4,r,r,r,r,r,r,r,r,r,r,r,r,B-3,B-3,C#4,F#3,r
246.0,123.0,83,1.0,B4,B4,D5,r,B4,G4,G4,r,r,r,r,r,r,r,r,r,r,r,r,B3,D4,F4,G3,r
249.0,124.5,84,1.0,E5,C#5,G5,r,C#5,A4,A4,r,r,r,r,r,r,r,r,r,r,r,r,C#4,C#4,E4,A3,r
