qstamp,tstamp,measure,beat,Flute 1,Flute 2,Oboe 1,Oboe 2,Bb Clarinet 1,Bb Clarinet 2,Bassoon 1,Bassoon 2,C Horn 1,C Horn 2,Violin 1,Violin 2,Viola,Violoncello,Contrabass
149.5,77.3276,103,1.3333,r,r,r,r,r,r,r,r,D4,r,r,F4,C4,G#3,r
150.0,77.5862,103,1.6667,r,r,r,r,r,r,r,r,C4,r,r,r,r,r,r
150.375,77.7802,103,1.9167,r,r,r,r,r,r,r,r,D4,r,r,r,r,r,r
150.5,77.8448,104,1.0,r,r,r,r,r,r,r,r,E-4,r,E-4,r,r,C2,C2
150.6667,77.9311,104,1.1111,r,r,r,r,r,r,r,r,E-4,r,G3,r,r,C2,C2
150.75,77.9741,104,1.1667,E-5,G4,r,r,r,r,r,r,E-4,r,G3,r,r,G2,C2
150.8333,78.0172,104,1.2222,E-5,G4,r,r,r,r,r,r,E-4,r,G3,r,r,G2,C2
151.0,78.1034,104,1.3333,E-5,G4,r,r,r,r,r,r,E-4,r,G4,G4,r,E-3,r
151.1667,78.1897,104,1.4444,E-5,G4,r,r,r,r,r,r,E-4,r,G4,E-4,r,E-3,r
151.25,78.2328,104,1.5,E-5,G4,r,r,r,r,r,r,E-4,r,G4,E-4,C4,r,r
151.3333,78.2758,104,1.5556,E-5,G4,r,r,r,r,r,r,E-4,r,G4,E-4,C4,r,r
151.5,78.3621,104,1.6667,E-5,G4,r,r,r,r,r,r,E-4,r,E-5,C4,B-3,r,r
151.6667,78.4483,104,1.7778,E-5,G4,r,r,r,r,r,r,E-4,r,C5,C4,B-3,r,r
151.75,78.4914,104,1.8333,E-5,G4,r,r,r,r,r,r,E-4,r,C5,C4,G3,r,r
151.8333,78.5345,104,1.8889,E-5,G4,r,r,r,r,r,r,E-4,r,C5,C4,G3,r,r
152.0,78.6207,105,1.0,D5,C5,r,r,r,r,r,r,B-4,r,C6,D5,F3,F2,F1
152.1667,78.7069,105,1.1111,D5,C5,r,r,r,r,r,r,B-4,r,C6,C5,F3,F2,F1
152.25,78.75,105,1.1667,D5,C5,r,r,r,r,r,r,B-4,r,C6,C5,G#3,C3,F1
152.3333,78.7931,105,1.2222,D5,C5,r,r,r,r,r,r,B-4,r,C6,C5,G#3,C3,F1
152.375,78.8147,105,1.25,D5,C5,r,r,r,r,r,r,G#4,r,C6,r,G#3,C3,F1
152.5,78.8793,105,1.3333,r,r,r,r,r,r,r,r,D4,r,r,F4,C4,G#3,r
153.0,79.1379,105,1.6667,r,r,r,r,r,r,r,r,D4,r,r,r,r,r,r
153.375,79.3319,105,1.9167,r,r,r,r,r,r,r,r,E-4,r,r,r,r,r,r
153.5,79.3966,106,1.0,r,r,r,r,r,r,r,r,F4,r,D4,r,F3,B2,B1
153.6667,79.4828,106,1.1111,r,r,r,r,r,r,r,r,F4,r,G#3,r,F3,B2,B1
153.75,79.5259,106,1.1667,G#4,F4,r,r,r,r,r,r,F4,r,G#3,r,G#3,D3,B1
153.8333,79.5689,106,1.2222,G#4,F4,r,r,r,r,r,r,F4,r,G#3,r,G#3,D3,B1
154.0,79.6552,106,1.3333,G#4,F4,r,r,r,r,r,r,F4,r,F4,G#4,D4,G#3,r
154.1667,79.7414,106,1.4444,G#4,F4,r,r,r,r,r,r,F4,r,F4,F4,D4,G#3,r
154.25,79.7845,106,1.5,F5,D5,r,r,r,r,r,r,F4,r,F4,F4,r,r,r
154.3333,79.8276,106,1.5556,F5,D5,r,r,r,r,r,r,F4,r,F4,F4,r,r,r
154.5,79.9138,106,1.6667,r,r,r,r,r,r,r,r,G#4,r,r,D5,r,r,r
154.875,80.1078,106,1.9167,r,r,r,r,r,r,r,r,G4,r,r,D5,r,r,r
155.0,80.1724,107,1.0,r,r,r,r,r,r,r,r,E-4,r,C4,r,E-3,C3,C2
155.1667,80.2586,107,1.1111,r,r,r,r,r,r,r,r,E-4,r,G3,r,E-3,C3,C2
155.25,80.3017,107,1.1667,G4,E-4,r,r,r,r,r,r,E-4,r,G3,r,G3,E-3,C2
155.3333,80.3448,107,1.2222,G4,E-4,r,r,r,r,r,r,E-4,r,G3,r,G3,E-3,C2
155.5,80.431,107,1.3333,G4,E-4,r,r,r,r,r,r,E-4,r,E-4,G4,C4,G3,r
155.6667,80.5173,107,1.4444,G4,E-4,r,r,r,r,r,r,E-4,r,E-4,E-4,C4,G3,r
155.75,80.5603,107,1.5,E-5,C5,r,r,r,r,r,r,E-4,r,E-4,E-4,r,r,r
155.8333,80.6034,107,1.5556,E-5,C5,r,r,r,r,r,r,E-4,r,E-4,E-4,r,r,r
156.0,80.6897,107,1.6667,r,r,r,r,r,r,r,r,G4,r,r,C5,r,r,r
156.375,80.8836,107,1.9167,r,r,r,r,r,r,r,r,F4,r,r,C5,r,r,r
156.5,80.9483,108,1.0,r,r,r,r,r,r,r,r,C4,r,C4,r,C3,G#2,G#2
156.6667,81.0345,108,1.1111,r,r,r,r,r,r,r,r,C4,r,G#3,r,C3,G#2,G#2
156.75,81.0776,108,1.1667,r,r,r,r,r,r,r,r,C4,r,G#3,r,F3,C3,G#2
156.8333,81.1207,108,1.2222,r,r,r,r,r,r,r,r,C4,r,G#3,r,F3,C3,G#2
157.0,81.2069,108,1.3333,C4,F4,r,r,r,r,r,r,C4,r,F4,F4,G#3,F3,r
157.1667,81.2931,108,1.4444,C4,F4,r,r,r,r,r,r,C4,r,F4,C4,G#3,F3,r
157.25,81.3362,108,1.5,C4,F4,r,r,r,r,r,r,D4,r,F4,C4,r,r,r
157.3333,81.3793,108,1.5556,C4,F4,r,r,r,r,r,r,D4,r,F4,C4,r,r,r
157.375,81.4009,108,1.5833,C4,F4,r,r,r,r,r,r,C4,r,F4,r,r,r,r
157.5,81.4655,108,1.6667,C5,F#4,r,r,r,r,r,r,B3,r,F#4,C5,r,G#3,r
157.75,81.5948,108,1.8333,C5,F#4,r,r,r,r,r,r,C4,r,F#4,C5,r,G#3,r
158.0,81.7241,109,1.0,B4,G4,r,r,r,r,r,r,D4,r,G4,B4,D3,G3,G2
158.1667,81.8104,109,1.1111,B4,G4,r,r,r,r,r,r,D4,r,D4,B4,D3,G3,G2
158.25,81.8534,109,1.1667,B4,G4,r,r,r,r,r,r,D4,r,D4,B4,G3,G3,G2
158.3333,81.8965,109,1.2222,B4,G4,r,r,r,r,r,r,D4,r,D4,B4,G3,G3,G2
158.5,81.9828,109,1.3333,G4,G4,r,r,r,r,r,r,E-4,r,E-4,C5,G3,C4,C3
158.6667,82.069,109,1.4444,G4,G4,r,r,r,r,r,r,E-4,r,E-4,G4,G3,C4,C3
158.75,82.1121,109,1.5,G4,G4,r,r,r,r,r,r,E-4,r,E-4,G4,C4,C4,C3
158.8333,82.1552,109,1.5556,G4,G4,r,r,r,r,r,r,E-4,r,E-4,G4,C4,C4,C3
159.0,82.2414,109,1.6667,r,r,r,r,r,r,r,r,E4,r,C5,E4,C4,B-3,B-2
159.1667,82.3276,109,1.7778,r,r,r,r,r,r,r,r,E4,r,G4,E4,C4,B-3,B-2
159.3333,82.4138,109,1.8889,r,r,r,r,r,r,r,r,E4,r,G4,E4,C4,B-3,B-2
159.5,82.5,110,1.0,r,r,r,r,r,r,r,r,F4,r,F4,C5,F3,G#3,G#2
159.6667,82.5862,110,1.1111,r,r,r,r,r,r,r,r,F4,r,F4,F4,F3,G#3,G#2
159.75,82.6293,110,1.1667,F5,F4,r,r,r,r,r,r,F4,r,F4,F4,C4,G#3,G#2
159.8333,82.6724,110,1.2222,F5,F4,r,r,r,r,r,r,F4,r,F4,F4,C4,G#3,G#2
160.0,82.7586,110,1.3333,F5,F4,r,r,r,r,r,r,B-4,r,D5,D5,r,F3,F2
160.1667,82.8448,110,1.4444,F5,F4,r,r,r,r,r,r,B-4,r,F4,D5,r,F3,F2
160.25,82.8879,110,1.5,D5,B-4,r,r,r,r,r,r,B-4,r,F4,D5,F3,F3,F2
160.3333,82.931,110,1.5556,D5,B-4,r,r,r,r,r,r,B-4,r,F4,D5,F3,F3,F2
160.5,83.0172,110,1.6667,D5,B-4,r,r,r,r,r,r,B-4,r,C5,C5,C4,G#3,G#2
160.6667,83.1035,110,1.7778,D5,B-4,r,r,r,r,r,r,B-4,r,C5,F4,C4,G#3,G#2
160.75,83.1466,110,1.8333,C5,G#4,r,r,r,r,r,r,G#4,r,C5,F4,F3,G#3,G#2
160.8333,83.1896,110,1.8889,C5,G#4,r,r,r,r,r,r,G#4,r,C5,F4,F3,G#3,G#2
161.0,83.2759,111,1.0,r,r,r,r,r,r,r,r,D4,r,D5,D5,F3,B-3,B-2
161.1667,83.3621,111,1.1111,r,r,r,r,r,r,r,r,D4,r,F4,D5,F3,B-3,B-2
161.25,83.4052,111,1.1667,D5,D4,r,r,r,r,r,r,D4,r,F4,D5,B-3,B-3,B-2
161.3333,83.4483,111,1.2222,D5,D4,r,r,r,r,r,r,D4,r,F4,D5,B-3,B-3,B-2
161.5,83.5345,111,1.3333,D5,D4,r,r,r,r,r,r,G4,r,B-4,B-4,r,E-3,E-2
161.6667,83.6207,111,1.4444,D5,D4,r,r,r,r,r,r,G4,r,B-4,D4,r,E-3,E-2
161.75,83.6638,111,1.5,B-4,G4,r,r,r,r,r,r,G4,r,B-4,D4,E-3,E-3,E-2
161.8333,83.7069,111,1.5556,B-4,G4,r,r,r,r,r,r,G4,r,B-4,D4,E-3,E-3,E-2
162.0,83.7931,111,1.6667,B-4,G4,r,r,r,r,r,r,G4,r,G#4,G#4,G#3,F3,F2
162.1667,83.8793,111,1.7778,B-4,G4,r,r,r,r,r,r,G4,r,D4,G#4,G#3,F3,F2
162.25,83.9224,111,1.8333,G#4,F4,r,r,r,r,r,r,F4,r,D4,G#4,D3,F3,F2
162.3333,83.9655,111,1.8889,G#4,F4,r,r,r,r,r,r,F4,r,D4,G#4,D3,F3,F2
162.5,84.0517,112,1.0,r,r,r,r,r,r,r,r,C4,r,E-4,E-4,E-3,G#3,G#2
162.6,84.1034,112,1.0667,r,r,r,r,r,r,r,r,D4,r,E-4,E-4,E-3,G#3,G#2
162.6667,84.1379,112,1.1111,r,r,r,r,r,r,r,r,D4,r,E-4,C4,E-3,G#3,G#2
162.7,84.1552,112,1.1333,r,r,r,r,r,r,r,r,C4,r,E-4,C4,E-3,G#3,G#2
162.75,84.181,112,1.1667,r,r,r,r,r,r,r,r,C4,r,E-4,C4,C4,G#3,G#2
162.8,84.2069,112,1.2,r,r,r,r,r,r,r,r,B3,r,E-4,C4,C4,G#3,G#2
162.8333,84.2241,112,1.2222,r,r,r,r,r,r,r,r,B3,r,E-4,C4,C4,G#3,G#2
162.9,84.2586,112,1.2667,r,r,r,r,r,r,r,r,C4,r,E-4,r,C4,G#3,G#2
163.0,84.3103,112,1.3333,E-4,C4,r,r,r,r,r,r,E-4,r,C5,C4,G3,G3,G2
163.1667,84.3966,112,1.4444,E-4,C4,r,r,r,r,r,r,E-4,r,E-4,C4,G3,G3,G2
163.25,84.4397,112,1.5,E-4,C4,r,r,r,r,r,r,E-4,r,E-4,C4,C4,G3,G2
163.3333,84.4827,112,1.5556,E-4,C4,r,r,r,r,r,r,E-4,r,E-4,C4,C4,G3,G2
163.5,84.569,112,1.6667,C5,A4,r,r,r,r,r,r,D4,r,D4,D4,A3,F#3,F#2
163.6667,84.6552,112,1.7778,C5,A4,r,r,r,r,r,r,D4,r,D4,C4,A3,F#3,F#2
163.75,84.6983,112,1.8333,C5,A4,r,r,r,r,r,r,D4,r,D4,C4,C4,F#3,F#2
163.8333,84.7414,112,1.8889,C5,A4,r,r,r,r,r,r,D4,r,D4,C4,C4,F#3,F#2
164.0,84.8276,113,1.0,B4,G4,r,r,r,r,G4,r,G4,r,G4,B3,G3,F3,F2
164.1667,84.9138,113,1.1111,B4,G4,r,r,r,r,G4,r,G4,r,B3,B3,G3,F3,F2
164.3333,85.0,113,1.2222,B4,G4,r,r,r,r,G4,r,G4,r,B3,B3,G3,F3,F2
164.5,85.0862,113,1.3333,C5,A4,r,r,r,r,G4,r,G4,r,C4,C4,A3,E-3,E-2
165.0,85.3448,113,1.6667,C5,A4,C5,r,r,r,G4,r,G4,r,G4,C4,A3,r,r
165.1667,85.4311,113,1.7778,C5,A4,C5,r,r,r,G4,r,G4,r,F4,C4,A3,r,r
165.25,85.4741,113,1.8333,F5,B4,C5,r,r,r,G4,r,G4,r,F4,F4,B3,D3,D2
165.3333,85.5172,113,1.8889,F5,B4,C5,r,r,r,G4,r,G4,r,F4,F4,B3,D3,D2
165.375,85.5388,113,1.9167,F5,B4,D5,r,r,r,G4,r,G4,r,r,F4,B3,D3,D2
165.5,85.6034,114,1.0,E-5,C5,E-5,r,r,r,G4,r,r,r,E-4,E-4,C4,C2,C2
165.6667,85.6897,114,1.1111,E-5,C5,E-5,r,r,r,G4,r,r,r,G3,E-4,C4,C2,C2
165.75,85.7328,114,1.1667,E-5,C5,E-5,r,G4,E-4,F4,r,r,r,G3,E-4,C4,G2,C2
165.8333,85.7758,114,1.2222,E-5,C5,E-5,r,G4,E-4,F4,r,r,r,G3,E-4,C4,G2,C2
166.0,85.8621,114,1.3333,r,r,E-5,r,G4,E-4,E-4,r,r,r,G4,G4,r,E-3,C2
166.1667,85.9483,114,1.4444,r,r,E-5,r,G4,E-4,E-4,r,r,r,G4,E-4,r,E-3,C2
166.25,85.9914,114,1.5,r,r,E-5,r,G4,E-4,D4,r,r,r,G4,E-4,C3,r,C2
166.3333,86.0345,114,1.5556,r,r,E-5,r,G4,E-4,D4,r,r,r,G4,E-4,C3,r,C2
166.5,86.1207,114,1.6667,r,r,E-5,r,G4,E-4,C4,r,r,r,E-5,C4,E-3,r,r
166.6667,86.2069,114,1.7778,r,r,E-5,r,G4,E-4,C4,r,r,r,G4,C4,E-3,r,r
166.75,86.25,114,1.8333,r,r,E-5,r,G4,E-4,B-3,r,r,r,G4,C4,G3,r,r
166.8333,86.2931,114,1.8889,r,r,E-5,r,G4,E-4,B-3,r,r,r,G4,C4,G3,r,r
167.0,86.3793,115,1.0,r,r,G5,r,G#4,D4,G#3,r,r,r,G#5,C5,C4,G2,F1
167.1667,86.4655,115,1.1111,r,r,G5,r,G#4,D4,G#3,r,r,r,G#5,D4,C4,G2,F1
167.25,86.5086,115,1.1667,r,r,G5,r,G#4,D4,G#3,r,C4,C3,G#5,D4,G#3,C3,F1
167.3333,86.5517,115,1.2222,r,r,G5,r,G#4,D4,G#3,r,C4,C3,G#5,D4,G#3,C3,F1
167.375,86.5733,115,1.25,r,r,F5,r,G#4,D4,G#3,r,C4,C3,G#5,r,G#3,C3,F1
167.5,86.6379,115,1.3333,r,r,D5,r,r,r,G#3,r,C4,C3,r,G#4,F3,G#3,F1
167.75,86.7672,115,1.5,r,r,D5,r,r,r,G#3,r,C4,C3,r,G#4,r,r,F1
168.0,86.8966,115,1.6667,r,r,C5,r,r,r,G#4,r,C4,C3,r,r,r,r,r
168.25,87.0259,115,1.8333,r,r,C5,r,r,r,G#4,r,C4,C3,r,r,r,r,r
168.375,87.0905,115,1.9167,r,r,D5,r,r,r,G#4,r,C4,C3,r,r,r,r,r
168.5,87.1552,116,1.0,r,r,E-5,r,r,r,G#4,r,r,r,E-4,r,r,C2,C2
168.6667,87.2414,116,1.1111,r,r,E-5,r,r,r,G#4,r,r,r,G3,r,r,C2,C2
168.75,87.2845,116,1.1667,r,r,E-5,r,G4,E-4,G4,r,r,r,G3,r,r,G2,C2
168.8333,87.3276,116,1.2222,r,r,E-5,r,G4,E-4,G4,r,r,r,G3,r,r,G2,C2
169.0,87.4138,116,1.3333,r,r,E-5,r,G4,E-4,E-4,r,r,r,G4,G4,r,E-3,C2
169.1667,87.5,116,1.4444,r,r,E-5,r,G4,E-4,E-4,r,r,r,G4,E-4,r,E-3,C2
169.25,87.5431,116,1.5,r,r,E-5,r,G4,E-4,D4,r,r,r,G4,E-4,E-3,r,C2
169.3333,87.5862,116,1.5556,r,r,E-5,r,G4,E-4,D4,r,r,r,G4,E-4,E-3,r,C2
169.5,87.6724,116,1.6667,r,r,E-5,r,G4,E-4,C4,r,r,r,E-5,C4,G3,r,r
169.6667,87.7586,116,1.7778,r,r,E-5,r,G4,E-4,C4,r,r,r,G4,C4,G3,r,r
169.75,87.8017,116,1.8333,r,r,E-5,r,E-5,C5,G3,r,r,r,G4,C4,C4,r,r
169.8333,87.8448,116,1.8889,r,r,E-5,r,E-5,C5,G3,r,r,r,G4,C4,C4,r,r
170.0,87.931,117,1.0,r,r,B-5,r,D5,C5,F3,r,r,r,C6,D5,D4,F2,F1
170.1667,88.0173,117,1.1111,r,r,B-5,r,D5,C5,F3,r,r,r,C6,D4,D4,F2,F1
170.25,88.0603,117,1.1667,r,r,B-5,r,D5,C5,F3,r,D4,C4,C6,D4,C4,C3,F1
170.3333,88.1034,117,1.2222,r,r,B-5,r,D5,C5,F3,r,D4,C4,C6,D4,C4,C3,F1
170.375,88.125,117,1.25,r,r,G#5,r,D5,C5,F3,r,D4,C4,C6,r,C4,C3,F1
170.5,88.1897,117,1.3333,r,r,D5,r,r,r,F3,r,D4,C4,r,G#4,F3,G#3,F1
170.75,88.319,117,1.5,r,r,D5,r,r,r,F3,r,D4,C4,r,G#4,r,r,F1
171.0,88.4483,117,1.6667,r,r,D5,r,r,r,r,r,D4,C4,r,r,r,r,r
171.25,88.5776,117,1.8333,r,r,D5,r,r,r,r,r,D4,C4,r,r,r,r,r
171.375,88.6422,117,1.9167,r,r,E-5,r,r,r,r,r,D4,C4,r,r,r,r,r
171.5,88.7069,118,1.0,r,r,F5,r,r,r,D4,r,r,r,r,D4,F3,B2,B1
171.6667,88.7931,118,1.1111,r,r,F5,r,r,r,D4,r,r,r,r,G#3,F3,B2,B1
171.75,88.8362,118,1.1667,r,r,F5,r,G#4,F4,D4,r,r,r,r,G#3,G#3,D3,B1
171.8333,88.8793,118,1.2222,r,r,F5,r,G#4,F4,D4,r,r,r,r,G#3,G#3,D3,B1
172.0,88.9655,118,1.3333,r,r,F5,r,G#4,F4,F3,r,r,r,G#4,F4,D4,G#3,B1
172.1667,89.0517,118,1.4444,r,r,F5,r,G#4,F4,F3,r,r,r,F4,F4,D4,G#3,B1
172.25,89.0948,118,1.5,r,r,F5,r,D5,G#4,F3,r,r,r,F4,F4,r,r,B1
172.3333,89.1379,118,1.5556,r,r,F5,r,D5,G#4,F3,r,r,r,F4,F4,r,r,B1
172.5,89.2241,118,1.6667,r,r,G#5,r,D5,G#4,r,r,r,r,D5,r,r,r,r
172.75,89.3534,118,1.8333,r,r,G#5,r,F5,D5,r,r,r,r,D5,r,r,r,r
172.875,89.4181,118,1.9167,r,r,G5,r,F5,D5,r,r,r,r,D5,r,r,r,r
173.0,89.4828,119,1.0,r,r,E-5,r,r,r,C4,r,r,r,r,C4,E-3,C3,C2
173.1667,89.569,119,1.1111,r,r,E-5,r,r,r,C4,r,r,r,r,G3,E-3,C3,C2
173.25,89.6121,119,1.1667,r,r,E-5,r,G4,E-4,C4,r,r,r,r,G3,G3,E-3,C2
173.3333,89.6552,119,1.2222,r,r,E-5,r,G4,E-4,C4,r,r,r,r,G3,G3,E-3,C2
173.5,89.7414,119,1.3333,r,r,E-5,r,G4,E-4,E-3,r,r,r,G4,E-4,C4,G3,C2
173.6667,89.8276,119,1.4444,r,r,E-5,r,G4,E-4,E-3,r,r,r,E-4,E-4,C4,G3,C2
173.75,89.8707,119,1.5,r,r,E-5,r,C5,G4,E-3,r,r,r,E-4,E-4,r,r,C2
173.8333,89.9138,119,1.5556,r,r,E-5,r,C5,G4,E-3,r,r,r,E-4,E-4,r,r,C2
174.0,90.0,119,1.6667,r,r,G5,r,C5,G4,r,r,r,r,C5,r,r,r,r
174.25,90.1293,119,1.8333,r,r,G5,r,E-5,C5,r,r,r,r,C5,r,r,r,r
174.375,90.194,119,1.9167,r,r,F5,r,E-5,C5,r,r,r,r,C5,r,r,r,r
174.5,90.2586,120,1.0,r,r,C5,r,r,r,F3,r,r,r,r,C4,C3,G#2,G#2
174.6667,90.3448,120,1.1111,r,r,C5,r,r,r,F3,r,r,r,r,G#3,C3,G#2,G#2
174.75,90.3879,120,1.1667,r,r,C5,r,r,r,F3,r,r,r,r,G#3,F3,C3,G#2
174.8333,90.431,120,1.2222,r,r,C5,r,r,r,F3,r,r,r,r,G#3,F3,C3,G#2
175.0,90.5172,120,1.3333,r,r,C5,r,C4,F4,F4,r,r,r,F4,F4,G#3,F3,G#2
175.1667,90.6035,120,1.4444,r,r,C5,r,C4,F4,F4,r,r,r,C4,F4,G#3,F3,G#2
175.25,90.6466,120,1.5,r,r,D5,r,C4,F4,F4,r,r,r,C4,F4,r,r,G#2
175.3333,90.6896,120,1.5556,r,r,D5,r,C4,F4,F4,r,r,r,C4,F4,r,r,G#2
175.375,90.7112,120,1.5833,r,r,C5,r,C4,F4,F4,r,r,r,r,F4,r,r,G#2
175.5,90.7759,120,1.6667,r,r,B4,r,C5,F#4,F#4,r,r,r,C5,F#4,r,G#3,r
175.75,90.9052,120,1.8333,r,r,C5,r,C5,F#4,F#4,r,r,r,C5,F#4,r,G#3,r
176.0,91.0345,121,1.0,r,r,D5,r,B4,D4,G4,r,r,r,B4,G4,G3,G3,G2
176.1667,91.1207,121,1.1111,r,r,D5,r,B4,D4,G4,r,r,r,B4,D4,G3,G3,G2
176.3333,91.2069,121,1.2222,r,r,D5,r,B4,D4,G4,r,r,r,B4,D4,G3,G3,G2
176.5,91.2931,121,1.3333,r,r,E-5,r,C5,E-4,G4,r,r,r,C5,E-4,C4,C4,C3
176.6667,91.3793,121,1.4444,r,r,E-5,r,C5,E-4,G4,r,r,r,G4,E-4,C4,C4,C3
176.8333,91.4655,121,1.5556,r,r,E-5,r,C5,E-4,G4,r,r,r,G4,E-4,C4,C4,C3
177.0,91.5517,121,1.6667,r,r,E5,r,G4,E4,C4,r,r,r,E4,C5,B-3,B-3,B-2
177.1667,91.6379,121,1.7778,r,r,E5,r,G4,E4,C4,r,r,r,E4,G4,B-3,B-3,B-2
177.3333,91.7241,121,1.8889,r,r,E5,r,G4,E4,C4,r,r,r,E4,G4,B-3,B-3,B-2
177.5,91.8103,122,1.0,r,r,F5,r,r,r,C4,r,r,r,C5,F4,G#3,G#3,G#2
177.6667,91.8966,122,1.1111,r,r,F5,r,r,r,C4,r,r,r,F4,F4,G#3,G#3,G#2
177.75,91.9397,122,1.1667,r,r,F5,r,F5,F4,C4,r,r,r,F4,F4,G#3,G#3,G#2
177.8333,91.9827,122,1.2222,r,r,F5,r,F5,F4,C4,r,r,r,F4,F4,G#3,G#3,G#2
178.0,92.069,122,1.3333,r,r,B-5,r,F5,F4,F4,r,r,r,r,G#3,F3,F3,F2
178.1667,92.1552,122,1.4444,r,r,B-5,r,F5,F4,F4,r,r,r,D5,F4,F3,F3,F2
178.25,92.1983,122,1.5,r,r,B-5,r,D5,B-4,F4,r,r,r,D5,F4,F3,F3,F2
178.3333,92.2414,122,1.5556,r,r,B-5,r,D5,B-4,F4,r,r,r,D5,F4,F3,F3,F2
178.5,92.3276,122,1.6667,r,r,B-5,r,D5,B-4,F4,r,r,r,r,C4,G#3,G#3,G#2
178.6667,92.4138,122,1.7778,r,r,B-5,r,D5,B-4,F4,r,r,r,C5,F4,G#3,G#3,G#2
178.75,92.4569,122,1.8333,r,r,G#5,r,C5,G#4,F4,r,r,r,C5,F4,G#3,G#3,G#2
178.8333,92.5,122,1.8889,r,r,G#5,r,C5,G#4,F4,r,r,r,C5,F4,G#3,G#3,G#2
179.0,92.5862,123,1.0,r,r,D5,r,r,r,B-3,r,r,r,F4,D4,B-3,B-3,B-2
179.1667,92.6724,123,1.1111,r,r,D5,r,r,r,B-3,r,r,r,D4,F4,B-3,B-3,B-2
179.25,92.7155,123,1.1667,r,r,D5,r,D5,D4,B-3,r,r,r,D4,F4,B-3,B-3,B-2
179.3333,92.7586,123,1.2222,r,r,D5,r,D5,D4,B-3,r,r,r,D4,F4,B-3,B-3,B-2
179.5,92.8448,123,1.3333,r,r,G5,r,D5,D4,B-3,r,r,r,r,D4,E-3,E-3,E-2
179.6667,92.9311,123,1.4444,r,r,G5,r,D5,D4,B-3,r,r,r,B-4,G4,E-3,E-3,E-2
179.75,92.9741,123,1.5,r,r,G5,r,B-4,G4,B-3,r,r,r,B-4,G4,E-3,E-3,E-2
179.8333,93.0172,123,1.5556,r,r,G5,r,B-4,G4,B-3,r,r,r,B-4,G4,E-3,E-3,E-2
180.0,93.1034,123,1.6667,r,r,G5,r,B-4,G4,G#3,r,r,r,r,C4,F3,F3,F2
180.1667,93.1897,123,1.7778,r,r,G5,r,B-4,G4,G#3,r,r,r,G#4,F4,F3,F3,F2
180.25,93.2328,123,1.8333,r,r,F5,r,G#4,F4,C4,r,r,r,G#4,F4,F3,F3,F2
180.3333,93.2758,123,1.8889,r,r,F5,r,G#4,F4,C4,r,r,r,G#4,F4,F3,F3,F2
180.5,93.3621,124,1.0,r,r,C5,r,r,r,E-4,r,r,r,F#4,C4,G#3,G#3,G#2
180.6,93.4138,124,1.0667,r,r,D5,r,r,r,E-4,r,r,r,F#4,C4,G#3,G#3,G#2
180.7,93.4655,124,1.1333,r,r,C5,r,r,r,E-4,r,r,r,F#4,C4,G#3,G#3,G#2
180.8,93.5172,124,1.2,r,r,B4,r,r,r,E-4,r,r,r,F#4,C4,G#3,G#3,G#2
180.9,93.569,124,1.2667,r,r,C5,r,r,r,E-4,r,r,r,F#4,C4,G#3,G#3,G#2
181.0,93.6207,124,1.3333,r,r,E-5,r,E-4,C4,G4,r,r,r,G4,C4,G3,G3,G2
181.5,93.8793,124,1.6667,r,r,D5,r,G4,D4,F4,r,r,r,B3,D4,r,G2,G1
182.0,94.1379,125,1.0,r,r,C5,r,r,r,F4,r,r,r,r,r,C3,C3,C2
182.1667,94.2242,125,1.1111,r,r,C5,r,r,r,F4,r,r,r,r,r,G3,C3,C2
182.3333,94.3103,125,1.2222,r,r,C5,r,r,r,F4,r,r,r,r,r,G3,C3,C2
182.5,94.3966,125,1.3333,r,r,C5,r,r,r,E4,r,E4,C4,E4,C4,G3,C3,C2
182.6667,94.4828,125,1.4444,r,r,C5,r,r,r,E4,r,E4,C4,C5,E4,G3,C3,C2
182.8333,94.5689,125,1.5556,r,r,C5,r,r,r,E4,r,E4,C4,C5,E4,G3,C3,C2
183.0,94.6552,125,1.6667,r,r,C5,r,r,r,G4,r,E4,C4,C5,E4,G3,r,r
183.5,94.9138,126,1.0,r,r,C5,r,r,r,G4,r,E4,C4,C5,E4,C3,C3,C2
183.6667,95.0,126,1.1111,r,r,C5,r,r,r,G4,r,E4,C4,C5,E4,F3,C3,C2
183.75,95.0431,126,1.1667,r,r,C5,r,r,r,G#4,r,E4,C4,C5,E4,F3,C3,C2
183.8333,95.0862,126,1.2222,r,r,C5,r,r,r,G#4,r,E4,C4,C5,E4,F3,C3,C2
184.0,95.1724,126,1.3333,r,r,C5,r,r,r,F4,r,D4,B3,D4,B3,G#3,C3,C2
184.1667,95.2586,126,1.4444,r,r,C5,r,r,r,F4,r,D4,B3,B4,D4,G#3,C3,C2
184.25,95.3017,126,1.5,r,r,C5,r,r,r,E4,r,D4,B3,B4,D4,G#3,C3,C2
184.3333,95.3448,126,1.5556,r,r,C5,r,r,r,E4,r,D4,B3,B4,D4,G#3,C3,C2
184.5,95.431,126,1.6667,r,r,C5,r,r,r,D4,r,D4,B3,B4,D4,G#3,r,r
185.0,95.6897,127,1.0,r,r,C5,r,r,r,F4,r,D4,B3,B4,D4,C3,C3,C2
185.1667,95.7759,127,1.1111,r,r,C5,r,r,r,F4,r,D4,B3,B4,D4,G3,C3,C2
185.3333,95.8621,127,1.2222,r,r,C5,r,r,r,F4,r,D4,B3,B4,D4,G3,C3,C2
